step,complete_weight,active_weight,progress,complete_leaf_count,active_leaf_count
0,0,0,0.0,0,0
1,0,1.0,0.0,0,1
6,1.0,1.0,1.0,1,1
7,2.0,2.0,1.0,2,2
8,2.0,3.0,0.6666666666666666,2,3
10,3.0,3.0,1.0,3,3
11,4.0,4.0,1.0,4,4
12,4.0,5.0,0.8,4,5
13,5.0,5.0,1.0,5,5
