phase,gpu,samples,power_mean_w
baseline,0,120,361.53041666666667
baseline,1,120,86.64641666666667
drain,0,680,358.4437794117647
drain,1,680,94.51126470588235
post,0,120,318.7200833333333
post,1,120,217.1819166666667
