api_request_bytes,attempt,background,bandwidth,condition_index,deadline_met,deadline_s,destination,error,kv_response_bytes,median_tcp_rtt_ms,migration_s,movement_tokens,pack,policy,realized_shed_w,repeat,request_failures,requested_shed_w,retransmissions,scenario_id,session_count,status,target_met,workload
373170,1,"{""east"": [0.9, 0], ""germany"": [0.9, 0]}",natural,8,True,30,germany,,6442459648,,17.328780142,131072,8x16k,queue_haul,61.856632454374676,0,0,49.48530596349974,0,b30a935c1d320f27,8,complete,True,agentic_tool_loop
346913,1,"{""east"": [0.5, 0], ""germany"": [0.85, 0]}",natural,31,True,30,germany,,6442459648,,17.290182538,131072,8x16k,kv_only,61.856632454374676,0,0,49.48530596349974,0,4d7094f4be03f6a2,8,complete,True,agentic_tool_loop
611652,2,"{""east"": [0.85, 0], ""germany"": [0.85, 0]}",natural,27,True,30,"east,germany",,10833901869,,29.326548443,251904,8x31k,queue_haul_power_blind,39.63029273974411,0,0,49.48530596349974,0,f27fd452bdeabea6,8,complete,False,agentic_tool_loop
613197,2,"{""east"": [0.9, 0], ""germany"": [0.9, 0]}",natural,28,True,30,"east,germany",,10833901869,,28.827204844,251904,8x31k,queue_haul_power_blind,39.63029273974411,0,0,49.48530596349974,0,d8e38d285ecb1ab2,8,complete,False,agentic_tool_loop
376268,1,"{""east"": [0.9, 0], ""germany"": [0.9, 0]}",natural,8,True,30,germany,,6442459648,,17.853730643,131072,8x16k,kv_only,61.856632454374676,0,0,49.48530596349974,0,c8197de6598300f0,8,complete,True,agentic_tool_loop
240734,1,"{""east"": [0.9, 0], ""germany"": [0.9, 0]}",natural,3,True,30,germany,,4026537280,,13.202170565,65536,4x16k,kv_only,61.85663245437466,0,0,49.485305963499734,0,c548db6b8a6e8751,4,complete,True,agentic_tool_loop
199685,1,"{""east"": [0.9, 0], ""germany"": [0.9, 0]}",natural,3,True,30,germany,,3221229824,,12.636890051,65536,4x16k,queue_haul,61.85663245437466,0,0,49.485305963499734,0,16d52a45834b1d34,4,complete,True,agentic_tool_loop
135917,1,"{""east"": [0, 0], ""germany"": [0, 0]}",natural,15,True,30,germany,,0,,7.20084476,65536,8x8k,greedy,61.856632454374676,0,0,49.48530596349974,0,f13d49317cfea3ad,8,complete,True,agentic_tool_loop
196759,1,"{""east"": [0.9, 0], ""germany"": [0.9, 0]}",natural,3,True,30,germany,,0,,14.685839004,65536,4x16k,replay_only,61.85663245437466,0,0,49.485305963499734,0,a26c43d352f38a12,4,complete,True,agentic_tool_loop
397741,1,"{""east"": [0, 0], ""germany"": [0, 0]}",natural,20,True,30,"east,germany",,9663689472,,21.071650828,196608,8x24k,queue_haul,61.856632454374676,0,0,49.48530596349974,0,8acfd0e7bb931fc6,8,complete,True,agentic_tool_loop
198142,1,"{""east"": [0.85, 0], ""germany"": [0.85, 0]}",natural,2,True,30,germany,,3221229824,,12.567417102,65536,4x16k,queue_haul,61.85663245437466,0,0,49.485305963499734,0,57a5b4d5ed6b7c30,4,complete,True,agentic_tool_loop
266669,1,"{""east"": [0, 0], ""germany"": [0, 0]}",natural,5,True,30,germany,,6442459648,,13.662199965,131072,8x16k,kv_only,61.856632454374676,0,0,49.48530596349974,0,941c3936f2bd933f,8,complete,True,agentic_tool_loop
511583,1,"{""east"": [0.9, 0], ""germany"": [0.9, 0]}",natural,13,True,30,"east,germany",,0,,23.014990165,262144,16x16k,replay_only,58.1378939406208,0,0,49.48530596349974,0,7ab4f67aad10f7cd,16,complete,True,agentic_tool_loop
670616,1,"{""east"": [0.85, 0], ""germany"": [0.85, 0]}",natural,12,False,30,"east,germany",,11274304384,,31.390949926,262144,16x16k,kv_only,60.48064724755149,0,0,49.48530596349974,0,073327e8d946f15c,16,complete,True,agentic_tool_loop
