case_id,deadline_s,planning_deadline_s,sessions,maximum_removable_w,requested_fraction,requested_shed_w,policy,raw_safe_shed_w,plan_safe,target_met_by_30s,failure_reason,selected_sessions,bottleneck,service:pool/east:0,service:pool/germany:0,kv:pool/east,kv:pool/germany,migration:pool/east:replay,migration:pool/germany:replay,migration:pool/east:kv_transfer,migration:pool/germany:kv_transfer,used|service:pool/east:0,used|service:pool/germany:0,used|kv:pool/east,used|kv:pool/germany,used|migration:pool/east:replay,used|migration:pool/germany:replay,used|migration:pool/east:kv_transfer,used|migration:pool/germany:kv_transfer,capacity|service:pool/east:0,capacity|service:pool/germany:0,capacity|kv:pool/east,capacity|kv:pool/germany,capacity|migration:pool/east:replay,capacity|migration:pool/germany:replay,capacity|migration:pool/east:kv_transfer,capacity|migration:pool/germany:kv_transfer,unit|service:pool/east:0,unit|service:pool/germany:0,unit|kv:pool/east,unit|kv:pool/germany,unit|migration:pool/east:replay,unit|migration:pool/germany:replay,unit|migration:pool/east:kv_transfer,unit|migration:pool/germany:kv_transfer,east_replay,east_kv_transfer,germany_replay,germany_kv_transfer,safely_attained_shed_w,safely_attained_fraction
hardware_gap/all-bind,30,30,28,72.6528914160348,0.0,0.0,queue_haul_lp,0.0,True,True,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0.0,0.0
hardware_gap/all-bind,30,30,28,72.6528914160348,0.03333333333333333,2.42176304720116,queue_haul_lp,7.784715494866703,True,True,,1,service:pool/germany:0,0.0,0.6582463729383211,0.0,0.011689691817215728,0.0,0.3797703585915755,0.0,0.0,0.0,0.1645615932345802,0.0,55.0,0.0,3.3229906376762854,0.0,0.0,0.75,0.2499999999999999,185,4705,8.75,8.75,25.0,25.0,replica-s/s,replica-s/s,blocks,blocks,replica-s,replica-s,replica-s,replica-s,0,0,1,0,7.784715494866703,0.10714942438132039
hardware_gap/all-bind,30,30,28,72.6528914160348,0.06666666666666667,4.84352609440232,queue_haul_lp,7.784715494866703,True,True,,1,service:pool/germany:0,0.0,0.6582463729383211,0.0,0.011689691817215728,0.0,0.3797703585915755,0.0,0.0,0.0,0.1645615932345802,0.0,55.0,0.0,3.3229906376762854,0.0,0.0,0.75,0.2499999999999999,185,4705,8.75,8.75,25.0,25.0,replica-s/s,replica-s/s,blocks,blocks,replica-s,replica-s,replica-s,replica-s,0,0,1,0,7.784715494866703,0.10714942438132039
hardware_gap/all-bind,30,30,28,72.6528914160348,0.1,7.265289141603481,queue_haul_lp,7.784715494866703,True,True,,1,service:pool/germany:0,0.0,0.6582463729383211,0.0,0.011689691817215728,0.0,0.3797703585915755,0.0,0.0,0.0,0.1645615932345802,0.0,55.0,0.0,3.3229906376762854,0.0,0.0,0.75,0.2499999999999999,185,4705,8.75,8.75,25.0,25.0,replica-s/s,replica-s/s,blocks,blocks,replica-s,replica-s,replica-s,replica-s,0,0,1,0,7.784715494866703,0.10714942438132039
hardware_gap/all-bind,30,30,28,72.6528914160348,0.13333333333333333,9.68705218880464,queue_haul_lp,15.569430989733377,True,True,,2,service:pool/germany:0,0.21941545764610693,0.6582463729383211,0.2972972972972973,0.011689691817215728,0.37980718190940493,0.3797703585915755,0.0,0.0,0.1645615932345802,0.1645615932345802,55.0,55.0,3.3233128417072932,3.3229906376762854,0.0,0.0,0.75,0.2499999999999999,185,4705,8.75,8.75,25.0,25.0,replica-s/s,replica-s/s,blocks,blocks,replica-s,replica-s,replica-s,replica-s,1,0,1,0,15.569430989733377,0.21429884876264038
hardware_gap/all-bind,30,30,28,72.6528914160348,0.16666666666666666,12.1088152360058,queue_haul_lp,15.569430989733377,True,True,,2,service:pool/germany:0,0.21941545764610693,0.6582463729383211,0.2972972972972973,0.011689691817215728,0.37980718190940493,0.3797703585915755,0.0,0.0,0.1645615932345802,0.1645615932345802,55.0,55.0,3.3233128417072932,3.3229906376762854,0.0,0.0,0.75,0.2499999999999999,185,4705,8.75,8.75,25.0,25.0,replica-s/s,replica-s/s,blocks,blocks,replica-s,replica-s,replica-s,replica-s,1,0,1,0,15.569430989733377,0.21429884876264038
hardware_gap/all-bind,30,30,28,72.6528914160348,0.2,14.530578283206962,queue_haul_lp,15.569430989733377,True,True,,2,service:pool/germany:0,0.21941545764610693,0.6582463729383211,0.2972972972972973,0.011689691817215728,0.37980718190940493,0.3797703585915755,0.0,0.0,0.1645615932345802,0.1645615932345802,55.0,55.0,3.3233128417072932,3.3229906376762854,0.0,0.0,0.75,0.2499999999999999,185,4705,8.75,8.75,25.0,25.0,replica-s/s,replica-s/s,blocks,blocks,replica-s,replica-s,replica-s,replica-s,1,0,1,0,15.569430989733377,0.21429884876264038
hardware_gap/all-bind,30,30,28,72.6528914160348,0.23333333333333334,16.95234133040812,queue_haul_lp,21.49849818263351,True,True,,3,migration:pool/east:replay,0.3555844572259954,0.6582463729383211,0.5945945945945946,0.011689691817215728,0.7596143638188099,0.3797703585915755,0.0,0.0,0.26668834291949656,0.1645615932345802,110.0,55.0,6.6466256834145865,3.3229906376762854,0.0,0.0,0.75,0.2499999999999999,185,4705,8.75,8.75,25.0,25.0,replica-s/s,replica-s/s,blocks,blocks,replica-s,replica-s,replica-s,replica-s,2,0,1,0,21.49849818263351,0.295906986819367
hardware_gap/all-bind,30,30,28,72.6528914160348,0.26666666666666666,19.37410437760928,queue_haul_lp,21.49849818263351,True,True,,3,migration:pool/east:replay,0.43883091529221385,0.4085069987396657,0.5945945945945946,0.011689691817215728,0.7596143638188099,0.3797703585915755,0.0,0.0,0.3291231864691604,0.10212674968491639,110.0,55.0,6.6466256834145865,3.3229906376762854,0.0,0.0,0.75,0.2499999999999999,185,4705,8.75,8.75,25.0,25.0,replica-s/s,replica-s/s,blocks,blocks,replica-s,replica-s,replica-s,replica-s,2,0,1,0,21.49849818263351,0.295906986819367
hardware_gap/all-bind,30,30,28,72.6528914160348,0.3,21.795867424810442,queue_haul_lp,23.033003998612145,True,True,,4,migration:pool/east:replay,0.43883091529221385,0.5547898572722518,0.5945945945945946,0.023379383634431455,0.7596143638188099,0.759540717183151,0.0,0.0,0.3291231864691604,0.1386974643180629,110.0,110.0,6.6466256834145865,6.645981275352571,0.0,0.0,0.75,0.2499999999999999,185,4705,8.75,8.75,25.0,25.0,replica-s/s,replica-s/s,blocks,blocks,replica-s,replica-s,replica-s,replica-s,2,0,2,0,23.033003998612145,0.3170280432022649
