campaign,split,deadline_s,scheduler,independent_value,observations,time_to_full_power_s,deadline_attainment_fraction,watts_shed_by_deadline,target_w,replay_action_fraction,kv_transfer_action_fraction,not_moved_action_fraction
bandwidth_full_drain,0.85 load,30.0,kv_only,1.0,4,32.553203756,0.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.85 load,30.0,replay_only,1.0,4,37.990183775000006,0.0,118.67134193660972,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.85 load,30.0,kv_only,2.5,4,17.08316123,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.85 load,30.0,replay_only,2.5,4,22.622774714000002,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.85 load,30.0,kv_only,5.0,4,11.918590694999999,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.85 load,30.0,replay_only,5.0,4,17.485384363999998,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.85 load,30.0,kv_only,10.0,4,9.903824011000001,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.85 load,30.0,replay_only,10.0,4,15.009504695,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.875 load,30.0,kv_only,1.0,4,32.6336069365,0.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.875 load,30.0,replay_only,1.0,4,38.1958863055,0.0,118.67134193660972,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.875 load,30.0,kv_only,2.5,4,17.015610066,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.875 load,30.0,replay_only,2.5,4,22.6663588805,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.875 load,30.0,kv_only,5.0,4,11.7806908315,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.875 load,30.0,replay_only,5.0,4,17.532317048,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.875 load,30.0,kv_only,10.0,4,9.454345072999999,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.875 load,30.0,replay_only,10.0,4,14.939959359500001,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.8875 load,30.0,kv_only,1.0,4,32.473875967,0.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.8875 load,30.0,replay_only,1.0,4,38.069959713,0.0,118.67134193660972,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.8875 load,30.0,kv_only,2.5,4,16.948732809,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.8875 load,30.0,replay_only,2.5,4,22.6964193305,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.8875 load,30.0,kv_only,5.0,4,11.842354740500001,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.8875 load,30.0,replay_only,5.0,4,17.611028668499998,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.8875 load,30.0,kv_only,10.0,4,9.7596374165,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.8875 load,30.0,replay_only,10.0,4,15.0989778595,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.9 load,30.0,kv_only,1.0,4,32.695179188,0.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.9 load,30.0,replay_only,1.0,4,38.1528705535,0.0,118.67134193660972,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.9 load,30.0,kv_only,2.5,4,17.1182498035,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.9 load,30.0,replay_only,2.5,4,22.810119350999997,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.9 load,30.0,kv_only,5.0,4,11.8721356235,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.9 load,30.0,replay_only,5.0,4,17.5666569125,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.9 load,30.0,kv_only,10.0,4,9.6462189565,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.9 load,30.0,replay_only,10.0,4,15.2984539105,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.9125 load,30.0,kv_only,1.0,4,32.3510445055,0.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.9125 load,30.0,replay_only,1.0,4,38.174420703,0.0,118.67134193660972,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.9125 load,30.0,kv_only,2.5,4,16.9229128805,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.9125 load,30.0,replay_only,2.5,4,22.799573313499998,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.9125 load,30.0,kv_only,5.0,4,11.9892903805,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.9125 load,30.0,replay_only,5.0,4,17.571324485999998,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.9125 load,30.0,kv_only,10.0,4,9.5792884365,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.9125 load,30.0,replay_only,10.0,4,15.2359101505,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.925 load,30.0,kv_only,1.0,4,32.668680149500005,0.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.925 load,30.0,replay_only,1.0,4,38.139721573,0.0,118.67134193660972,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.925 load,30.0,kv_only,2.5,4,16.985605919,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.925 load,30.0,replay_only,2.5,4,22.768747286500002,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.925 load,30.0,kv_only,5.0,4,11.950084109499999,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.925 load,30.0,replay_only,5.0,4,17.636093078000002,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.925 load,30.0,kv_only,10.0,4,9.8970240235,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.925 load,30.0,replay_only,10.0,4,15.0856095455,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.9375 load,30.0,kv_only,1.0,4,32.4694741755,0.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.9375 load,30.0,replay_only,1.0,4,38.1812405785,0.0,118.67134193660972,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.9375 load,30.0,kv_only,2.5,4,17.053473580000002,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.9375 load,30.0,replay_only,2.5,4,22.7981741095,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.9375 load,30.0,kv_only,5.0,4,11.82931166,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.9375 load,30.0,replay_only,5.0,4,17.737859617999998,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
