campaign,split,deadline_s,scheduler,independent_value,observations,time_to_full_power_s,deadline_attainment_fraction,watts_shed_by_deadline,target_w,replay_action_fraction,kv_transfer_action_fraction,not_moved_action_fraction
bandwidth_full_drain,0.9375 load,30.0,kv_only,10.0,4,9.4704057795,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.9375 load,30.0,replay_only,10.0,4,15.552098452500001,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.95 load,30.0,kv_only,1.0,4,32.502903679,0.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.95 load,30.0,replay_only,1.0,4,38.259448861,0.0,106.47281313484334,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.95 load,30.0,kv_only,2.5,4,17.3414032565,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.95 load,30.0,replay_only,2.5,4,22.808370585,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.95 load,30.0,kv_only,5.0,4,11.798026827000001,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.95 load,30.0,replay_only,5.0,4,17.5924149725,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.95 load,30.0,kv_only,10.0,4,9.6783650815,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.95 load,30.0,replay_only,10.0,4,15.273300118,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.9625 load,30.0,kv_only,1.0,4,32.6650092065,0.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.9625 load,30.0,replay_only,1.0,4,38.31122423,0.0,118.67134193660972,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.9625 load,30.0,kv_only,2.5,4,17.014787337999998,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.9625 load,30.0,replay_only,2.5,4,22.763087413999997,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.9625 load,30.0,kv_only,5.0,4,11.960619239,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.9625 load,30.0,replay_only,5.0,4,17.801899859,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.9625 load,30.0,kv_only,10.0,4,9.4495032335,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.9625 load,30.0,replay_only,10.0,4,15.350770073,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.975 load,30.0,kv_only,1.0,4,32.5902016675,0.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.975 load,30.0,replay_only,1.0,4,38.328891448,0.0,118.67134193660972,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.975 load,30.0,kv_only,2.5,4,16.994510526,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.975 load,30.0,replay_only,2.5,4,22.944446311500002,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.975 load,30.0,kv_only,5.0,4,11.907589625,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.975 load,30.0,replay_only,5.0,4,17.7682194975,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
bandwidth_full_drain,0.975 load,30.0,kv_only,10.0,4,10.0118135545,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
bandwidth_full_drain,0.975 load,30.0,replay_only,10.0,4,15.3749103925,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
