campaign,split,deadline_s,scheduler,independent_value,observations,time_to_full_power_s,deadline_attainment_fraction,watts_shed_by_deadline,target_w,replay_action_fraction,kv_transfer_action_fraction,not_moved_action_fraction
load,controlled_destination_load,30.0,greedy,0.0,10,13.412014899999999,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
load,controlled_destination_load,30.0,kv_only,0.0,10,9.383820453,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
load,controlled_destination_load,30.0,queue_haul,0.0,10,10.7250509525,1.0,147.15586570875013,147.15586570875013,0.375,0.625,0.0
load,controlled_destination_load,30.0,replay_only,0.0,10,13.49796802,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
load,controlled_destination_load,30.0,greedy,0.2529568162381955,10,13.805903239,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
load,controlled_destination_load,30.0,kv_only,0.2529568162381955,10,9.3861948575,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
load,controlled_destination_load,30.0,queue_haul,0.2529568162381955,10,10.839397234,1.0,147.15586570875013,147.15586570875013,0.375,0.625,0.0
load,controlled_destination_load,30.0,replay_only,0.2529568162381955,10,13.890349539999999,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
load,controlled_destination_load,30.0,greedy,0.5059136324763909,10,14.245874262,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
load,controlled_destination_load,30.0,kv_only,0.5059136324763909,10,9.4803309865,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
load,controlled_destination_load,30.0,queue_haul,0.5059136324763909,10,11.021812194999999,1.0,147.15586570875013,147.15586570875013,0.375,0.625,0.0
load,controlled_destination_load,30.0,replay_only,0.5059136324763909,10,14.255128962,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
load,controlled_destination_load,30.0,greedy,0.6450398814073984,10,14.562584495,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
load,controlled_destination_load,30.0,kv_only,0.6450398814073984,10,9.5833024165,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
load,controlled_destination_load,30.0,queue_haul,0.6450398814073984,10,10.887642958,1.0,147.15586570875013,147.15586570875013,0.375,0.625,0.0
load,controlled_destination_load,30.0,replay_only,0.6450398814073984,10,14.532627848,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
load,controlled_destination_load,30.0,greedy,0.7462226079026765,10,14.71853934,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
load,controlled_destination_load,30.0,kv_only,0.7462226079026765,10,9.456848842,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
load,controlled_destination_load,30.0,queue_haul,0.7462226079026765,10,10.940743939,1.0,147.15586570875013,147.15586570875013,0.375,0.625,0.0
load,controlled_destination_load,30.0,replay_only,0.7462226079026765,10,14.6974409125,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
load,controlled_destination_load,30.0,greedy,0.7968139711503156,10,14.953723567,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
load,controlled_destination_load,30.0,kv_only,0.7968139711503156,10,9.6132217395,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
load,controlled_destination_load,30.0,queue_haul,0.7968139711503156,10,10.985727872999998,1.0,147.15586570875013,147.15586570875013,0.375,0.625,0.0
load,controlled_destination_load,30.0,replay_only,0.7968139711503156,10,14.8399258085,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
load,controlled_destination_load,30.0,greedy,0.8474053343979547,10,15.086283114499999,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
load,controlled_destination_load,30.0,kv_only,0.8474053343979547,10,9.5564042305,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
load,controlled_destination_load,30.0,queue_haul,0.8474053343979547,10,11.024269218,1.0,147.15586570875013,147.15586570875013,0.375,0.625,0.0
load,controlled_destination_load,30.0,replay_only,0.8474053343979547,10,15.0583774015,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
load,controlled_destination_load,30.0,greedy,0.8727010160217742,10,15.046108847,1.0,147.15586570875013,147.15586570875013,1.0,0.0,0.0
load,controlled_destination_load,30.0,kv_only,0.8727010160217742,10,9.542568766999999,1.0,147.15586570875013,147.15586570875013,0.0,1.0,0.0
load,controlled_destination_load,30.0,queue_haul,0.8727010160217742,10,10.997686094999999,1.0,147.15586570875013,147.15586570875013,0.375,0.625,0.0
load,controlled_destination_load,30.0,replay_only,0.8727010160217742,10,15.030628509,0.9,147.15586570875013,147.15586570875013,1.0,0.0,0.0
load,controlled_destination_load,30.0,greedy,0.8979966976455936,10,,0.0,118.67134193660972,147.15586570875013,0.875,0.0,0.125
load,controlled_destination_load,30.0,kv_only,0.8979966976455936,10,,0.0,118.67134193660972,147.15586570875013,0.0,0.875,0.125
load,controlled_destination_load,30.0,queue_haul,0.8979966976455936,10,,0.0,118.67134193660972,147.15586570875013,0.375,0.5,0.125
load,controlled_destination_load,30.0,replay_only,0.8979966976455936,10,,0.0,118.67134193660972,147.15586570875013,0.875,0.0,0.125
load,controlled_destination_load,30.0,greedy,0.9232923792694132,10,,0.0,73.17239305787379,147.15586570875013,0.625,0.0,0.375
load,controlled_destination_load,30.0,kv_only,0.9232923792694132,10,,0.0,73.17239305787379,147.15586570875013,0.0,0.625,0.375
load,controlled_destination_load,30.0,queue_haul,0.9232923792694132,10,,0.0,73.17239305787379,147.15586570875013,0.375,0.25,0.375
load,controlled_destination_load,30.0,replay_only,0.9232923792694132,10,,0.0,73.17239305787379,147.15586570875013,0.625,0.0,0.375
load,controlled_destination_load,30.0,greedy,0.9485880608932328,10,,0.0,54.75694365374045,147.15586570875013,0.5,0.0,0.5
load,controlled_destination_load,30.0,kv_only,0.9485880608932328,10,,0.0,54.75694365374045,147.15586570875013,0.0,0.5,0.5
load,controlled_destination_load,30.0,queue_haul,0.9485880608932328,10,,0.0,54.75694365374045,147.15586570875013,0.375,0.125,0.5
load,controlled_destination_load,30.0,replay_only,0.9485880608932328,10,,0.0,54.75694365374045,147.15586570875013,0.5,0.0,0.5
load,controlled_destination_load,30.0,greedy,0.9738837425170523,10,,0.0,24.25049839429576,147.15586570875013,0.25,0.0,0.75
load,controlled_destination_load,30.0,kv_only,0.9738837425170523,10,,0.0,24.25049839429576,147.15586570875013,0.0,0.25,0.75
load,controlled_destination_load,30.0,queue_haul,0.9738837425170523,10,,0.0,24.25049839429576,147.15586570875013,0.25,0.0,0.75
load,controlled_destination_load,30.0,replay_only,0.9738837425170523,10,,0.0,24.25049839429576,147.15586570875013,0.25,0.0,0.75
