connection_id,route,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
b42d0617a1c24e37,kv,5553722557975623,5553722559223501,0,0
967e15c71c6f0265,api,5553722558346989,5553722559288960,0,0
aafdc8e992b9e78b,api,5553737946021519,5553759781898409,27569,8389
b6299b8f9da7f2f0,api,5553737943555513,5553759820266413,31691,9092
fe005e7510b55c8e,api,5553737945097538,5553761224097470,25868,12077
4135d2f75edc50dd,api,5553737946790132,5553761224172159,22344,24744
11a6405c5e47a825,api,5553765696596162,5553766676705577,31710,12531
01b74241d758c361,api,5553766677680817,5553767586285712,25887,11828
dc5d2e0a904b6475,api,5553767587927316,5553769513155017,27588,25035
07a58766d6d2a5b4,api,5553769515637813,5553771617894141,22363,27425
