phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,240,240,1.0,292.0219583333334
baseline,1,240,240,1.0,83.39099999999999
drain,0,368,368,1.0,101.78953804347827
drain,1,368,368,1.0,301.99434782608694
post,0,240,240,1.0,88.402625
post,1,240,240,1.0,344.359375
