phase,gpu,samples,power_mean_w
baseline,0,240,292.86704166666664
baseline,1,240,85.06929166666667
drain,0,129,283.14255813953486
drain,1,129,178.9081395348837
post,0,239,147.532050209205
post,1,239,286.1858577405858
