model,workload,density,wan_gbps,deadline_s,policy,service_factor,evaluation,comparator,p05_difference_w,median_difference_w,p95_difference_w,win_fraction
gpt-oss-20b,coding,8,400,3600,isolated_fastest,1.0,nominal_volume,lp_bound,-1.955777406692473e-09,10745.364140404388,137915.6622832881,0.64775
gpt-oss-20b,coding,8,400,3600,isolated_fastest,1.0,nominal_volume,lp_plan,-1.8626451492303218e-10,10745.364140402526,137915.6622832879,0.6
gpt-oss-20b,coding,4,reference,1,lp_plan,1.0,nominal_volume,lp_bound,45.89579971696954,131.0565400456544,508.40965975615154,1.0
gpt-oss-20b,coding,4,reference,1,greedy,1.0,nominal_volume,lp_bound,285.2104660757495,221441.7989605344,609919.9768162091,1.0
gpt-oss-20b,coding,4,reference,1,greedy,1.0,nominal_volume,lp_plan,89.10436401345228,221328.68343024468,609817.5182685403,0.95
gpt-oss-20b,coding,4,reference,1,kv_only,1.0,nominal_volume,lp_bound,1819000.570740008,5426943.529357633,9352973.579668649,1.0
gpt-oss-20b,coding,4,reference,1,kv_only,1.0,nominal_volume,lp_plan,1818920.7469696437,5426798.847980241,9352557.712084863,1.0
gpt-oss-20b,coding,4,reference,1,replay_only,1.0,nominal_volume,lp_bound,777.5787471085863,220890.16480059968,609953.7642115634,1.0
gpt-oss-20b,coding,4,reference,1,replay_only,1.0,nominal_volume,lp_plan,497.1119053718085,220777.04927030997,609851.3056638945,1.0
gpt-oss-20b,coding,4,reference,1,isolated_fastest,1.0,nominal_volume,lp_bound,1819000.570740008,5426943.529357633,9352973.579668649,1.0
gpt-oss-20b,coding,4,reference,1,isolated_fastest,1.0,nominal_volume,lp_plan,1818920.7469696437,5426798.847980241,9352557.712084863,1.0
gpt-oss-20b,coding,4,reference,3,lp_plan,1.0,nominal_volume,lp_bound,29.796049152873533,115.69984137173742,491.73434740849797,1.0
gpt-oss-20b,coding,4,reference,3,greedy,1.0,nominal_volume,lp_bound,292.374230944554,185824.4943976272,494665.5055914421,1.0
gpt-oss-20b,coding,4,reference,3,greedy,1.0,nominal_volume,lp_plan,211.6922963965779,185538.26937692892,494531.5357189719,0.95
gpt-oss-20b,coding,4,reference,3,kv_only,1.0,nominal_volume,lp_bound,6816159.3412560625,9368413.43199709,10843222.049669383,1.0
gpt-oss-20b,coding,4,reference,3,kv_only,1.0,nominal_volume,lp_plan,6816057.00789264,9368306.758957643,10842571.144762501,1.0
gpt-oss-20b,coding,4,reference,3,replay_only,1.0,nominal_volume,lp_bound,309.20352256289016,155632.0666161212,457740.711426197,1.0
gpt-oss-20b,coding,4,reference,3,replay_only,1.0,nominal_volume,lp_plan,228.51821634770405,155527.60931734368,457606.7415537269,0.95
gpt-oss-20b,coding,4,reference,3,isolated_fastest,1.0,nominal_volume,lp_bound,6816159.3412560625,9368413.43199709,10843222.049669383,1.0
gpt-oss-20b,coding,4,reference,3,isolated_fastest,1.0,nominal_volume,lp_plan,6816057.00789264,9368306.758957643,10842571.144762501,1.0
gpt-oss-20b,coding,4,reference,10,lp_plan,1.0,nominal_volume,lp_bound,21.206158690061542,95.23258822690696,551.0674571385605,1.0
gpt-oss-20b,coding,4,reference,10,greedy,1.0,nominal_volume,lp_bound,144.50908113764655,450.9505610037595,7493.637013912093,1.0
gpt-oss-20b,coding,4,reference,10,greedy,1.0,nominal_volume,lp_plan,-311.99591932603875,387.18809977080673,7466.331673081979,0.9
gpt-oss-20b,coding,4,reference,10,kv_only,1.0,nominal_volume,lp_bound,10407850.46014163,11190644.123570813,11668381.37789424,1.0
gpt-oss-20b,coding,4,reference,10,kv_only,1.0,nominal_volume,lp_plan,10407678.920517255,11190558.864271179,11668343.661433225,1.0
gpt-oss-20b,coding,4,reference,10,replay_only,1.0,nominal_volume,lp_bound,159.92192247929117,483.30721297021955,7501.222938433548,1.0
gpt-oss-20b,coding,4,reference,10,replay_only,1.0,nominal_volume,lp_plan,-296.417267856279,416.4711042670533,7473.917597603435,0.9
gpt-oss-20b,coding,4,reference,10,isolated_fastest,1.0,nominal_volume,lp_bound,10407850.46014163,11190644.123570813,11668381.37789424,1.0
gpt-oss-20b,coding,4,reference,10,isolated_fastest,1.0,nominal_volume,lp_plan,10407678.920517255,11190558.864271179,11668343.661433225,1.0
gpt-oss-20b,coding,4,reference,30,lp_plan,1.0,nominal_volume,lp_bound,-9.313225746151609e-11,3.725290298461914e-09,195.20609466936102,0.7745
gpt-oss-20b,coding,4,reference,30,greedy,1.0,nominal_volume,lp_bound,0.0,3.725290298461914e-09,218.9425965360244,0.61825
gpt-oss-20b,coding,4,reference,30,greedy,1.0,nominal_volume,lp_plan,-30.768454158303953,0.0,115.8389673117493,0.3
gpt-oss-20b,coding,4,reference,30,kv_only,1.0,nominal_volume,lp_bound,11756107.268185794,11874993.99154574,11961345.896263195,1.0
gpt-oss-20b,coding,4,reference,30,kv_only,1.0,nominal_volume,lp_plan,11755900.35354513,11874820.841372177,11961345.896263193,1.0
gpt-oss-20b,coding,4,reference,30,replay_only,1.0,nominal_volume,lp_bound,0.0,3.725290298461914e-09,233.82397166722362,0.61825
gpt-oss-20b,coding,4,reference,30,replay_only,1.0,nominal_volume,lp_plan,-28.322428999000984,0.0,135.718868304041,0.35
gpt-oss-20b,coding,4,reference,30,isolated_fastest,1.0,nominal_volume,lp_bound,11756107.268185794,11874993.99154574,11961345.896263195,1.0
gpt-oss-20b,coding,4,reference,30,isolated_fastest,1.0,nominal_volume,lp_plan,11755900.35354513,11874820.841372177,11961345.896263193,1.0
gpt-oss-20b,coding,4,reference,60,lp_plan,1.0,nominal_volume,lp_bound,-3.725290298461914e-09,0.0,5.587935447692871e-09,0.337
gpt-oss-20b,coding,4,reference,60,greedy,1.0,nominal_volume,lp_bound,-1.955777406692473e-09,0.0,5.587935447692871e-09,0.47625
gpt-oss-20b,coding,4,reference,60,greedy,1.0,nominal_volume,lp_plan,-1.955777406692473e-09,0.0,3.725290298461914e-09,0.4
gpt-oss-20b,coding,4,reference,60,kv_only,1.0,nominal_volume,lp_bound,11655310.574070496,11793777.24402768,11922383.341972416,1.0
gpt-oss-20b,coding,4,reference,60,kv_only,1.0,nominal_volume,lp_plan,11655310.574070495,11793777.24402768,11922383.341972414,1.0
gpt-oss-20b,coding,4,reference,60,replay_only,1.0,nominal_volume,lp_bound,-1.955777406692473e-09,0.0,5.587935447692871e-09,0.47625
gpt-oss-20b,coding,4,reference,60,replay_only,1.0,nominal_volume,lp_plan,-1.955777406692473e-09,0.0,3.725290298461914e-09,0.4
gpt-oss-20b,coding,4,reference,60,isolated_fastest,1.0,nominal_volume,lp_bound,11655310.574070496,11793777.24402768,11922383.341972416,1.0
gpt-oss-20b,coding,4,reference,60,isolated_fastest,1.0,nominal_volume,lp_plan,11655310.574070495,11793777.24402768,11922383.341972414,1.0
gpt-oss-20b,coding,4,reference,120,lp_plan,1.0,nominal_volume,lp_bound,-3.725290298461914e-09,0.0,5.587935447692871e-09,0.376
gpt-oss-20b,coding,4,reference,120,greedy,1.0,nominal_volume,lp_bound,-1.955777406692473e-09,0.0,3.725290298461914e-09,0.309
gpt-oss-20b,coding,4,reference,120,greedy,1.0,nominal_volume,lp_plan,-3.81842255592343e-09,0.0,3.725290298461914e-09,0.3
gpt-oss-20b,coding,4,reference,120,kv_only,1.0,nominal_volume,lp_bound,11421273.096226335,11652961.072201578,11837449.831645839,1.0
gpt-oss-20b,coding,4,reference,120,kv_only,1.0,nominal_volume,lp_plan,11421273.096226338,11652961.072201578,11837449.831645833,1.0
gpt-oss-20b,coding,4,reference,120,replay_only,1.0,nominal_volume,lp_bound,-1.955777406692473e-09,0.0,3.725290298461914e-09,0.309
gpt-oss-20b,coding,4,reference,120,replay_only,1.0,nominal_volume,lp_plan,-3.81842255592343e-09,0.0,3.725290298461914e-09,0.3
gpt-oss-20b,coding,4,reference,120,isolated_fastest,1.0,nominal_volume,lp_bound,11421273.096226335,11652961.072201578,11837449.831645839,1.0
gpt-oss-20b,coding,4,reference,120,isolated_fastest,1.0,nominal_volume,lp_plan,11421273.096226338,11652961.072201578,11837449.831645833,1.0
gpt-oss-20b,coding,4,reference,300,lp_plan,1.0,nominal_volume,lp_bound,-5.587935447692871e-09,-1.862645149230957e-09,3.725290298461914e-09,0.2375
gpt-oss-20b,coding,4,reference,300,greedy,1.0,nominal_volume,lp_bound,-3.725290298461914e-09,0.0,5.587935447692871e-09,0.36275
gpt-oss-20b,coding,4,reference,300,greedy,1.0,nominal_volume,lp_plan,-3.725290298461914e-09,9.313225746154785e-10,5.587935447692871e-09,0.5
gpt-oss-20b,coding,4,reference,300,kv_only,1.0,nominal_volume,lp_bound,10736648.683571367,11254705.050662711,11601988.74259804,1.0
gpt-oss-20b,coding,4,reference,300,kv_only,1.0,nominal_volume,lp_plan,10736648.68357137,11254705.050662715,11601988.74259804,1.0
gpt-oss-20b,coding,4,reference,300,replay_only,1.0,nominal_volume,lp_bound,-3.725290298461914e-09,0.0,5.587935447692871e-09,0.36275
gpt-oss-20b,coding,4,reference,300,replay_only,1.0,nominal_volume,lp_plan,-3.725290298461914e-09,9.313225746154785e-10,5.587935447692871e-09,0.5
gpt-oss-20b,coding,4,reference,300,isolated_fastest,1.0,nominal_volume,lp_bound,10736648.683571367,11254705.050662711,11601988.74259804,1.0
gpt-oss-20b,coding,4,reference,300,isolated_fastest,1.0,nominal_volume,lp_plan,10736648.68357137,11254705.050662715,11601988.74259804,1.0
gpt-oss-20b,coding,4,reference,600,lp_plan,1.0,nominal_volume,lp_bound,-1.955777406692473e-09,0.0,5.587935447692871e-09,0.4635
gpt-oss-20b,coding,4,reference,600,greedy,1.0,nominal_volume,lp_bound,-1.955777406692473e-09,0.0,5.587935447692871e-09,0.4685
gpt-oss-20b,coding,4,reference,600,greedy,1.0,nominal_volume,lp_plan,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.2
gpt-oss-20b,coding,4,reference,600,kv_only,1.0,nominal_volume,lp_bound,9636264.332332749,10584089.344358593,11273452.911033724,1.0
gpt-oss-20b,coding,4,reference,600,kv_only,1.0,nominal_volume,lp_plan,9636264.33233275,10584089.344358595,11273452.911033722,1.0
gpt-oss-20b,coding,4,reference,600,replay_only,1.0,nominal_volume,lp_bound,-1.955777406692473e-09,0.0,5.587935447692871e-09,0.4685
gpt-oss-20b,coding,4,reference,600,replay_only,1.0,nominal_volume,lp_plan,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.2
gpt-oss-20b,coding,4,reference,600,isolated_fastest,1.0,nominal_volume,lp_bound,9636264.332332749,10584089.344358593,11273452.911033724,1.0
gpt-oss-20b,coding,4,reference,600,isolated_fastest,1.0,nominal_volume,lp_plan,9636264.33233275,10584089.344358595,11273452.911033722,1.0
gpt-oss-20b,coding,4,reference,1800,lp_plan,1.0,nominal_volume,lp_bound,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.24225
gpt-oss-20b,coding,4,reference,1800,greedy,1.0,nominal_volume,lp_bound,-3.725290298461914e-09,0.0,1.862645149230957e-09,0.21325
gpt-oss-20b,coding,4,reference,1800,greedy,1.0,nominal_volume,lp_plan,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.25
gpt-oss-20b,coding,4,reference,1800,kv_only,1.0,nominal_volume,lp_bound,6240584.81320474,8491818.162503164,10556121.591868281,1.0
gpt-oss-20b,coding,4,reference,1800,kv_only,1.0,nominal_volume,lp_plan,6240584.813204742,8491818.162503168,10556121.591868278,1.0
gpt-oss-20b,coding,4,reference,1800,replay_only,1.0,nominal_volume,lp_bound,-3.725290298461914e-09,0.0,1.862645149230957e-09,0.21325
gpt-oss-20b,coding,4,reference,1800,replay_only,1.0,nominal_volume,lp_plan,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.25
gpt-oss-20b,coding,4,reference,1800,isolated_fastest,1.0,nominal_volume,lp_bound,6240584.81320474,8491818.162503164,10556121.591868281,1.0
gpt-oss-20b,coding,4,reference,1800,isolated_fastest,1.0,nominal_volume,lp_plan,6240584.813204742,8491818.162503168,10556121.591868278,1.0
gpt-oss-20b,coding,4,reference,3600,lp_plan,1.0,nominal_volume,lp_bound,-1.955777406692473e-09,0.0,5.587935447692871e-09,0.2745
gpt-oss-20b,coding,4,reference,3600,greedy,1.0,nominal_volume,lp_bound,-1.862645149230957e-09,0.0,3.725290298461914e-09,0.30875
gpt-oss-20b,coding,4,reference,3600,greedy,1.0,nominal_volume,lp_plan,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.25
gpt-oss-20b,coding,4,reference,3600,kv_only,1.0,nominal_volume,lp_bound,3772888.474858182,7086033.389336358,9743518.846620316,1.0
gpt-oss-20b,coding,4,reference,3600,kv_only,1.0,nominal_volume,lp_plan,3772888.47485818,7086033.38933636,9743518.846620314,1.0
gpt-oss-20b,coding,4,reference,3600,replay_only,1.0,nominal_volume,lp_bound,-1.862645149230957e-09,0.0,3.725290298461914e-09,0.30875
gpt-oss-20b,coding,4,reference,3600,replay_only,1.0,nominal_volume,lp_plan,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.25
gpt-oss-20b,coding,4,reference,3600,isolated_fastest,1.0,nominal_volume,lp_bound,3772888.474858182,7086033.389336358,9743518.846620316,1.0
gpt-oss-20b,coding,4,reference,3600,isolated_fastest,1.0,nominal_volume,lp_plan,3772888.47485818,7086033.38933636,9743518.846620314,1.0
gpt-oss-20b,coding,4,10,1,lp_plan,1.0,nominal_volume,lp_bound,0.640270162106037,82.09429615410045,413.8418668760606,1.0
gpt-oss-20b,coding,4,10,1,greedy,1.0,nominal_volume,lp_bound,0.6402701621176786,57.84586819028482,5284.29110772928,1.0
gpt-oss-20b,coding,4,10,1,greedy,1.0,nominal_volume,lp_plan,-328.53280344903357,0.0,4886.961361457389,0.339
gpt-oss-20b,coding,4,10,1,kv_only,1.0,nominal_volume,lp_bound,1828774.4015083085,5590113.448115893,9353465.268418053,1.0
gpt-oss-20b,coding,4,10,1,kv_only,1.0,nominal_volume,lp_plan,1828769.5770009218,5590072.206005435,9353055.608316032,1.0
gpt-oss-20b,coding,4,10,1,replay_only,1.0,nominal_volume,lp_bound,0.6402701621176786,65.55743432138115,330.2381701581947,1.0
gpt-oss-20b,coding,4,10,1,replay_only,1.0,nominal_volume,lp_plan,-290.99050312628833,0.0,230.76657810781836,0.389
gpt-oss-20b,coding,4,10,1,isolated_fastest,1.0,nominal_volume,lp_bound,1828774.4015083085,5590113.448115893,9353465.268418053,1.0
gpt-oss-20b,coding,4,10,1,isolated_fastest,1.0,nominal_volume,lp_plan,1828769.5770009218,5590072.206005435,9353055.608316032,1.0
gpt-oss-20b,coding,4,10,3,lp_plan,1.0,nominal_volume,lp_bound,23.60994542352871,68.129654369317,488.08510413781363,1.0
gpt-oss-20b,coding,4,10,3,greedy,1.0,nominal_volume,lp_bound,118.66041972655822,575.5818650517613,36114.333243166686,1.0
gpt-oss-20b,coding,4,10,3,greedy,1.0,nominal_volume,lp_plan,-77.18278647949415,488.66580954007804,36046.168643076504,0.85
gpt-oss-20b,coding,4,10,3,kv_only,1.0,nominal_volume,lp_bound,7141505.1079840185,9369076.531310346,10844217.843155676,1.0
gpt-oss-20b,coding,4,10,3,kv_only,1.0,nominal_volume,lp_plan,7141434.257251689,9369029.725003,10843618.929504417,1.0
gpt-oss-20b,coding,4,10,3,replay_only,1.0,nominal_volume,lp_bound,135.139872845077,253.5477693034336,553.9993768853409,1.0
gpt-oss-20b,coding,4,10,3,replay_only,1.0,nominal_volume,lp_plan,-351.4828870343014,151.23413152899593,511.99724822472473,0.85
gpt-oss-20b,coding,4,10,3,isolated_fastest,1.0,nominal_volume,lp_bound,7141505.1079840185,9369076.531310346,10844217.843155676,1.0
gpt-oss-20b,coding,4,10,3,isolated_fastest,1.0,nominal_volume,lp_plan,7141434.257251689,9369029.725003,10843618.929504417,1.0
gpt-oss-20b,coding,4,10,10,lp_plan,1.0,nominal_volume,lp_bound,7.618919691070923,62.302793375216424,544.3817139168261,1.0
gpt-oss-20b,coding,4,10,10,greedy,1.0,nominal_volume,lp_bound,39.900827836245575,221.35753098595887,418.65572795625536,1.0
gpt-oss-20b,coding,4,10,10,greedy,1.0,nominal_volume,lp_plan,-444.1100731080388,162.20698850229383,354.8245838844129,0.8
gpt-oss-20b,coding,4,10,10,kv_only,1.0,nominal_volume,lp_bound,10412648.19798757,11193163.254901187,11670037.429592032,1.0
gpt-oss-20b,coding,4,10,10,kv_only,1.0,nominal_volume,lp_plan,10412633.095202085,11193155.52717789,11670004.540270802,1.0
gpt-oss-20b,coding,4,10,10,replay_only,1.0,nominal_volume,lp_bound,112.9584542401135,293.7784586464986,432.7119086509416,1.0
gpt-oss-20b,coding,4,10,10,replay_only,1.0,nominal_volume,lp_plan,-386.42577636716817,243.4650773620233,374.9676322571732,0.85
gpt-oss-20b,coding,4,10,10,isolated_fastest,1.0,nominal_volume,lp_bound,10412648.19798757,11193163.254901187,11670037.429592032,1.0
gpt-oss-20b,coding,4,10,10,isolated_fastest,1.0,nominal_volume,lp_plan,10412633.095202085,11193155.52717789,11670004.540270802,1.0
gpt-oss-20b,coding,4,10,30,lp_plan,1.0,nominal_volume,lp_bound,-3.725290298461914e-09,3.725290298461914e-09,193.30586528312062,0.662
gpt-oss-20b,coding,4,10,30,greedy,1.0,nominal_volume,lp_bound,-3.725290298461914e-09,5.587935447692871e-09,191.61622606207894,0.775
gpt-oss-20b,coding,4,10,30,greedy,1.0,nominal_volume,lp_plan,-33.92077821623325,9.313225746154785e-10,120.64385316427516,0.5
gpt-oss-20b,coding,4,10,30,kv_only,1.0,nominal_volume,lp_bound,11765186.721161216,11880253.533676729,11965507.091564778,1.0
gpt-oss-20b,coding,4,10,30,kv_only,1.0,nominal_volume,lp_plan,11765031.703314377,11880085.894903162,11965507.09156478,1.0
gpt-oss-20b,coding,4,10,30,replay_only,1.0,nominal_volume,lp_bound,-3.725290298461914e-09,5.587935447692871e-09,207.35729028283623,0.775
gpt-oss-20b,coding,4,10,30,replay_only,1.0,nominal_volume,lp_plan,-20.116506498863465,1.862645149230957e-09,140.49074361165972,0.55
gpt-oss-20b,coding,4,10,30,isolated_fastest,1.0,nominal_volume,lp_bound,11765186.721161216,11880253.533676729,11965507.091564778,1.0
gpt-oss-20b,coding,4,10,30,isolated_fastest,1.0,nominal_volume,lp_plan,11765031.703314377,11880085.894903162,11965507.09156478,1.0
gpt-oss-20b,coding,4,10,60,lp_plan,1.0,nominal_volume,lp_bound,-1.862645149230957e-09,0.0,5.587935447692871e-09,0.29925
gpt-oss-20b,coding,4,10,60,greedy,1.0,nominal_volume,lp_bound,-1.862645149230957e-09,0.0,7.450580596923828e-09,0.44825
gpt-oss-20b,coding,4,10,60,greedy,1.0,nominal_volume,lp_plan,-9.313225746151609e-11,0.0,7.450580596923828e-09,0.35
gpt-oss-20b,coding,4,10,60,kv_only,1.0,nominal_volume,lp_bound,11675717.600354156,11806443.94004782,11930087.923198976,1.0
gpt-oss-20b,coding,4,10,60,kv_only,1.0,nominal_volume,lp_plan,11675717.600354157,11806443.940047815,11930087.923198976,1.0
gpt-oss-20b,coding,4,10,60,replay_only,1.0,nominal_volume,lp_bound,-1.862645149230957e-09,0.0,7.450580596923828e-09,0.44825
gpt-oss-20b,coding,4,10,60,replay_only,1.0,nominal_volume,lp_plan,-9.313225746151609e-11,0.0,7.450580596923828e-09,0.35
gpt-oss-20b,coding,4,10,60,isolated_fastest,1.0,nominal_volume,lp_bound,11675717.600354156,11806443.94004782,11930087.923198976,1.0
gpt-oss-20b,coding,4,10,60,isolated_fastest,1.0,nominal_volume,lp_plan,11675717.600354157,11806443.940047815,11930087.923198976,1.0
gpt-oss-20b,coding,4,10,120,lp_plan,1.0,nominal_volume,lp_bound,-1.862645149230957e-09,1.862645149230957e-09,5.587935447692871e-09,0.5655
gpt-oss-20b,coding,4,10,120,greedy,1.0,nominal_volume,lp_bound,-1.862645149230957e-09,0.0,5.587935447692871e-09,0.42575
gpt-oss-20b,coding,4,10,120,greedy,1.0,nominal_volume,lp_plan,-3.725290298461914e-09,0.0,3.818422555922954e-09,0.25
gpt-oss-20b,coding,4,10,120,kv_only,1.0,nominal_volume,lp_bound,11463160.397659173,11672944.153019695,11852999.953827333,1.0
gpt-oss-20b,coding,4,10,120,kv_only,1.0,nominal_volume,lp_plan,11463160.397659173,11672944.153019695,11852999.953827333,1.0
gpt-oss-20b,coding,4,10,120,replay_only,1.0,nominal_volume,lp_bound,-1.862645149230957e-09,0.0,5.587935447692871e-09,0.42575
gpt-oss-20b,coding,4,10,120,replay_only,1.0,nominal_volume,lp_plan,-3.725290298461914e-09,0.0,3.818422555922954e-09,0.25
gpt-oss-20b,coding,4,10,120,isolated_fastest,1.0,nominal_volume,lp_bound,11463160.397659173,11672944.153019695,11852999.953827333,1.0
gpt-oss-20b,coding,4,10,120,isolated_fastest,1.0,nominal_volume,lp_plan,11463160.397659173,11672944.153019695,11852999.953827333,1.0
gpt-oss-20b,coding,4,10,300,lp_plan,1.0,nominal_volume,lp_bound,-3.725290298461914e-09,0.0,5.587935447692871e-09,0.4745
gpt-oss-20b,coding,4,10,300,greedy,1.0,nominal_volume,lp_bound,-3.725290298461914e-09,0.0,5.587935447692871e-09,0.46475
gpt-oss-20b,coding,4,10,300,greedy,1.0,nominal_volume,lp_plan,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.4
gpt-oss-20b,coding,4,10,300,kv_only,1.0,nominal_volume,lp_bound,10841632.19237086,11311634.734427733,11638569.204569645,1.0
gpt-oss-20b,coding,4,10,300,kv_only,1.0,nominal_volume,lp_plan,10841632.192370862,11311634.734427735,11638569.204569649,1.0
gpt-oss-20b,coding,4,10,300,replay_only,1.0,nominal_volume,lp_bound,-3.725290298461914e-09,0.0,5.587935447692871e-09,0.46475
gpt-oss-20b,coding,4,10,300,replay_only,1.0,nominal_volume,lp_plan,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.4
gpt-oss-20b,coding,4,10,300,isolated_fastest,1.0,nominal_volume,lp_bound,10841632.19237086,11311634.734427733,11638569.204569645,1.0
gpt-oss-20b,coding,4,10,300,isolated_fastest,1.0,nominal_volume,lp_plan,10841632.192370862,11311634.734427735,11638569.204569649,1.0
gpt-oss-20b,coding,4,10,600,lp_plan,1.0,nominal_volume,lp_bound,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.34175
gpt-oss-20b,coding,4,10,600,greedy,1.0,nominal_volume,lp_bound,-3.725290298461914e-09,0.0,5.587935447692871e-09,0.4925
gpt-oss-20b,coding,4,10,600,greedy,1.0,nominal_volume,lp_plan,-9.313225746151609e-11,0.0,5.587935447692871e-09,0.35
gpt-oss-20b,coding,4,10,600,kv_only,1.0,nominal_volume,lp_bound,9831844.852503752,10708563.005737666,11323021.056829639,1.0
gpt-oss-20b,coding,4,10,600,kv_only,1.0,nominal_volume,lp_plan,9831844.852503752,10708563.005737666,11323021.056829637,1.0
gpt-oss-20b,coding,4,10,600,replay_only,1.0,nominal_volume,lp_bound,-3.725290298461914e-09,0.0,5.587935447692871e-09,0.4925
gpt-oss-20b,coding,4,10,600,replay_only,1.0,nominal_volume,lp_plan,-9.313225746151609e-11,0.0,5.587935447692871e-09,0.35
gpt-oss-20b,coding,4,10,600,isolated_fastest,1.0,nominal_volume,lp_bound,9831844.852503752,10708563.005737666,11323021.056829639,1.0
gpt-oss-20b,coding,4,10,600,isolated_fastest,1.0,nominal_volume,lp_plan,9831844.852503752,10708563.005737666,11323021.056829637,1.0
gpt-oss-20b,coding,4,10,1800,lp_plan,1.0,nominal_volume,lp_bound,-3.725290298461914e-09,0.0,5.587935447692871e-09,0.331
gpt-oss-20b,coding,4,10,1800,greedy,1.0,nominal_volume,lp_bound,-3.725290298461914e-09,0.0,5.77419996261495e-09,0.46275
gpt-oss-20b,coding,4,10,1800,greedy,1.0,nominal_volume,lp_plan,-3.725290298461914e-09,0.0,3.818422555922954e-09,0.35
gpt-oss-20b,coding,4,10,1800,kv_only,1.0,nominal_volume,lp_bound,6759428.048673154,8654239.565136334,10630904.213723468,1.0
gpt-oss-20b,coding,4,10,1800,kv_only,1.0,nominal_volume,lp_plan,6759428.04867315,8654239.565136326,10630904.213723468,1.0
gpt-oss-20b,coding,4,10,1800,replay_only,1.0,nominal_volume,lp_bound,-3.725290298461914e-09,0.0,5.77419996261495e-09,0.46275
gpt-oss-20b,coding,4,10,1800,replay_only,1.0,nominal_volume,lp_plan,-3.725290298461914e-09,0.0,3.818422555922954e-09,0.35
gpt-oss-20b,coding,4,10,1800,isolated_fastest,1.0,nominal_volume,lp_bound,6759428.048673154,8654239.565136334,10630904.213723468,1.0
gpt-oss-20b,coding,4,10,1800,isolated_fastest,1.0,nominal_volume,lp_plan,6759428.04867315,8654239.565136326,10630904.213723468,1.0
gpt-oss-20b,coding,4,10,3600,lp_plan,1.0,nominal_volume,lp_bound,-5.587935447692871e-09,0.0,5.587935447692871e-09,0.45075
gpt-oss-20b,coding,4,10,3600,greedy,1.0,nominal_volume,lp_bound,-1.862645149230957e-09,1.862645149230957e-09,5.587935447692871e-09,0.56075
gpt-oss-20b,coding,4,10,3600,greedy,1.0,nominal_volume,lp_plan,-3.725290298461914e-09,0.0,5.587935447692871e-09,0.45
gpt-oss-20b,coding,4,10,3600,kv_only,1.0,nominal_volume,lp_bound,3941891.9805942057,7379597.6759657925,9893027.104509605,1.0
gpt-oss-20b,coding,4,10,3600,kv_only,1.0,nominal_volume,lp_plan,3941891.980594202,7379597.675965789,9893027.104509598,1.0
gpt-oss-20b,coding,4,10,3600,replay_only,1.0,nominal_volume,lp_bound,-1.862645149230957e-09,1.862645149230957e-09,5.587935447692871e-09,0.56075
gpt-oss-20b,coding,4,10,3600,replay_only,1.0,nominal_volume,lp_plan,-3.725290298461914e-09,0.0,5.587935447692871e-09,0.45
gpt-oss-20b,coding,4,10,3600,isolated_fastest,1.0,nominal_volume,lp_bound,3941891.9805942057,7379597.6759657925,9893027.104509605,1.0
gpt-oss-20b,coding,4,10,3600,isolated_fastest,1.0,nominal_volume,lp_plan,3941891.980594202,7379597.675965789,9893027.104509598,1.0
gpt-oss-20b,coding,4,40,1,lp_plan,1.0,nominal_volume,lp_bound,32.27223280690386,124.51446713972837,423.40906833948503,1.0
gpt-oss-20b,coding,4,40,1,greedy,1.0,nominal_volume,lp_bound,32.27223280690386,885.3371014255099,6057.685952591216,1.0
gpt-oss-20b,coding,4,40,1,greedy,1.0,nominal_volume,lp_plan,0.0,798.2777458536439,5645.99953320373,0.75
gpt-oss-20b,coding,4,40,1,kv_only,1.0,nominal_volume,lp_bound,1837112.801798432,5585595.683948878,9345588.24007946,1.0
gpt-oss-20b,coding,4,40,1,kv_only,1.0,nominal_volume,lp_plan,1837080.5295656251,5585363.302825319,9345164.831011122,1.0
gpt-oss-20b,coding,4,40,1,replay_only,1.0,nominal_volume,lp_bound,680.5581323330333,1243.9302894445136,3505.168277723388,1.0
gpt-oss-20b,coding,4,40,1,replay_only,1.0,nominal_volume,lp_plan,286.6692005379157,1160.710612117895,3112.3505175522537,1.0
gpt-oss-20b,coding,4,40,1,isolated_fastest,1.0,nominal_volume,lp_bound,1837112.801798432,5585595.683948878,9345588.24007946,1.0
gpt-oss-20b,coding,4,40,1,isolated_fastest,1.0,nominal_volume,lp_plan,1837080.5295656251,5585363.302825319,9345164.831011122,1.0
gpt-oss-20b,coding,4,40,3,lp_plan,1.0,nominal_volume,lp_bound,16.93498357385397,98.01814434025437,483.7333100175152,1.0
gpt-oss-20b,coding,4,40,3,greedy,1.0,nominal_volume,lp_bound,934.9009686055622,2043.3325444152579,33263.19857824132,1.0
gpt-oss-20b,coding,4,40,3,greedy,1.0,nominal_volume,lp_plan,814.1191903617325,1939.353302593343,33207.676309697876,1.0
