model,workload,density,wan_gbps,deadline_s,policy,service_factor,evaluation,comparator,p05_difference_w,median_difference_w,p95_difference_w,win_fraction
gpt-oss-20b,coding,4,400,60,isolated_fastest,1.0,nominal_volume,lp_bound,5053348.894239021,8177261.1194237275,10384940.515149869,1.0
gpt-oss-20b,coding,4,400,60,isolated_fastest,1.0,nominal_volume,lp_plan,5053348.894239021,8177261.1194237275,10384940.515149873,1.0
gpt-oss-20b,coding,4,400,120,lp_plan,1.0,nominal_volume,lp_bound,-3.725290298461914e-09,0.0,5.587935447692871e-09,0.237
gpt-oss-20b,coding,4,400,120,greedy,1.0,nominal_volume,lp_bound,-1.862645149230957e-09,1.862645149230957e-09,5.587935447692871e-09,0.54525
gpt-oss-20b,coding,4,400,120,greedy,1.0,nominal_volume,lp_plan,0.0,1.862645149230957e-09,5.681067705153911e-09,0.55
gpt-oss-20b,coding,4,400,120,kv_only,1.0,nominal_volume,lp_bound,3434950.8080266593,6703224.379162328,9401138.128911795,1.0
gpt-oss-20b,coding,4,400,120,kv_only,1.0,nominal_volume,lp_plan,3434950.8080266593,6703224.379162328,9401138.128911795,1.0
gpt-oss-20b,coding,4,400,120,replay_only,1.0,nominal_volume,lp_bound,-1.862645149230957e-09,1.862645149230957e-09,5.587935447692871e-09,0.54525
gpt-oss-20b,coding,4,400,120,replay_only,1.0,nominal_volume,lp_plan,0.0,1.862645149230957e-09,5.681067705153911e-09,0.55
gpt-oss-20b,coding,4,400,120,isolated_fastest,1.0,nominal_volume,lp_bound,3434950.8080266593,6703224.379162328,9401138.128911795,1.0
gpt-oss-20b,coding,4,400,120,isolated_fastest,1.0,nominal_volume,lp_plan,3434950.8080266593,6703224.379162328,9401138.128911795,1.0
gpt-oss-20b,coding,4,400,300,lp_plan,1.0,nominal_volume,lp_bound,-1.862645149230957e-09,1.862645149230957e-09,5.587935447692871e-09,0.5155
gpt-oss-20b,coding,4,400,300,greedy,1.0,nominal_volume,lp_bound,-1.862645149230957e-09,1.862645149230957e-09,7.450580596923828e-09,0.5225
gpt-oss-20b,coding,4,400,300,greedy,1.0,nominal_volume,lp_plan,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.35
gpt-oss-20b,coding,4,400,300,kv_only,1.0,nominal_volume,lp_bound,1241193.976603821,3835271.0448397947,7069809.844085496,1.0
gpt-oss-20b,coding,4,400,300,kv_only,1.0,nominal_volume,lp_plan,1241193.9766038174,3835271.044839794,7069809.844085494,1.0
gpt-oss-20b,coding,4,400,300,replay_only,1.0,nominal_volume,lp_bound,-1.862645149230957e-09,1.862645149230957e-09,7.450580596923828e-09,0.5225
gpt-oss-20b,coding,4,400,300,replay_only,1.0,nominal_volume,lp_plan,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.35
gpt-oss-20b,coding,4,400,300,isolated_fastest,1.0,nominal_volume,lp_bound,1241193.976603821,3835271.0448397947,7069809.844085496,1.0
gpt-oss-20b,coding,4,400,300,isolated_fastest,1.0,nominal_volume,lp_plan,1241193.9766038174,3835271.044839794,7069809.844085494,1.0
gpt-oss-20b,coding,4,400,600,lp_plan,1.0,nominal_volume,lp_bound,-1.862645149230957e-09,0.0,5.587935447692871e-09,0.45225
gpt-oss-20b,coding,4,400,600,greedy,1.0,nominal_volume,lp_bound,-1.862645149230957e-09,0.0,5.587935447692871e-09,0.4995
gpt-oss-20b,coding,4,400,600,greedy,1.0,nominal_volume,lp_plan,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.35
gpt-oss-20b,coding,4,400,600,kv_only,1.0,nominal_volume,lp_bound,514485.7439687146,1725786.1233337186,3669122.3213899187,1.0
gpt-oss-20b,coding,4,400,600,kv_only,1.0,nominal_volume,lp_plan,514485.74396871636,1725786.1233337168,3669122.321389917,1.0
gpt-oss-20b,coding,4,400,600,replay_only,1.0,nominal_volume,lp_bound,-1.862645149230957e-09,0.0,5.587935447692871e-09,0.4995
gpt-oss-20b,coding,4,400,600,replay_only,1.0,nominal_volume,lp_plan,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.35
gpt-oss-20b,coding,4,400,600,isolated_fastest,1.0,nominal_volume,lp_bound,514485.7439687146,1725786.1233337186,3669122.3213899187,1.0
gpt-oss-20b,coding,4,400,600,isolated_fastest,1.0,nominal_volume,lp_plan,514485.74396871636,1725786.1233337168,3669122.321389917,1.0
gpt-oss-20b,coding,4,400,1800,lp_plan,1.0,nominal_volume,lp_bound,-1.862645149230957e-09,0.0,5.587935447692871e-09,0.34075
gpt-oss-20b,coding,4,400,1800,greedy,1.0,nominal_volume,lp_bound,-1.862645149230957e-09,1.862645149230957e-09,5.587935447692871e-09,0.53825
gpt-oss-20b,coding,4,400,1800,greedy,1.0,nominal_volume,lp_plan,-9.313225746151609e-11,0.0,3.725290298461914e-09,0.4
gpt-oss-20b,coding,4,400,1800,kv_only,1.0,nominal_volume,lp_bound,-1.862645149230957e-09,10680.472734481096,138434.920490199,0.75
gpt-oss-20b,coding,4,400,1800,kv_only,1.0,nominal_volume,lp_plan,0.0,10680.47273447644,138434.9204901973,0.75
gpt-oss-20b,coding,4,400,1800,replay_only,1.0,nominal_volume,lp_bound,-1.862645149230957e-09,1.862645149230957e-09,5.587935447692871e-09,0.53825
gpt-oss-20b,coding,4,400,1800,replay_only,1.0,nominal_volume,lp_plan,-9.313225746151609e-11,0.0,3.725290298461914e-09,0.4
gpt-oss-20b,coding,4,400,1800,isolated_fastest,1.0,nominal_volume,lp_bound,-1.862645149230957e-09,10680.472734481096,138434.920490199,0.75
gpt-oss-20b,coding,4,400,1800,isolated_fastest,1.0,nominal_volume,lp_plan,0.0,10680.47273447644,138434.9204901973,0.75
gpt-oss-20b,coding,4,400,3600,lp_plan,1.0,nominal_volume,lp_bound,-3.725290298461914e-09,0.0,5.587935447692871e-09,0.32525
gpt-oss-20b,coding,4,400,3600,greedy,1.0,nominal_volume,lp_bound,-1.862645149230957e-09,1.862645149230957e-09,5.587935447692871e-09,0.5025
gpt-oss-20b,coding,4,400,3600,greedy,1.0,nominal_volume,lp_plan,-9.313225746151609e-11,0.0,3.818422555922954e-09,0.45
gpt-oss-20b,coding,4,400,3600,kv_only,1.0,nominal_volume,lp_bound,-3.725290298461914e-09,1.862645149230957e-09,5.587935447692871e-09,0.50375
gpt-oss-20b,coding,4,400,3600,kv_only,1.0,nominal_volume,lp_plan,-9.313225746151609e-11,0.0,3.818422555922954e-09,0.4
gpt-oss-20b,coding,4,400,3600,replay_only,1.0,nominal_volume,lp_bound,-1.862645149230957e-09,1.862645149230957e-09,5.587935447692871e-09,0.5025
gpt-oss-20b,coding,4,400,3600,replay_only,1.0,nominal_volume,lp_plan,-9.313225746151609e-11,0.0,3.818422555922954e-09,0.45
gpt-oss-20b,coding,4,400,3600,isolated_fastest,1.0,nominal_volume,lp_bound,-3.725290298461914e-09,1.862645149230957e-09,5.587935447692871e-09,0.50375
gpt-oss-20b,coding,4,400,3600,isolated_fastest,1.0,nominal_volume,lp_plan,-9.313225746151609e-11,0.0,3.818422555922954e-09,0.4
gpt-oss-20b,coding,16,reference,1,lp_plan,1.0,nominal_volume,lp_bound,13.032800262281677,36.29920992208645,134.59578463024107,1.0
gpt-oss-20b,coding,16,reference,1,greedy,1.0,nominal_volume,lp_bound,183.45271009563012,22384.559683871223,153352.8584247674,1.0
gpt-oss-20b,coding,16,reference,1,greedy,1.0,nominal_volume,lp_plan,55.12341969204171,22347.083882328006,153340.28759774892,1.0
gpt-oss-20b,coding,16,reference,1,kv_only,1.0,nominal_volume,lp_bound,1467718.5467519849,3843825.2939045914,5464707.73907185,1.0
gpt-oss-20b,coding,16,reference,1,kv_only,1.0,nominal_volume,lp_plan,1467703.6083808292,3843788.994694669,5464576.5719472105,1.0
gpt-oss-20b,coding,16,reference,1,replay_only,1.0,nominal_volume,lp_bound,186.25063304789364,22395.236354695284,153362.70269129192,1.0
gpt-oss-20b,coding,16,reference,1,replay_only,1.0,nominal_volume,lp_plan,55.98357113059635,22357.760553152068,153350.13186427345,1.0
gpt-oss-20b,coding,16,reference,1,isolated_fastest,1.0,nominal_volume,lp_bound,1467718.5467519849,3843825.2939045914,5464707.73907185,1.0
gpt-oss-20b,coding,16,reference,1,isolated_fastest,1.0,nominal_volume,lp_plan,1467703.6083808292,3843788.994694669,5464576.5719472105,1.0
gpt-oss-20b,coding,16,reference,3,lp_plan,1.0,nominal_volume,lp_bound,12.842943290201955,49.67053935211152,141.69860193319062,1.0
gpt-oss-20b,coding,16,reference,3,greedy,1.0,nominal_volume,lp_bound,110523.46242816989,300128.2430248875,517303.9426986275,1.0
gpt-oss-20b,coding,16,reference,3,greedy,1.0,nominal_volume,lp_plan,110473.90861207622,300093.6449750713,517165.9814272957,1.0
gpt-oss-20b,coding,16,reference,3,kv_only,1.0,nominal_volume,lp_bound,2797063.120437216,5976210.341949442,8876027.064758712,1.0
gpt-oss-20b,coding,16,reference,3,kv_only,1.0,nominal_volume,lp_plan,2797021.887012576,5976193.727158379,8875885.36615678,1.0
gpt-oss-20b,coding,16,reference,3,replay_only,1.0,nominal_volume,lp_bound,109658.2101981598,300139.56974420184,517317.1515533507,1.0
gpt-oss-20b,coding,16,reference,3,replay_only,1.0,nominal_volume,lp_plan,109605.47273309404,300104.97169438563,517179.190282019,1.0
gpt-oss-20b,coding,16,reference,3,isolated_fastest,1.0,nominal_volume,lp_bound,2797063.120437216,5976210.341949442,8876027.064758712,1.0
gpt-oss-20b,coding,16,reference,3,isolated_fastest,1.0,nominal_volume,lp_plan,2797021.887012576,5976193.727158379,8875885.36615678,1.0
gpt-oss-20b,coding,16,reference,10,lp_plan,1.0,nominal_volume,lp_bound,7.695664214156644,26.05129805766046,46.2281243607242,1.0
gpt-oss-20b,coding,16,reference,10,greedy,1.0,nominal_volume,lp_bound,19174.047033513307,224364.70856527006,665009.3869199569,1.0
gpt-oss-20b,coding,16,reference,10,greedy,1.0,nominal_volume,lp_plan,19169.430738060517,224342.98929763865,664971.4744558611,1.0
gpt-oss-20b,coding,16,reference,10,kv_only,1.0,nominal_volume,lp_bound,6427989.878568603,9056727.503063925,10768638.934345404,1.0
gpt-oss-20b,coding,16,reference,10,kv_only,1.0,nominal_volume,lp_plan,6427964.44597295,9056624.515303435,10768634.296504127,1.0
gpt-oss-20b,coding,16,reference,10,replay_only,1.0,nominal_volume,lp_bound,19190.64560953003,224387.71062227152,665010.8630432896,1.0
gpt-oss-20b,coding,16,reference,10,replay_only,1.0,nominal_volume,lp_plan,19186.02931407724,224365.9913546401,664972.9505791939,1.0
gpt-oss-20b,coding,16,reference,10,isolated_fastest,1.0,nominal_volume,lp_bound,6427989.878568603,9056727.503063925,10768638.934345404,1.0
gpt-oss-20b,coding,16,reference,10,isolated_fastest,1.0,nominal_volume,lp_plan,6427964.44597295,9056624.515303435,10768634.296504127,1.0
gpt-oss-20b,coding,16,reference,30,lp_plan,1.0,nominal_volume,lp_bound,5.533738462161284,36.7868070891127,140.0982430351891,1.0
gpt-oss-20b,coding,16,reference,30,greedy,1.0,nominal_volume,lp_bound,131.17019144771686,400.3207586565986,20398.04903394081,1.0
gpt-oss-20b,coding,16,reference,30,greedy,1.0,nominal_volume,lp_plan,-11.279939550160766,384.20284656994045,20390.426710066808,0.9
gpt-oss-20b,coding,16,reference,30,kv_only,1.0,nominal_volume,lp_bound,9849724.534566619,10808422.126514014,11506487.339524336,1.0
gpt-oss-20b,coding,16,reference,30,kv_only,1.0,nominal_volume,lp_plan,9849703.25564718,10808401.118473293,11506459.281373773,1.0
gpt-oss-20b,coding,16,reference,30,replay_only,1.0,nominal_volume,lp_bound,144.86917845495125,403.4040166316554,20414.05057716085,1.0
gpt-oss-20b,coding,16,reference,30,replay_only,1.0,nominal_volume,lp_plan,2.518766399753091,391.8685632934794,20406.42825328685,0.95
gpt-oss-20b,coding,16,reference,30,isolated_fastest,1.0,nominal_volume,lp_bound,9849724.534566619,10808422.126514014,11506487.339524336,1.0
gpt-oss-20b,coding,16,reference,30,isolated_fastest,1.0,nominal_volume,lp_plan,9849703.25564718,10808401.118473293,11506459.281373773,1.0
gpt-oss-20b,coding,16,reference,60,lp_plan,1.0,nominal_volume,lp_bound,2.122256234753888,24.8816134929657,116.98178533771322,1.0
gpt-oss-20b,coding,16,reference,60,greedy,1.0,nominal_volume,lp_bound,104.90738879563304,334.4443530915305,525.4864880802623,1.0
gpt-oss-20b,coding,16,reference,60,greedy,1.0,nominal_volume,lp_plan,-4.131177688668647,295.88732220605016,499.2672776231144,0.9
gpt-oss-20b,coding,16,reference,60,kv_only,1.0,nominal_volume,lp_bound,11074800.693544226,11569376.436222475,11821563.492123263,1.0
gpt-oss-20b,coding,16,reference,60,kv_only,1.0,nominal_volume,lp_plan,11074784.780049963,11569370.282456622,11821561.989540797,1.0
gpt-oss-20b,coding,16,reference,60,replay_only,1.0,nominal_volume,lp_bound,106.52692757435155,341.54148042947054,526.9266395249913,1.0
gpt-oss-20b,coding,16,reference,60,replay_only,1.0,nominal_volume,lp_plan,3.9758250686348333,302.9299135589972,500.70742906784346,0.95
gpt-oss-20b,coding,16,reference,60,isolated_fastest,1.0,nominal_volume,lp_bound,11074800.693544226,11569376.436222475,11821563.492123263,1.0
gpt-oss-20b,coding,16,reference,60,isolated_fastest,1.0,nominal_volume,lp_plan,11074784.780049963,11569370.282456622,11821561.989540797,1.0
gpt-oss-20b,coding,16,reference,120,lp_plan,1.0,nominal_volume,lp_bound,-1.862645149230957e-09,3.725290298461914e-09,43.20190051542081,0.70525
gpt-oss-20b,coding,16,reference,120,greedy,1.0,nominal_volume,lp_bound,-1.955777406692473e-09,2.7939677238464355e-09,227.3469222276366,0.574
gpt-oss-20b,coding,16,reference,120,greedy,1.0,nominal_volume,lp_plan,-3.725290298461914e-09,0.0,214.43815074134395,0.45
gpt-oss-20b,coding,16,reference,120,kv_only,1.0,nominal_volume,lp_bound,11755790.139486315,11875543.714272225,11961220.637896635,1.0
gpt-oss-20b,coding,16,reference,120,kv_only,1.0,nominal_volume,lp_plan,11755729.048936198,11875501.478394631,11961220.637896635,1.0
gpt-oss-20b,coding,16,reference,120,replay_only,1.0,nominal_volume,lp_bound,-1.955777406692473e-09,2.7939677238464355e-09,231.32925046401914,0.574
gpt-oss-20b,coding,16,reference,120,replay_only,1.0,nominal_volume,lp_plan,-3.725290298461914e-09,0.0,218.42047897772645,0.45
gpt-oss-20b,coding,16,reference,120,isolated_fastest,1.0,nominal_volume,lp_bound,11755790.139486315,11875543.714272225,11961220.637896635,1.0
gpt-oss-20b,coding,16,reference,120,isolated_fastest,1.0,nominal_volume,lp_plan,11755729.048936198,11875501.478394631,11961220.637896635,1.0
gpt-oss-20b,coding,16,reference,300,lp_plan,1.0,nominal_volume,lp_bound,-3.725290298461914e-09,1.862645149230957e-09,5.587935447692871e-09,0.554
gpt-oss-20b,coding,16,reference,300,greedy,1.0,nominal_volume,lp_bound,-1.955777406692473e-09,0.0,3.725290298461914e-09,0.33375
gpt-oss-20b,coding,16,reference,300,greedy,1.0,nominal_volume,lp_plan,-3.81842255592343e-09,0.0,3.725290298461914e-09,0.15
gpt-oss-20b,coding,16,reference,300,kv_only,1.0,nominal_volume,lp_bound,11591951.204415422,11765902.464877537,11901183.701663049,1.0
gpt-oss-20b,coding,16,reference,300,kv_only,1.0,nominal_volume,lp_plan,11591951.204415418,11765902.464877538,11901183.701663049,1.0
gpt-oss-20b,coding,16,reference,300,replay_only,1.0,nominal_volume,lp_bound,-1.955777406692473e-09,0.0,3.725290298461914e-09,0.33375
gpt-oss-20b,coding,16,reference,300,replay_only,1.0,nominal_volume,lp_plan,-3.81842255592343e-09,0.0,3.725290298461914e-09,0.15
gpt-oss-20b,coding,16,reference,300,isolated_fastest,1.0,nominal_volume,lp_bound,11591951.204415422,11765902.464877537,11901183.701663049,1.0
gpt-oss-20b,coding,16,reference,300,isolated_fastest,1.0,nominal_volume,lp_plan,11591951.204415418,11765902.464877538,11901183.701663049,1.0
gpt-oss-20b,coding,16,reference,600,lp_plan,1.0,nominal_volume,lp_bound,-3.725290298461914e-09,0.0,3.818422555922954e-09,0.198
gpt-oss-20b,coding,16,reference,600,greedy,1.0,nominal_volume,lp_bound,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.23175
gpt-oss-20b,coding,16,reference,600,greedy,1.0,nominal_volume,lp_plan,-3.81842255592343e-09,0.0,3.818422555922954e-09,0.25
gpt-oss-20b,coding,16,reference,600,kv_only,1.0,nominal_volume,lp_bound,11306548.458551286,11581386.24141885,11796939.016234409,1.0
gpt-oss-20b,coding,16,reference,600,kv_only,1.0,nominal_volume,lp_plan,11306548.458551282,11581386.241418853,11796939.016234409,1.0
gpt-oss-20b,coding,16,reference,600,replay_only,1.0,nominal_volume,lp_bound,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.23175
gpt-oss-20b,coding,16,reference,600,replay_only,1.0,nominal_volume,lp_plan,-3.81842255592343e-09,0.0,3.818422555922954e-09,0.25
gpt-oss-20b,coding,16,reference,600,isolated_fastest,1.0,nominal_volume,lp_bound,11306548.458551286,11581386.24141885,11796939.016234409,1.0
gpt-oss-20b,coding,16,reference,600,isolated_fastest,1.0,nominal_volume,lp_plan,11306548.458551282,11581386.241418853,11796939.016234409,1.0
gpt-oss-20b,coding,16,reference,1800,lp_plan,1.0,nominal_volume,lp_bound,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.398
gpt-oss-20b,coding,16,reference,1800,greedy,1.0,nominal_volume,lp_bound,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.246
gpt-oss-20b,coding,16,reference,1800,greedy,1.0,nominal_volume,lp_plan,-5.587935447692871e-09,0.0,3.725290298461914e-09,0.3
gpt-oss-20b,coding,16,reference,1800,kv_only,1.0,nominal_volume,lp_bound,10165608.437410984,10921666.715001117,11408936.619647378,1.0
gpt-oss-20b,coding,16,reference,1800,kv_only,1.0,nominal_volume,lp_plan,10165608.43741098,10921666.715001117,11408936.619647382,1.0
gpt-oss-20b,coding,16,reference,1800,replay_only,1.0,nominal_volume,lp_bound,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.246
gpt-oss-20b,coding,16,reference,1800,replay_only,1.0,nominal_volume,lp_plan,-5.587935447692871e-09,0.0,3.725290298461914e-09,0.3
gpt-oss-20b,coding,16,reference,1800,isolated_fastest,1.0,nominal_volume,lp_bound,10165608.437410984,10921666.715001117,11408936.619647378,1.0
gpt-oss-20b,coding,16,reference,1800,isolated_fastest,1.0,nominal_volume,lp_plan,10165608.43741098,10921666.715001117,11408936.619647382,1.0
gpt-oss-20b,coding,16,reference,3600,lp_plan,1.0,nominal_volume,lp_bound,-3.81842255592343e-09,0.0,3.725290298461914e-09,0.246
gpt-oss-20b,coding,16,reference,3600,greedy,1.0,nominal_volume,lp_bound,-3.725290298461914e-09,0.0,1.862645149230957e-09,0.10075
gpt-oss-20b,coding,16,reference,3600,greedy,1.0,nominal_volume,lp_plan,-3.81842255592343e-09,0.0,3.818422555922954e-09,0.2
gpt-oss-20b,coding,16,reference,3600,kv_only,1.0,nominal_volume,lp_bound,8862096.378752695,9951750.906538747,11009305.388728851,1.0
gpt-oss-20b,coding,16,reference,3600,kv_only,1.0,nominal_volume,lp_plan,8862096.378752695,9951750.90653875,11009305.388728855,1.0
gpt-oss-20b,coding,16,reference,3600,replay_only,1.0,nominal_volume,lp_bound,-3.725290298461914e-09,0.0,1.862645149230957e-09,0.10075
gpt-oss-20b,coding,16,reference,3600,replay_only,1.0,nominal_volume,lp_plan,-3.81842255592343e-09,0.0,3.818422555922954e-09,0.2
gpt-oss-20b,coding,16,reference,3600,isolated_fastest,1.0,nominal_volume,lp_bound,8862096.378752695,9951750.906538747,11009305.388728851,1.0
gpt-oss-20b,coding,16,reference,3600,isolated_fastest,1.0,nominal_volume,lp_plan,8862096.378752695,9951750.90653875,11009305.388728855,1.0
gpt-oss-20b,coding,16,10,1,lp_plan,1.0,nominal_volume,lp_bound,0.5318624976207549,8.889251700835302,69.91931437033196,1.0
gpt-oss-20b,coding,16,10,1,greedy,1.0,nominal_volume,lp_bound,0.5318624976207549,8.889251700835302,133.58587901846113,1.0
gpt-oss-20b,coding,16,10,1,greedy,1.0,nominal_volume,lp_plan,-32.3860506137833,0.0,63.66656464812918,0.26425
gpt-oss-20b,coding,16,10,1,kv_only,1.0,nominal_volume,lp_bound,1471669.2828963043,4102414.7312376234,6851013.902839653,1.0
gpt-oss-20b,coding,16,10,1,kv_only,1.0,nominal_volume,lp_plan,1471664.7142202307,4102412.5641345843,6850880.0290222615,1.0
gpt-oss-20b,coding,16,10,1,replay_only,1.0,nominal_volume,lp_bound,0.5318624976207549,9.787754015997052,383.25338761168973,1.0
gpt-oss-20b,coding,16,10,1,replay_only,1.0,nominal_volume,lp_plan,-23.68312791706978,0.0,252.4935029587852,0.36425
gpt-oss-20b,coding,16,10,1,isolated_fastest,1.0,nominal_volume,lp_bound,1471669.2828963043,4102414.7312376234,6851013.902839653,1.0
gpt-oss-20b,coding,16,10,1,isolated_fastest,1.0,nominal_volume,lp_plan,1471664.7142202307,4102412.5641345843,6850880.0290222615,1.0
gpt-oss-20b,coding,16,10,3,lp_plan,1.0,nominal_volume,lp_bound,7.6566507843789,28.21252724621445,130.79674322710872,1.0
gpt-oss-20b,coding,16,10,3,greedy,1.0,nominal_volume,lp_bound,20.81425645826395,1624.5580012039281,177179.2929841074,1.0
gpt-oss-20b,coding,16,10,3,greedy,1.0,nominal_volume,lp_plan,-32.433670336240425,1597.1416799570434,177168.86743969217,0.75
gpt-oss-20b,coding,16,10,3,kv_only,1.0,nominal_volume,lp_bound,3456374.510238964,6526704.097238587,8910430.646807674,1.0
gpt-oss-20b,coding,16,10,3,kv_only,1.0,nominal_volume,lp_plan,3456354.6170250513,6526668.163265176,8910350.118909089,1.0
gpt-oss-20b,coding,16,10,3,replay_only,1.0,nominal_volume,lp_bound,23.075906891469035,87.64688735455275,20981.105871040214,1.0
gpt-oss-20b,coding,16,10,3,replay_only,1.0,nominal_volume,lp_plan,-28.660910424962506,40.12389754783362,20960.289899553383,0.75
gpt-oss-20b,coding,16,10,3,isolated_fastest,1.0,nominal_volume,lp_bound,3456374.510238964,6526704.097238587,8910430.646807674,1.0
gpt-oss-20b,coding,16,10,3,isolated_fastest,1.0,nominal_volume,lp_plan,3456354.6170250513,6526668.163265176,8910350.118909089,1.0
gpt-oss-20b,coding,16,10,10,lp_plan,1.0,nominal_volume,lp_bound,7.174307157844384,20.481678918004036,115.3153421488487,1.0
gpt-oss-20b,coding,16,10,10,greedy,1.0,nominal_volume,lp_bound,80.67910259766597,152.40007584542036,7925.047065507431,1.0
gpt-oss-20b,coding,16,10,10,greedy,1.0,nominal_volume,lp_plan,12.760711343682019,121.05344395153224,7902.846110495273,0.95
gpt-oss-20b,coding,16,10,10,kv_only,1.0,nominal_volume,lp_bound,6671060.0382186035,9056957.441369815,10769319.30965909,1.0
gpt-oss-20b,coding,16,10,10,kv_only,1.0,nominal_volume,lp_plan,6671047.800619676,9056863.101777477,10769168.264949406,1.0
gpt-oss-20b,coding,16,10,10,replay_only,1.0,nominal_volume,lp_bound,130.30772823356222,207.70824017887935,7973.802033180737,1.0
gpt-oss-20b,coding,16,10,10,replay_only,1.0,nominal_volume,lp_plan,22.641326915288566,170.8334483266808,7951.601078168578,0.95
gpt-oss-20b,coding,16,10,10,isolated_fastest,1.0,nominal_volume,lp_bound,6671060.0382186035,9056957.441369815,10769319.30965909,1.0
gpt-oss-20b,coding,16,10,10,isolated_fastest,1.0,nominal_volume,lp_plan,6671047.800619676,9056863.101777477,10769168.264949406,1.0
gpt-oss-20b,coding,16,10,30,lp_plan,1.0,nominal_volume,lp_bound,2.584918498713546,20.264072283171117,138.90422820728202,1.0
gpt-oss-20b,coding,16,10,30,greedy,1.0,nominal_volume,lp_bound,82.08825521757862,270.63431723229587,382.81885864992336,1.0
gpt-oss-20b,coding,16,10,30,greedy,1.0,nominal_volume,lp_plan,-30.65971506517299,230.96814699005336,375.3205062993485,0.85
gpt-oss-20b,coding,16,10,30,kv_only,1.0,nominal_volume,lp_bound,9850234.59680903,10810319.586752357,11507896.062677436,1.0
gpt-oss-20b,coding,16,10,30,kv_only,1.0,nominal_volume,lp_plan,9850216.670760283,10810297.737043532,11507887.95590642,1.0
gpt-oss-20b,coding,16,10,30,replay_only,1.0,nominal_volume,lp_bound,117.67329934788921,282.9083308875561,415.8254605678435,1.0
gpt-oss-20b,coding,16,10,30,replay_only,1.0,nominal_volume,lp_plan,-15.489545370451475,241.5272385030985,408.3271082172686,0.9
gpt-oss-20b,coding,16,10,30,isolated_fastest,1.0,nominal_volume,lp_bound,9850234.59680903,10810319.586752357,11507896.062677436,1.0
gpt-oss-20b,coding,16,10,30,isolated_fastest,1.0,nominal_volume,lp_plan,9850216.670760283,10810297.737043532,11507887.95590642,1.0
gpt-oss-20b,coding,16,10,60,lp_plan,1.0,nominal_volume,lp_bound,2.1809399967082053,11.01734066195786,130.69002502010838,1.0
gpt-oss-20b,coding,16,10,60,greedy,1.0,nominal_volume,lp_bound,86.71836714930859,282.38879057765007,406.3026498721741,1.0
gpt-oss-20b,coding,16,10,60,greedy,1.0,nominal_volume,lp_plan,-29.637279258947103,273.90149473864585,383.53302096974573,0.9
gpt-oss-20b,coding,16,10,60,kv_only,1.0,nominal_volume,lp_bound,11077407.302942613,11571846.530684583,11824368.218113715,1.0
gpt-oss-20b,coding,16,10,60,kv_only,1.0,nominal_volume,lp_plan,11077389.482206898,11571839.375280138,11824367.207671003,1.0
gpt-oss-20b,coding,16,10,60,replay_only,1.0,nominal_volume,lp_bound,93.8584770278075,296.9682701388374,418.8205256976921,1.0
gpt-oss-20b,coding,16,10,60,replay_only,1.0,nominal_volume,lp_plan,-9.615890038571454,289.6448857858777,400.17944170002227,0.9
gpt-oss-20b,coding,16,10,60,isolated_fastest,1.0,nominal_volume,lp_bound,11077407.302942613,11571846.530684583,11824368.218113715,1.0
gpt-oss-20b,coding,16,10,60,isolated_fastest,1.0,nominal_volume,lp_plan,11077389.482206898,11571839.375280138,11824367.207671003,1.0
gpt-oss-20b,coding,16,10,120,lp_plan,1.0,nominal_volume,lp_bound,-1.862645149230957e-09,3.725290298461914e-09,48.16086235344313,0.7115
gpt-oss-20b,coding,16,10,120,greedy,1.0,nominal_volume,lp_bound,-1.862645149230957e-09,1.862645149230957e-09,200.8759588559065,0.55875
gpt-oss-20b,coding,16,10,120,greedy,1.0,nominal_volume,lp_plan,-0.086543704848707,0.0,153.27182092767933,0.4
gpt-oss-20b,coding,16,10,120,kv_only,1.0,nominal_volume,lp_bound,11765288.833468996,11880821.979186334,11965427.035948116,1.0
gpt-oss-20b,coding,16,10,120,kv_only,1.0,nominal_volume,lp_plan,11765249.64311667,11880781.137704985,11965427.035948116,1.0
gpt-oss-20b,coding,16,10,120,replay_only,1.0,nominal_volume,lp_bound,-1.862645149230957e-09,1.862645149230957e-09,204.8200347769915,0.55875
gpt-oss-20b,coding,16,10,120,replay_only,1.0,nominal_volume,lp_plan,-3.725290298461914e-09,0.0,157.21589684876434,0.45
gpt-oss-20b,coding,16,10,120,isolated_fastest,1.0,nominal_volume,lp_bound,11765288.833468996,11880821.979186334,11965427.035948116,1.0
gpt-oss-20b,coding,16,10,120,isolated_fastest,1.0,nominal_volume,lp_plan,11765249.64311667,11880781.137704985,11965427.035948116,1.0
gpt-oss-20b,coding,16,10,300,lp_plan,1.0,nominal_volume,lp_bound,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.26075
gpt-oss-20b,coding,16,10,300,greedy,1.0,nominal_volume,lp_bound,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.19375
