model,workload,density,wan_gbps,deadline_s,policy,service_factor,draws,snapshots,status,p05_shed_mw,median_shed_mw,p95_shed_mw,median_shed_fraction,workload_p05_mw,workload_p95_mw,median_calibration_width_mw,full_plan_success,p05_completed_sessions,median_completed_sessions,p95_completed_sessions,mean_network_utilization,mean_migration_compute_utilization,mean_serving_utilization,mean_prefill_contention_session_s,mean_prefill_peak_ready_sessions,mean_prefill_ready_at_deadline,mean_prefill_network_blocked_at_deadline,mean_prefill_remaining_gpu_s,mean_planned_shed_mw,mean_kv_utilization,action_counts_mean,action_shed_mw_mean,mean_not_completed,network_budget_gbps_median
gpt-oss-20b,coding,16,reference,3,greedy,0.8,4000,20,complete,6.606697193330165e-06,2.6440755463710816e-05,1.251343012893173,2.2161871532445235e-06,6.676180431248089e-06,1.2520623235083754,3.02474487403428e-07,0.0,2.950000000000017,8.5,88441.69999999991,"[0.9499514771176388, 0.6180939806398482, 0.6880043581814528]","[0.021591730657794805, 0.09590529477290496]","[0.8993501201864669, 0.8512398945865511]","[24675.007490316802, 119992.7919180664]","[57094.7975, 80797.16699999999]","[49988.06449999999, 76176.35]","[7336.2515, 0.0]","[32374.76366881909, 60570.352865279754]",6.126900464799674,"[0.07826218125186278, 0.08116087275067861]","[13271.634, 0.05, 5878.95, 3.0]","[0.2859512872048118, 8.460981795648412e-08, 0.07358844127912159, 7.040465166134908e-06]",1047502.366,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,3,greedy,1.0,4000,20,complete,1.142115397722648e-05,0.9743586455404657,2.994810385615803,0.08162230320657744,1.1536952022790116e-05,2.993249960838089,0.011170592060622002,0.0,5.900000000000034,49509.0,134449.94999999466,"[0.9825457384943383, 0.6180939806398482, 0.6949093675801832]","[0.03428710459613499, 0.19870367186800633]","[0.7295630075708809, 0.6809919156692407]","[10438.972903238808, 76418.53780733749]","[50114.148, 75015.742]","[39152.390499999994, 46866.551250000004]","[8235.6095, 0.0]","[23609.852194414965, 24060.639041159466]",6.126900464799674,"[0.07837294226740506, 0.08116087275067861]","[24404.7, 0.03125, 35188.74875, 3.0]","[0.6260476841880687, 5.290090793659646e-08, 0.6283746882259713, 7.040465166134908e-06]",1007059.5200000001,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,3,greedy,1.2,4000,20,complete,0.9691541328681348,2.636496621076332,4.449674913937117,0.2219741848642206,0.9794378460243721,4.422625502871266,0.03584049880066304,0.0,44075.25000000013,88425.0,162296.0,"[0.9825457384943383, 0.6180939806398482, 0.6949093675801831]","[0.036846494492096336, 0.23563048587418964]","[0.6079691729757338, 0.5674932630576999]","[5369.872467197397, 37557.34552244998]","[44325.618, 70983.3665]","[31734.0565, 17773.116]","[8235.6095, 0.0]","[18020.1119107637, 6041.854092314662]",6.126900464799674,"[0.07837294226740506, 0.08116087275067861]","[31823.034000000003, 0.03125, 64282.183999999994, 3.0]","[0.9359825764792263, 5.290090793659646e-08, 1.892281798973882, 7.040465166134908e-06]",970547.75075,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,3,kv_only,0.8,4000,20,complete,0.00020114943089075154,0.0011230580462458564,0.0027434040932109082,9.358781303871237e-05,0.000844711563123154,0.002602037688529158,0.0013362254168437471,0.5895,3.0,15.0,74.0,"[0.9570258358149955, 0.9887456380944087, 0.981743957532436]","[0.0, 0.0]","[0.6250304754467919, 0.6251217939501629]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.0018179091491386115,"[0.07510882900337887, 0.0751095687483995]","[0.0, 7.789, 0.0, 21.1685]","[0.0, 0.0003417368592752059, 0.0, 0.0009642751115036659]",1066627.0425,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,3,kv_only,1.0,4000,20,complete,0.00020114943089075154,0.0011230580462458564,0.0027434040932109082,9.358781303871237e-05,0.000844711563123154,0.002602037688529158,0.0013362254168437471,0.5895,3.0,15.0,74.0,"[0.9570258358149955, 0.9887456380944087, 0.981743957532436]","[0.0, 0.0]","[0.500024380357434, 0.5000974351601297]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.0018179091491386115,"[0.07510882900337887, 0.0751095687483995]","[0.0, 7.789, 0.0, 21.1685]","[0.0, 0.0003417368592752059, 0.0, 0.0009642751115036659]",1066627.0425,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,3,kv_only,1.2,4000,20,complete,0.00020114943089075154,0.0011230580462458564,0.0027434040932109082,9.358781303871237e-05,0.000844711563123154,0.002602037688529158,0.0013362254168437471,0.5895,3.0,15.0,74.0,"[0.9570258358149955, 0.9887456380944087, 0.981743957532436]","[0.0, 0.0]","[0.4166869836311945, 0.41674786263344227]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.0018179091491386115,"[0.07510882900337887, 0.0751095687483995]","[0.0, 7.789, 0.0, 21.1685]","[0.0, 0.0003417368592752059, 0.0, 0.0009642751115036659]",1066627.0425,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,3,replay_only,0.8,4000,20,complete,0.0,3.130967491800014e-05,1.4918372106052566,2.6239680814397464e-06,0.0,1.492417011289182,4.283679043994582e-07,0.0,0.0,8.0,90963.94999998796,"[0.9446199973306886, 0.5019000742237536, 0.5954007238245796]","[0.022732500700167354, 0.09709863868195404]","[0.8990406811327392, 0.8526768594524073]","[25466.329823242304, 131170.0168041131]","[58783.715500000006, 89556.54699999999]","[51676.9825, 83857.05]","[7070.7335, 0.0]","[31610.984793206288, 60044.19966973356]",6.140361734961324,"[0.07826217945122399, 0.08129929092475231]","[13271.784, 0.0, 7120.85, 0.0]","[0.2859517946632154, 0.0, 0.07257358949315411, 0.0]",1046263.366,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,3,replay_only,1.0,4000,20,complete,3.8883556768693934e-05,0.9439523860840141,2.994809309275433,0.07907140901739661,3.930160013496613e-05,2.9932488847023926,0.010791996459229035,0.0,11.550000000000153,44666.0,133476.74999999994,"[0.9773462792703185, 0.5019000742237536, 0.6023326258659828]","[0.03666473509801177, 0.19846592202770702]","[0.7293154563278987, 0.682141487561925]","[10982.93855789993, 88475.31414081666]","[51803.066000000006, 83861.5]","[40841.3085, 55141.55125]","[7970.0915, 0.0]","[22705.829130357924, 23878.199093380234]",6.140361734961324,"[0.07837294046676624, 0.08129929092475231]","[24404.85, 0.0, 35836.34875, 0.0]","[0.6260481916464723, 0.0, 0.48323404363405925, 0.0]",1006414.8012500001,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,3,replay_only,1.2,4000,20,complete,0.9891916659445862,2.770391276005498,4.4496706593590325,0.23086505782099412,0.9994636748351119,4.4226210559522965,0.034436170003107516,0.0,53205.55000000046,88758.0,164846.64999999056,"[0.9773462792703185, 0.5019000742237536, 0.6023326258659828]","[0.04010235535760822, 0.23688994011903683]","[0.607762880273249, 0.5684512396349393]","[5738.188244065175, 43693.79093548009]","[46014.53600000001, 74975.3405]","[33422.974500000004, 19549.530749999998]","[7970.0915, 0.0]","[17011.861483597462, 5598.307895304192]",6.140361734961324,"[0.07837294046676624, 0.08129929092475231]","[31823.184, 0.0, 71428.36925, 0.0]","[0.9359830839376301, 0.0, 1.9154674639503988, 0.0]",963404.4467499999,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,3,isolated_fastest,0.8,4000,20,complete,0.00020114943089075154,0.0011230580462458564,0.0027434040932109082,9.358781303871237e-05,0.000844711563123154,0.002602037688529158,0.0013362254168437471,0.5895,3.0,15.0,74.0,"[0.9570258358149955, 0.9887456380944087, 0.981743957532436]","[0.0, 0.0]","[0.6250304754467919, 0.6251217939501629]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.0018179091491386115,"[0.07510882900337887, 0.0751095687483995]","[0.0, 7.789, 0.0, 21.1685]","[0.0, 0.0003417368592752059, 0.0, 0.0009642751115036659]",1066627.0425,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,3,isolated_fastest,1.0,4000,20,complete,0.00020114943089075154,0.0011230580462458564,0.0027434040932109082,9.358781303871237e-05,0.000844711563123154,0.002602037688529158,0.0013362254168437471,0.5895,3.0,15.0,74.0,"[0.9570258358149955, 0.9887456380944087, 0.981743957532436]","[0.0, 0.0]","[0.500024380357434, 0.5000974351601297]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.0018179091491386115,"[0.07510882900337887, 0.0751095687483995]","[0.0, 7.789, 0.0, 21.1685]","[0.0, 0.0003417368592752059, 0.0, 0.0009642751115036659]",1066627.0425,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,3,isolated_fastest,1.2,4000,20,complete,0.00020114943089075154,0.0011230580462458564,0.0027434040932109082,9.358781303871237e-05,0.000844711563123154,0.002602037688529158,0.0013362254168437471,0.5895,3.0,15.0,74.0,"[0.9570258358149955, 0.9887456380944087, 0.981743957532436]","[0.0, 0.0]","[0.4166869836311945, 0.41674786263344227]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.0018179091491386115,"[0.07510882900337887, 0.0751095687483995]","[0.0, 7.789, 0.0, 21.1685]","[0.0, 0.0003417368592752059, 0.0, 0.0009642751115036659]",1066627.0425,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,10,queue_haul,0.8,4000,20,complete,4.1725890730705254e-07,0.00031068909337272416,1.6143536090318786,2.5890658885291648e-05,4.215760565267366e-07,1.6144097979800867,0.00045812094584512934,0.0,1.0,18.0,91237.69999998804,"[0.8612840663375894, 0.6861479193474599, 0.7230750053570255]","[0.006041398496452343, 0.03480539871129755]","[0.9840023886723739, 0.9585702540201103]","[607853.9580141321, 1280304.8985410358]","[134161.26775, 176522.063]","[130760.50100000002, 163739.41999999998]","[4782.86025, 0.0]","[122465.51983211061, 150603.60845838752]",8.945786988483045,"[0.08419565407560306, 0.08826857464673614]","[9586.63875, 0.5, 15992.679999999998, 5.774749999999999]","[0.23938389255339537, 2.1154125817311986e-06, 0.1247284911432792, 0.00015866855334816473]",1041070.4064999998,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,10,queue_haul,1.0,4000,20,complete,1.378241466198398,4.0771239173442,5.933503099270458,0.34026265344549417,2.0904300212988507,5.932997988326132,0.04719976474014926,0.0,130668.10000000076,188185.0,314738.19999998296,"[0.9804734829389558, 0.9843032930300433, 0.9832100180020593]","[0.05043635703394093, 0.18396879668858412]","[0.8222709432576145, 0.7771735738321898]","[212006.21127162673, 679687.5871908828]","[93649.3985, 136095.2505]","[60982.23175, 65777.34725]","[9840.01725, 0.0]","[79976.48872466208, 25904.773398802958]",8.945786988483045,"[0.08528879961307999, 0.08910645936256031]","[84141.351, 0.6214999999999999, 121140.55274999999, 9.5575]","[1.6949260562493107, 5.211559396211713e-06, 2.0584754185184013, 0.00026682623917694605]",861363.9172499999,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,10,queue_haul,1.2,4000,20,complete,3.8834719800623034,6.6401731484415745,10.72726610213203,0.5589430319894805,3.9005901112050143,10.3655518507479,0.08217052742953646,0.06675,165584.0,318061.0,413015.29999997787,"[0.9804734829389558, 0.9843032930300435, 0.9832100180020593]","[0.05963053317275282, 0.18568862113522938]","[0.6852257860480127, 0.6476446448601577]","[64262.19428760568, 269711.1983045669]","[72139.66675, 113760.2]","[30591.197249999997, 0.0]","[9840.01725, 0.0]","[54913.70084247687, 1.8236159110562867e-13]",8.945786988483045,"[0.08528879961307999, 0.08910645936256031]","[114532.3855, 0.6214999999999999, 186917.9, 9.5575]","[2.841060650570265, 5.211559396211713e-06, 4.137189324200429, 0.00026682623917694605]",765195.5355,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,10,greedy,0.8,4000,20,complete,1.660417365263333e-06,0.1268052106641325,0.7887730679338595,0.010632493279070572,1.6696914910723947e-06,0.7891323026992446,0.0014511671316652574,0.0,2.950000000000017,35455.0,95867.89999998937,"[0.6493322869796371, 0.4297778470754863, 0.47601635316087565]","[0.00440424197175016, 0.0711253732326571]","[0.9898589533624428, 0.9153300361110279]","[559662.4358800479, 1314056.7126215992]","[107967.16725000001, 191724.9]","[105086.6135, 176880.50425]","[1260.1865000000003, 0.0]","[77450.0597102014, 175694.6256476518]",8.9290791960905,"[0.08144465676029804, 0.09095445771547547]","[6643.9, 1.45, 28061.945750000003, 2.3]","[0.08408921990894032, 1.2715163924194327e-06, 0.13785789226232276, 3.2487956085295488e-06]",1031946.40425,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,10,greedy,1.0,4000,20,complete,1.6710976050885633,3.248502236635395,5.238229529426273,0.270707485685488,1.6885388526947835,5.21475009733287,0.03907992554481421,0.0,124000.8000000002,203306.0,311124.3499999819,"[0.8020211695329877, 0.4297778470754863, 0.5083498690880845]","[0.056437432559279674, 0.21235331282361644]","[0.8660609226943047, 0.7322640288888216]","[252037.69281013147, 646167.8667253396]","[85573.7915, 145386.42275]","[61136.76424999999, 59080.68125]","[2367.60675, 0.0]","[45421.327357421455, 36921.39404655585]",8.9290791960905,"[0.08314659613201776, 0.09095445771547547]","[65761.929, 1.348, 145861.76875, 2.3]","[1.7722780435417715, 1.1919592883480576e-06, 1.6629647139579489, 3.2487956085295488e-06]",855028.65425,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,10,greedy,1.2,4000,20,complete,4.114581382578173,8.443665240576376,10.776904037263984,0.7075096271004504,4.129738812899,10.672377192196292,0.0965638716373276,0.45,197017.0000000002,286237.5,400797.44999997434,"[0.8020211695329877, 0.4297778470754863, 0.5083498690880847]","[0.07227501334898964, 0.22311329809991584]","[0.7217174355785879, 0.6102200240740177]","[81798.2848077952, 280415.76904824935]","[67041.8, 126770.76225]","[19108.593249999998, 0.0]","[2367.60675, 0.0]","[21022.061390254912, 4.4272168133667283e-13]",8.9290791960905,"[0.08314659613201776, 0.09095445771547547]","[107790.1, 1.348, 204942.45, 2.3]","[4.479974918018604, 1.1919592883480576e-06, 3.4671700256264493, 3.2487956085295488e-06]",753919.8019999999,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,10,kv_only,0.8,4000,20,complete,0.0007241379512067057,0.0036170168712778457,0.009251013802687946,0.00030141692127008197,0.0026080644659628163,0.007606832317345303,0.004506291540598604,0.32599999999999996,11.0,51.0,246.0,"[0.985665856637746, 0.9928669802468573, 0.9911211971609797]","[0.0, 0.0]","[0.625105239044815, 0.6254095192314086]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.006145580127433181,"[0.07510944177935455, 0.0751119005125445]","[0.0, 19.267, 0.0, 70.69550000000001]","[0.0, 0.0008404373799014908, 0.0, 0.003240086594154299]",1066566.0375,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,10,kv_only,1.0,4000,20,complete,0.0007241379512067057,0.0036170168712778457,0.009251013802687946,0.00030141692127008197,0.0026080644659628163,0.007606832317345303,0.004506291540598604,0.32599999999999996,11.0,51.0,246.0,"[0.985665856637746, 0.9928669802468573, 0.9911211971609797]","[0.0, 0.0]","[0.5000841912358511, 0.5003276153851276]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.006145580127433181,"[0.07510944177935455, 0.0751119005125445]","[0.0, 19.267, 0.0, 70.69550000000001]","[0.0, 0.0008404373799014908, 0.0, 0.003240086594154299]",1066566.0375,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,10,kv_only,1.2,4000,20,complete,0.0007241379512067057,0.0036170168712778457,0.009251013802687946,0.00030141692127008197,0.0026080644659628163,0.007606832317345303,0.004506291540598604,0.32599999999999996,11.0,51.0,246.0,"[0.985665856637746, 0.9928669802468573, 0.9911211971609797]","[0.0, 0.0]","[0.41673682602987644, 0.4169396794876067]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.006145580127433181,"[0.07510944177935455, 0.0751119005125445]","[0.0, 19.267, 0.0, 70.69550000000001]","[0.0, 0.0008404373799014908, 0.0, 0.003240086594154299]",1066566.0375,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,10,replay_only,0.8,4000,20,complete,0.0,0.12680169035533095,0.7887714968679002,0.010632199158897997,0.0,0.7891307305326445,0.0014511269889145406,0.0,0.0,35449.5,95866.79999998937,"[0.5719637197827856, 0.38539947313340783, 0.424689572003774]","[0.004404294767575543, 0.07112586800346449]","[0.9898588836214467, 0.9153297640342883]","[559669.2249040467, 1314065.7603859133]","[107967.16725000001, 191724.9]","[105086.6135, 176880.50425]","[1260.1865000000003, 0.0]","[77449.91576089064, 175694.2958037454]",8.92907467669955,"[0.0814445837569793, 0.09095431164610603]","[6643.9, 0.0, 28061.945750000003, 0.0]","[0.08408921990894032, 0.0, 0.13785789226232276, 0.0]",1031950.15425,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,10,replay_only,1.0,4000,20,complete,1.6710942048441133,3.248496306914602,5.238222418062157,0.2707069915439761,1.6885354161946395,5.214744788326636,0.03907987578987633,0.0,123997.85000000021,203301.0,311114.6999999819,"[0.7251091521782861, 0.38539947313340783, 0.45711609084119226]","[0.05643844809556405, 0.2123545377541068]","[0.8660608375177086, 0.7322638112274309]","[252045.4120657412, 646175.5699027461]","[85573.7915, 145386.42275]","[61136.76424999999, 59080.68125]","[2367.60675, 0.0]","[45420.650340002074, 36920.57743439521]",8.92907467669955,"[0.08314652792265774, 0.09095431164610603]","[65761.929, 0.0, 145861.76875, 0.0]","[1.7722780435417715, 0.0, 1.6629647139579489, 0.0]",855032.3022500001,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,10,replay_only,1.2,4000,20,complete,4.114577842503944,8.443661346727858,10.77688913836268,0.7075093016473495,4.1297372407324,10.67236245111595,0.09656382721812837,0.45,197015.9500000002,286232.0,400787.7999999744,"[0.7251091521782861, 0.3853994731334078, 0.45711609084119226]","[0.07227685014332086, 0.2231132980999159]","[0.7217173645980908, 0.6102198426895256]","[81800.00227829927, 280419.4140693104]","[67041.8, 126770.76225]","[19108.593249999998, 0.0]","[2367.60675, 0.0]","[21020.836872946067, 1.0779659153151155e-13]",8.92907467669955,"[0.08314652792265774, 0.09095431164610603]","[107790.1, 0.0, 204942.45, 0.0]","[4.479974918018604, 0.0, 3.4671700256264493, 0.0]",753923.45,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,10,isolated_fastest,0.8,4000,20,complete,0.0007241379512067057,0.0036170168712778457,0.009251013802687946,0.00030141692127008197,0.0026080644659628163,0.007606832317345303,0.004506291540598604,0.32599999999999996,11.0,51.0,246.0,"[0.985665856637746, 0.9928669802468573, 0.9911211971609797]","[0.0, 0.0]","[0.625105239044815, 0.6254095192314086]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.006145580127433181,"[0.07510944177935455, 0.0751119005125445]","[0.0, 19.267, 0.0, 70.69550000000001]","[0.0, 0.0008404373799014908, 0.0, 0.003240086594154299]",1066566.0375,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,10,isolated_fastest,1.0,4000,20,complete,0.0007241379512067057,0.0036170168712778457,0.009251013802687946,0.00030141692127008197,0.0026080644659628163,0.007606832317345303,0.004506291540598604,0.32599999999999996,11.0,51.0,246.0,"[0.985665856637746, 0.9928669802468573, 0.9911211971609797]","[0.0, 0.0]","[0.5000841912358511, 0.5003276153851276]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.006145580127433181,"[0.07510944177935455, 0.0751119005125445]","[0.0, 19.267, 0.0, 70.69550000000001]","[0.0, 0.0008404373799014908, 0.0, 0.003240086594154299]",1066566.0375,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
gpt-oss-20b,coding,16,reference,10,isolated_fastest,1.2,4000,20,complete,0.0007241379512067057,0.0036170168712778457,0.009251013802687946,0.00030141692127008197,0.0026080644659628163,0.007606832317345303,0.004506291540598604,0.32599999999999996,11.0,51.0,246.0,"[0.985665856637746, 0.9928669802468573, 0.9911211971609797]","[0.0, 0.0]","[0.41673682602987644, 0.4169396794876067]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",0.006145580127433181,"[0.07510944177935455, 0.0751119005125445]","[0.0, 19.267, 0.0, 70.69550000000001]","[0.0, 0.0008404373799014908, 0.0, 0.003240086594154299]",1066566.0375,"[2.280176174037911, 8.73331359588583, 10.96737169678716]"
