model,workload,density,wan_gbps,deadline_s,policy,service_factor,evaluation,draws,snapshots,status,p05_shed_mw,median_shed_mw,p95_shed_mw,workload_p05_mw,workload_p95_mw,median_calibration_width_mw,network_budget_gbps_median,action_counts_mean,action_shed_mw_mean,mean_not_selected
gpt-oss-20b,coding,16,reference,1,greedy,1.0,nominal_volume,4000,20,complete,1.4631447718332713,3.7181320703866874,5.465104782536479,1.4784211656139241,5.462264306138865,0.042512973853606036,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[23925.35, 0.0, 65499.2, 2.45]","[1.0006253691261129, 0.0, 2.4395841313033557, 1.1605966842504767e-05]",977229.0
gpt-oss-20b,coding,16,reference,1,kv_only,1.0,nominal_volume,4000,20,complete,0.0002675547368780373,0.0005265223219066276,0.0009265523145936159,0.00027036939073099494,0.0009180386311274616,6.019932251342766e-06,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[0.0, 2.75, 0.0, 10.85]","[0.0, 0.00011522035855340702, 0.0, 0.00047213973047719555]",1066642.4
gpt-oss-20b,coding,16,reference,1,replay_only,1.0,nominal_volume,4000,20,complete,1.4631413800950828,3.718105509311256,5.465102833799543,1.4784177459667447,5.462262357905886,0.042512670017788655,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[23925.35, 0.0, 65499.2, 0.0]","[1.0006253691261129, 0.0, 2.4395841313033557, 0.0]",977231.45
gpt-oss-20b,coding,16,reference,1,isolated_fastest,1.0,nominal_volume,4000,20,complete,0.0002675547368780373,0.0005265223219066276,0.0009265523145936159,0.00027036939073099494,0.0009180386311274616,6.019932251342766e-06,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[0.0, 2.75, 0.0, 10.85]","[0.0, 0.00011522035855340702, 0.0, 0.00047213973047719555]",1066642.4
gpt-oss-20b,coding,16,reference,3,lp_bound,1.0,nominal_volume,4000,20,complete,2.7985022834225703,5.978133669865935,8.878371891373833,2.8228335153324164,8.873776333985377,0.06836220623505675,"[2.280176174037911, 8.73331359588583, 11.01348976992374]",,,
gpt-oss-20b,coding,16,reference,3,lp_plan,1.0,nominal_volume,4000,20,complete,2.7984610499979303,5.978117055074873,8.8782301927719,2.8228069065743955,8.87363470818119,0.06836201653345116,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[63753.05, 0.0, 108993.7, 5.3]","[3.3613933679128447, 0.0, 2.827583709182994, 0.00033367326681415176]",893903.95
gpt-oss-20b,coding,16,reference,3,greedy,1.0,nominal_volume,4000,20,complete,2.690969082661425,5.564001800286631,8.389083674569342,2.718787068922052,8.384747014399036,0.06362201119397348,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[48909.85, 0.0, 92296.95, 3.15]","[2.193717975873047, 0.0, 3.698529538142109, 8.052019488113543e-06]",925446.05
gpt-oss-20b,coding,16,reference,3,kv_only,1.0,nominal_volume,4000,20,complete,0.0009605449080556923,0.0016554569091313635,0.002843807860735503,0.000970698422789178,0.0028176365256389856,1.8932359265483114e-05,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[0.0, 8.3, 0.0, 32.1]","[0.0, 0.00036393937031402074, 0.0, 0.0014544710008513174]",1066615.6
gpt-oss-20b,coding,16,reference,3,replay_only,1.0,nominal_volume,4000,20,complete,2.684168931065476,5.563991042059156,8.389067283188929,2.709000385263603,8.384730632417973,0.0636218887008531,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[49568.8, 0.0, 93456.1, 0.0]","[2.193186570324047, 0.0, 3.7082391424811734, 0.0]",923631.1
gpt-oss-20b,coding,16,reference,3,isolated_fastest,1.0,nominal_volume,4000,20,complete,0.0009605449080556923,0.0016554569091313635,0.002843807860735503,0.000970698422789178,0.0028176365256389856,1.8932359265483114e-05,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[0.0, 8.3, 0.0, 32.1]","[0.0, 0.00036393937031402074, 0.0, 0.0014544710008513174]",1066615.6
gpt-oss-20b,coding,16,reference,10,lp_bound,1.0,nominal_volume,4000,20,complete,6.432601443192631,9.060190247578806,10.77696209223505,6.499245773577088,10.672434795139802,0.10311941138892156,"[2.280176174037911, 8.73331359588583, 11.01348976992374]",,,
gpt-oss-20b,coding,16,reference,10,lp_plan,1.0,nominal_volume,4000,20,complete,6.4325760105969785,9.060087259818316,10.776957454393774,6.499220075640072,10.672430177744802,0.10311866018639318,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[154964.55, 0.55, 186917.15, 14.3]","[4.8107378404778185, 1.450435232234741e-05, 4.137191668223342, 0.0004065092183345369]",724759.45
gpt-oss-20b,coding,16,reference,10,greedy,1.0,nominal_volume,4000,20,complete,6.005503163139118,8.796346634242271,10.757567772204256,6.038511050085595,10.653249506896762,0.10040990108687524,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[128324.05, 0.15, 165753.9, 3.4]","[3.8589630338502365, 1.1496556805722788e-07, 4.831541098436483, 8.250205928359314e-06]",772574.5
gpt-oss-20b,coding,16,reference,10,kv_only,1.0,nominal_volume,4000,20,complete,0.0032655200676881143,0.005605817861655607,0.00958912167843228,0.0033000318493233245,0.009500864450511124,6.411445252277826e-05,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[0.0, 28.3, 0.0, 107.55]","[0.0, 0.0012567692882524226, 0.0, 0.004890169923091368]",1066520.15
gpt-oss-20b,coding,16,reference,10,replay_only,1.0,nominal_volume,4000,20,complete,6.005500396458521,8.79634125693757,10.757550987944366,6.038510409812527,10.653232898844726,0.10040985030667018,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[128324.05, 0.0, 165754.8, 0.0]","[3.8589630338502365, 0.0, 4.831542850321992, 0.0]",772577.15
gpt-oss-20b,coding,16,reference,10,isolated_fastest,1.0,nominal_volume,4000,20,complete,0.0032655200676881143,0.005605817861655607,0.00958912167843228,0.0033000318493233245,0.009500864450511124,6.411445252277826e-05,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[0.0, 28.3, 0.0, 107.55]","[0.0, 0.0012567692882524226, 0.0, 0.004890169923091368]",1066520.15
gpt-oss-20b,coding,16,reference,30,lp_bound,1.0,nominal_volume,4000,20,complete,9.855953508445735,10.829429047446826,11.52254744971863,9.957964421795907,11.522496619537002,0.12388627860594169,"[2.280176174037911, 8.73331359588583, 11.01348976992374]",,,
gpt-oss-20b,coding,16,reference,30,lp_plan,1.0,nominal_volume,4000,20,complete,9.855932229526296,10.829408039406106,11.522519391568066,9.957942926957502,11.52246849815568,0.12388582319515291,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[286463.7, 4.05, 271479.25, 40.8]","[5.384923917808374, 5.820589771445689e-05, 5.358127046656713, 0.000702728853548738]",508668.2
gpt-oss-20b,coding,16,reference,30,greedy,1.0,nominal_volume,4000,20,complete,9.855388256239333,10.829213161547456,11.522385543243274,9.95739501858924,11.522334753016349,0.12371431694569066,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[260995.85, 2.8, 277644.9, 2.4]","[5.041505129600889, 9.745686276332858e-06, 5.697181191468595, 4.092085663594275e-06]",528010.05
gpt-oss-20b,coding,16,reference,30,kv_only,1.0,nominal_volume,4000,20,complete,0.009822743476183796,0.016880467827920517,0.02877305293074253,0.009926551427509102,0.02850834330744038,0.00019306251085776603,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[0.0, 84.35, 0.0, 323.15]","[0.0, 0.0038273035267407584, 0.0, 0.014710975452829874]",1066248.5
gpt-oss-20b,coding,16,reference,30,replay_only,1.0,nominal_volume,4000,20,complete,9.855375069466843,10.829196810627138,11.522357576208385,9.95738169375854,11.522306798971325,0.12371420179842692,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[260997.75, 0.0, 277645.8, 0.0]","[5.041507513498135, 0.0, 5.697181908132276, 0.0]",528012.45
gpt-oss-20b,coding,16,reference,30,isolated_fastest,1.0,nominal_volume,4000,20,complete,0.009822743476183796,0.016880467827920517,0.02877305293074253,0.009926551427509102,0.02850834330744038,0.00019306251085776603,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[0.0, 84.35, 0.0, 323.15]","[0.0, 0.0038273035267407584, 0.0, 0.014710975452829874]",1066248.5
gpt-oss-20b,coding,16,reference,60,lp_bound,1.0,nominal_volume,4000,20,complete,11.136819299942553,11.609932180383172,11.852322000063856,11.229460385108853,11.855697451637317,0.13266839138277714,"[2.280176174037911, 8.73331359588583, 11.01348976992374]",,,
gpt-oss-20b,coding,16,reference,60,lp_plan,1.0,nominal_volume,4000,20,complete,11.136786921190291,11.60993002555843,11.852320497481388,11.229424787397539,11.855688905402149,0.1326683040051842,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[396708.35, 11.5, 363408.2, 81.95]","[5.797958133421877, 0.00010115176219568379, 5.730823482464961, 0.000810440190748507]",306446.0
gpt-oss-20b,coding,16,reference,60,greedy,1.0,nominal_volume,4000,20,complete,11.136158705893024,11.609696793238617,11.852215426104193,11.229068627442604,11.855591454245795,0.13266479119844177,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[387511.8, 3.2, 371634.05, 1.45]","[5.477998433008033, 4.818120054623398e-06, 6.0514015021646514, 1.7262449839090763e-06]",307505.5
gpt-oss-20b,coding,16,reference,60,kv_only,1.0,nominal_volume,4000,20,complete,0.019658578588927316,0.03379875234750737,0.057610256778439714,0.019866330794787765,0.05708020724713737,0.00038655514439763644,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[0.0, 168.75, 0.0, 646.25]","[0.0, 0.007662428847508953, 0.0, 0.02945501172074981]",1065841.0
gpt-oss-20b,coding,16,reference,60,replay_only,1.0,nominal_volume,4000,20,complete,11.136155602083882,11.609691811262705,11.852213947807616,11.229064492934036,11.85558981968284,0.13266476791509055,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[387512.6, 0.0, 371634.2, 0.0]","[5.477999202253939, 0.0, 6.051401697691606, 0.0]",307509.2
gpt-oss-20b,coding,16,reference,60,isolated_fastest,1.0,nominal_volume,4000,20,complete,0.019658578588927316,0.03379875234750737,0.057610256778439714,0.019866330794787765,0.05708020724713737,0.00038655514439763644,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[0.0, 168.75, 0.0, 646.25]","[0.0, 0.007662428847508953, 0.0, 0.02945501172074981]",1065841.0
gpt-oss-20b,coding,16,reference,120,lp_bound,1.0,nominal_volume,4000,20,complete,11.831369861039045,11.953447729296261,12.007011045089971,11.877312119240358,12.000045836964976,0.13648418048114702,"[2.280176174037911, 8.73331359588583, 11.01348976992374]",,,
gpt-oss-20b,coding,16,reference,120,lp_plan,1.0,nominal_volume,4000,20,complete,11.831358594661822,11.953436346670852,12.00701104508997,11.877309062920563,12.000045836964974,0.13648418048114702,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[536324.8, 26.7, 513749.9, 165.5]","[5.9624831019113005, 0.0002052552020068252, 5.967296712225247, 0.0012802943632433147]",16389.1
gpt-oss-20b,coding,16,reference,120,greedy,1.0,nominal_volume,4000,20,complete,11.831146875464741,11.953222442922991,12.00701104508997,11.877308991911288,12.000045836964972,0.13648418048114702,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[521521.05, 0.8, 528649.05, 0.55]","[5.64215242757869, 5.854799992849821e-07, 6.2890600631180575, 2.7954099422515e-07]",16484.55
gpt-oss-20b,coding,16,reference,120,kv_only,1.0,nominal_volume,4000,20,complete,0.03934277137802381,0.06768191138366708,0.11522620145232511,0.0397585487262808,0.11416616445018175,0.0007740752199028065,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[0.0, 337.65, 0.0, 1292.75]","[0.0, 0.015358909533547387, 0.0, 0.05893413146532282]",1065025.6
gpt-oss-20b,coding,16,reference,120,replay_only,1.0,nominal_volume,4000,20,complete,11.831142926746006,11.953218453460776,12.00701104508997,11.877308932041824,12.000045836964972,0.13648418048114702,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[521521.05, 0.0, 528649.05, 0.0]","[5.64215242757869, 0.0, 6.2890600631180575, 0.0]",16485.9
gpt-oss-20b,coding,16,reference,120,isolated_fastest,1.0,nominal_volume,4000,20,complete,0.03934277137802381,0.06768191138366708,0.11522620145232511,0.0397585487262808,0.11416616445018175,0.0007740752199028065,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[0.0, 337.65, 0.0, 1292.75]","[0.0, 0.015358909533547387, 0.0, 0.05893413146532282]",1065025.6
gpt-oss-20b,coding,16,reference,300,lp_bound,1.0,nominal_volume,4000,20,complete,11.870526864608822,12.000045836964969,12.007011045089971,11.877492072733821,12.000045836964976,0.13648418048114888,"[2.280176174037911, 8.73331359588583, 11.01348976992374]",,,
gpt-oss-20b,coding,16,reference,300,lp_plan,1.0,nominal_volume,4000,20,complete,11.870526864608818,12.000045836964969,12.00701104508997,11.87749207273382,12.000045836964972,0.13648418048114702,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[554155.8, 86.5, 512018.05, 395.65]","[5.970914304431404, 0.0006675478650237397, 5.967551477179171, 0.003054236662542399]",0.0
gpt-oss-20b,coding,16,reference,300,greedy,1.0,nominal_volume,4000,20,complete,11.870526864608818,12.000045836964969,12.00701104508997,11.87749207273382,12.000045836964974,0.13648418048114702,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[337727.05, 0.0, 728928.95, 0.0]","[5.682805320474693, 0.0, 6.2593822456634465, 0.0]",0.0
gpt-oss-20b,coding,16,reference,300,kv_only,1.0,nominal_volume,4000,20,complete,0.09835664390858441,0.16929221975747905,0.2881938054647221,0.09939608744428508,0.28554245238996756,0.001936190213826194,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[0.0, 843.9, 0.0, 3232.0]","[0.0, 0.038444006613701696, 0.0, 0.14735051448486572]",1062580.1
gpt-oss-20b,coding,16,reference,300,replay_only,1.0,nominal_volume,4000,20,complete,11.870526864608818,12.000045836964969,12.00701104508997,11.87749207273382,12.000045836964974,0.13648418048114702,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[337727.05, 0.0, 728928.95, 0.0]","[5.682805320474693, 0.0, 6.2593822456634465, 0.0]",0.0
gpt-oss-20b,coding,16,reference,300,isolated_fastest,1.0,nominal_volume,4000,20,complete,0.09835664390858441,0.16929221975747905,0.2881938054647221,0.09939608744428508,0.28554245238996756,0.001936190213826194,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[0.0, 843.9, 0.0, 3232.0]","[0.0, 0.038444006613701696, 0.0, 0.14735051448486572]",1062580.1
gpt-oss-20b,coding,16,reference,600,lp_bound,1.0,nominal_volume,4000,20,complete,11.870526864608822,12.000045836964969,12.007011045089971,11.87749207273382,12.000045836964972,0.13648418048114702,"[2.280176174037911, 8.73331359588583, 11.01348976992374]",,,
gpt-oss-20b,coding,16,reference,600,lp_plan,1.0,nominal_volume,4000,20,complete,11.870526864608818,12.000045836964969,12.007011045089973,11.87749207273382,12.000045836964974,0.13648418048114702,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[553706.35, 186.55, 511984.25, 778.85]","[5.969397410427404, 0.0014394750607140702, 5.965336963646826, 0.006013717003198109]",0.0
gpt-oss-20b,coding,16,reference,600,greedy,1.0,nominal_volume,4000,20,complete,11.870526864608818,12.000045836964969,12.00701104508997,11.87749207273382,12.000045836964974,0.13648418048114702,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[403143.3, 0.0, 663512.7, 0.0]","[5.831750361991359, 0.0, 6.110437204146787, 0.0]",0.0
gpt-oss-20b,coding,16,reference,600,kv_only,1.0,nominal_volume,4000,20,complete,0.19673890201733799,0.3386788359210388,0.5763904548771671,0.1988180620252754,0.5710877797578886,0.003873455785625178,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[0.0, 1687.75, 0.0, 6463.75]","[0.0, 0.07692799608172413, 0.0, 0.2947340816632396]",1058504.5
gpt-oss-20b,coding,16,reference,600,replay_only,1.0,nominal_volume,4000,20,complete,11.870526864608818,12.000045836964969,12.00701104508997,11.87749207273382,12.000045836964974,0.13648418048114702,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[403143.3, 0.0, 663512.7, 0.0]","[5.831750361991359, 0.0, 6.110437204146787, 0.0]",0.0
gpt-oss-20b,coding,16,reference,600,isolated_fastest,1.0,nominal_volume,4000,20,complete,0.19673890201733799,0.3386788359210388,0.5763904548771671,0.1988180620252754,0.5710877797578886,0.003873455785625178,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[0.0, 1687.75, 0.0, 6463.75]","[0.0, 0.07692799608172413, 0.0, 0.2947340816632396]",1058504.5
gpt-oss-20b,coding,16,reference,1800,lp_bound,1.0,nominal_volume,4000,20,complete,11.870526864608822,12.000045836964969,12.007011045089971,11.87749207273382,12.000045836964972,0.13648418048114702,"[2.280176174037911, 8.73331359588583, 11.01348976992374]",,,
gpt-oss-20b,coding,16,reference,1800,lp_plan,1.0,nominal_volume,4000,20,complete,11.870526864608818,12.000045836964969,12.007011045089973,11.877492072733817,12.000045836964974,0.13648418048114888,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[543566.1, 587.0, 520191.45, 2311.45]","[5.96748073608452, 0.004529880603795191, 5.952333909525085, 0.01784303992474366]",0.0
gpt-oss-20b,coding,16,reference,1800,greedy,1.0,nominal_volume,4000,20,complete,11.870526864608822,12.000045836964972,12.00701104508997,11.87749207273382,12.000045836964974,0.13648418048114702,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[502813.1, 0.0, 563842.9, 0.0]","[5.9437361625829235, 0.0, 5.99845140355522, 0.0]",0.0
gpt-oss-20b,coding,16,reference,1800,kv_only,1.0,nominal_volume,4000,20,complete,0.5849275608069227,1.016224069724195,1.7285137170665064,0.5911073115034859,1.7125985161352695,0.011622507984796538,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[0.0, 4984.7, 0.0, 19390.85]","[0.0, 0.22936348784884886, 0.0, 0.8842701840689229]",1042280.45
gpt-oss-20b,coding,16,reference,1800,replay_only,1.0,nominal_volume,4000,20,complete,11.870526864608822,12.000045836964972,12.00701104508997,11.87749207273382,12.000045836964974,0.13648418048114702,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[502813.1, 0.0, 563842.9, 0.0]","[5.9437361625829235, 0.0, 5.99845140355522, 0.0]",0.0
gpt-oss-20b,coding,16,reference,1800,isolated_fastest,1.0,nominal_volume,4000,20,complete,0.5849275608069227,1.016224069724195,1.7285137170665064,0.5911073115034859,1.7125985161352695,0.011622507984796538,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[0.0, 4984.7, 0.0, 19390.85]","[0.0, 0.22936348784884886, 0.0, 0.8842701840689229]",1042280.45
gpt-oss-20b,coding,16,reference,3600,lp_bound,1.0,nominal_volume,4000,20,complete,11.87052686460882,12.000045836964969,12.00701104508997,11.87749207273382,12.000045836964972,0.13648418048114702,"[2.280176174037911, 8.73331359588583, 11.01348976992374]",,,
gpt-oss-20b,coding,16,reference,3600,lp_plan,1.0,nominal_volume,4000,20,complete,11.870526864608818,12.000045836964969,12.00701104508997,11.87749207273382,12.000045836964974,0.13648418048114702,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[550265.3, 1187.35, 510592.4, 4610.95]","[5.962351065429296, 0.009166228068747824, 5.9350819677465365, 0.035588304893565376]",0.0
gpt-oss-20b,coding,16,reference,3600,greedy,1.0,nominal_volume,4000,20,complete,11.870526864608822,12.000045836964972,12.00701104508997,11.87749207273382,12.000045836964974,0.13648418048114702,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[524746.3, 0.0, 541909.7, 0.0]","[5.963321060589628, 0.0, 5.9788665055485195, 0.0]",0.0
gpt-oss-20b,coding,16,reference,3600,kv_only,1.0,nominal_volume,4000,20,complete,0.9803219434304247,1.9857981216157545,3.0462434144705712,0.9906603910607328,3.0168361446915375,0.022708646142884505,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[0.0, 7082.65, 0.0, 34037.35]","[0.0, 0.3417615482391879, 0.0, 1.620495005678114]",1025536.0
gpt-oss-20b,coding,16,reference,3600,replay_only,1.0,nominal_volume,4000,20,complete,11.870526864608822,12.000045836964972,12.00701104508997,11.87749207273382,12.000045836964974,0.13648418048114702,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[524746.3, 0.0, 541909.7, 0.0]","[5.963321060589628, 0.0, 5.9788665055485195, 0.0]",0.0
gpt-oss-20b,coding,16,reference,3600,isolated_fastest,1.0,nominal_volume,4000,20,complete,0.9803219434304247,1.9857981216157545,3.0462434144705712,0.9906603910607328,3.0168361446915375,0.022708646142884505,"[2.280176174037911, 8.73331359588583, 11.01348976992374]","[0.0, 7082.65, 0.0, 34037.35]","[0.0, 0.3417615482391879, 0.0, 1.620495005678114]",1025536.0
gpt-oss-20b,coding,16,10,1,lp_bound,1.0,nominal_volume,4000,20,complete,1.4720798982184518,4.1030975154403775,6.851665720559128,1.4874080457240766,6.8481000661525995,0.04692138839620585,"[10.0, 10.0, 10.0]",,,
gpt-oss-20b,coding,16,10,1,lp_plan,1.0,nominal_volume,4000,20,complete,1.4720753295423783,4.103095348337338,6.851531846741736,1.4874034276478956,6.847966266162121,0.04692136370500363,"[10.0, 10.0, 10.0]","[58161.9, 0.15, 48650.4, 0.15]","[2.055459669031732, 1.6737521967085284e-06, 1.9757971044681668, 1.6226290720406943e-05]",959843.4
gpt-oss-20b,coding,16,10,1,greedy,1.0,nominal_volume,4000,20,complete,1.4720753295423783,4.103095348337339,6.851455538323331,1.4874034276478956,6.84788999837554,0.04692136370500363,"[10.0, 10.0, 10.0]","[53406.25, 0.2, 53405.9, 0.25]","[2.015635889318355, 1.9046624342634622e-06, 2.0156290156093015, 2.238659564427954e-06]",959843.4
gpt-oss-20b,coding,16,10,1,kv_only,1.0,nominal_volume,4000,20,complete,0.0002627318731462771,0.0004950548453123313,0.0008595574499161167,0.00026550044412852405,0.0008516430209173558,5.661722536447598e-06,"[10.0, 10.0, 10.0]","[0.0, 6.35, 0.0, 6.2]","[0.0, 0.0002702841151913243, 0.0, 0.00026489168031099277]",1066643.45
gpt-oss-20b,coding,16,10,1,replay_only,1.0,nominal_volume,4000,20,complete,1.4720753295423783,4.101762971237017,6.851406962876381,1.4874034276478956,6.847841449941343,0.04690621852058195,"[10.0, 10.0, 10.0]","[53606.9, 0.0, 53606.6, 0.0]","[2.015569615136665, 0.0, 2.0155628499083105, 0.0]",959442.5
gpt-oss-20b,coding,16,10,1,isolated_fastest,1.0,nominal_volume,4000,20,complete,0.0002627318731462771,0.0004950548453123313,0.0008595574499161167,0.00026550044412852405,0.0008516430209173558,5.661722536447598e-06,"[10.0, 10.0, 10.0]","[0.0, 6.35, 0.0, 6.2]","[0.0, 0.0002702841151913243, 0.0, 0.00026489168031099277]",1066643.45
gpt-oss-20b,coding,16,10,3,lp_bound,1.0,nominal_volume,4000,20,complete,3.456931415488529,6.528271066905366,8.911818167909223,3.492751608656472,8.90720320725656,0.0746360736559704,"[10.0, 10.0, 10.0]",,,
gpt-oss-20b,coding,16,10,3,lp_plan,1.0,nominal_volume,4000,20,complete,3.4569115222746167,6.528235132931955,8.911737640010637,3.492731506260826,8.90712271867151,0.07463566089401255,"[10.0, 10.0, 10.0]","[113279.7, 1.45, 79578.55, 1.7]","[3.4259765222923964, 7.914482662838807e-05, 3.190215858014767, 0.00011912479163054506]",873794.6
gpt-oss-20b,coding,16,10,3,greedy,1.0,nominal_volume,4000,20,complete,3.238478227981403,6.470781408551561,8.911760638628088,3.2719560517449415,8.907145705738014,0.07369741021124088,"[10.0, 10.0, 10.0]","[86740.25, 2.45, 86739.35, 2.05]","[3.2874356160569396, 7.705158424205534e-06, 3.2874343579045604, 7.373683627359194e-06]",893171.9
gpt-oss-20b,coding,16,10,3,kv_only,1.0,nominal_volume,4000,20,complete,0.0008902342447647619,0.0015090308839893233,0.0025815162974711934,0.0008996467589211793,0.002557804040705573,1.7259325193089354e-05,"[10.0, 10.0, 10.0]","[0.0, 18.65, 0.0, 18.5]","[0.0, 0.0008443897189626596, 0.0, 0.0008121594866207003]",1066618.85
gpt-oss-20b,coding,16,10,3,replay_only,1.0,nominal_volume,4000,20,complete,3.4562205154108443,6.52821928498728,8.911756081863636,3.4920408536140055,8.907141151060396,0.07463548257581284,"[10.0, 10.0, 10.0]","[93403.95, 0.0, 93402.9, 0.0]","[3.305771430196579, 0.0, 3.3057701624336477, 0.0]",879849.15
gpt-oss-20b,coding,16,10,3,isolated_fastest,1.0,nominal_volume,4000,20,complete,0.0008902342447647619,0.0015090308839893233,0.0025815162974711934,0.0008996467589211793,0.002557804040705573,1.7259325193089354e-05,"[10.0, 10.0, 10.0]","[0.0, 18.65, 0.0, 18.5]","[0.0, 0.0008443897189626596, 0.0, 0.0008121594866207003]",1066618.85
gpt-oss-20b,coding,16,10,10,lp_bound,1.0,nominal_volume,4000,20,complete,6.672834515860239,9.060154513718777,10.776951651426366,6.679585050100489,10.672424441276613,0.10311894200205338,"[10.0, 10.0, 10.0]",,,
gpt-oss-20b,coding,16,10,10,lp_plan,1.0,nominal_volume,4000,20,complete,6.672822278261311,9.06006017412644,10.776800606716682,6.6795637782015485,10.672274904229239,0.10311833956536558,"[10.0, 10.0, 10.0]","[182104.05, 7.25, 160889.8, 4.65]","[4.624396853707415, 0.00021177846056671864, 4.36515664137323, 0.00013676716712154052]",723650.25
gpt-oss-20b,coding,16,10,10,greedy,1.0,nominal_volume,4000,20,complete,6.672173906420386,9.05277890167801,10.77691808800531,6.672636364915686,10.672391096640807,0.10307588813506811,"[10.0, 10.0, 10.0]","[169903.25, 4.55, 169905.4, 5.3]","[4.494234185120229, 2.4882420410943776e-05, 4.494224550280195, 3.453070206963362e-05]",726837.5
gpt-oss-20b,coding,16,10,10,kv_only,1.0,nominal_volume,4000,20,complete,0.0029689650104166203,0.005088571856626214,0.008668257259284351,0.0030003391772942174,0.008588575775290673,5.819787315365602e-05,"[10.0, 10.0, 10.0]","[0.0, 61.55, 0.0, 61.6]","[0.0, 0.0028043055425728903, 0.0, 0.0028005244180872076]",1066532.85
gpt-oss-20b,coding,16,10,10,replay_only,1.0,nominal_volume,4000,20,complete,6.672125840239475,9.052738699843639,10.776889072674987,6.672591349281924,10.672362384711539,0.10307540963011422,"[10.0, 10.0, 10.0]","[169906.25, 0.0, 169908.85, 0.0]","[4.494239349399967, 0.0, 4.49423233382538, 0.0]",726840.9
gpt-oss-20b,coding,16,10,10,isolated_fastest,1.0,nominal_volume,4000,20,complete,0.0029689650104166203,0.005088571856626214,0.008668257259284351,0.0030003391772942174,0.008588575775290673,5.819787315365602e-05,"[10.0, 10.0, 10.0]","[0.0, 61.55, 0.0, 61.6]","[0.0, 0.0028043055425728903, 0.0, 0.0028005244180872076]",1066532.85
gpt-oss-20b,coding,16,10,30,lp_bound,1.0,nominal_volume,4000,20,complete,9.855895002985516,10.829399621220785,11.522524475440663,9.957905316448674,11.522473651262992,0.12388563724316656,"[10.0, 10.0, 10.0]",,,
gpt-oss-20b,coding,16,10,30,lp_plan,1.0,nominal_volume,4000,20,complete,9.85587707693677,10.829377771511961,11.522516368669647,9.957887199213138,11.522465470366647,0.12388551619340758,"[10.0, 10.0, 10.0]","[295839.35, 19.9, 262099.1, 19.2]","[5.367618094269875, 0.000394282332802661, 5.375486918789799, 0.0002790375853342918]",508678.45
gpt-oss-20b,coding,16,10,30,greedy,1.0,nominal_volume,4000,20,complete,9.855541919114051,10.829218194895326,11.522386544176648,9.957548596793483,11.522335764917898,0.12388165456212684,"[10.0, 10.0, 10.0]","[277886.9, 4.05, 277885.0, 5.6]","[5.371768940682623, 1.215243749948306e-05, 5.371768742801608, 1.3086213947578866e-05]",510874.45
