model,workload,density,wan_gbps,deadline_s,policy,service_factor,draws,p05_qh_minus_baseline_w,median_qh_minus_baseline_w,p95_qh_minus_baseline_w,qh_win_fraction
gpt-oss-20b,coding,8,400,600,isolated_fastest,0.8,4000,-9005234.524882488,-8114381.624482376,-4887271.076467056,0.0
gpt-oss-20b,coding,8,400,600,isolated_fastest,1.0,4000,1240458.991279619,3835468.551050278,7062045.569172951,1.0
gpt-oss-20b,coding,8,400,600,isolated_fastest,1.2,4000,1240458.991279619,3835468.551050278,7062045.569172951,1.0
gpt-oss-20b,coding,8,400,1800,greedy,0.8,4000,0.0,82.64194448511694,2350772.2286116253,0.6
gpt-oss-20b,coding,8,400,1800,greedy,1.0,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.23625
gpt-oss-20b,coding,8,400,1800,greedy,1.2,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.23625
gpt-oss-20b,coding,8,400,1800,kv_only,0.8,4000,-9005255.630399052,-8902878.499764938,-6612835.585463133,0.0
gpt-oss-20b,coding,8,400,1800,kv_only,1.0,4000,264343.4774558228,760938.4755703388,1878255.3647802155,1.0
gpt-oss-20b,coding,8,400,1800,kv_only,1.2,4000,264343.4774558228,760938.4755703388,1878255.3647802155,1.0
gpt-oss-20b,coding,8,400,1800,replay_only,0.8,4000,0.0,82.64194448511694,2350772.2286116253,0.6
gpt-oss-20b,coding,8,400,1800,replay_only,1.0,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.23625
gpt-oss-20b,coding,8,400,1800,replay_only,1.2,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.23625
gpt-oss-20b,coding,8,400,1800,isolated_fastest,0.8,4000,-9005255.630399052,-8902878.499764938,-6612835.585463133,0.0
gpt-oss-20b,coding,8,400,1800,isolated_fastest,1.0,4000,264343.4774558228,760938.4755703388,1878255.3647802155,1.0
gpt-oss-20b,coding,8,400,1800,isolated_fastest,1.2,4000,264343.4774558228,760938.4755703388,1878255.3647802155,1.0
gpt-oss-20b,coding,8,400,3600,greedy,0.8,4000,31.59235281141649,4043210.272481501,6386509.328589516,1.0
gpt-oss-20b,coding,8,400,3600,greedy,1.0,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.282
gpt-oss-20b,coding,8,400,3600,greedy,1.2,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.282
gpt-oss-20b,coding,8,400,3600,kv_only,0.8,4000,-9000000.493669834,-4910466.677153045,-2586651.883960578,0.0
gpt-oss-20b,coding,8,400,3600,kv_only,1.0,4000,-3.725290298461914e-09,10745.364140406251,137915.6622832879,0.72475
gpt-oss-20b,coding,8,400,3600,kv_only,1.2,4000,-3.725290298461914e-09,10745.364140406251,137915.6622832879,0.72475
gpt-oss-20b,coding,8,400,3600,replay_only,0.8,4000,31.59235281141649,4043210.272481501,6386509.328589516,1.0
gpt-oss-20b,coding,8,400,3600,replay_only,1.0,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.282
gpt-oss-20b,coding,8,400,3600,replay_only,1.2,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.282
gpt-oss-20b,coding,8,400,3600,isolated_fastest,0.8,4000,-9000000.493669834,-4910466.677153045,-2586651.883960578,0.0
gpt-oss-20b,coding,8,400,3600,isolated_fastest,1.0,4000,-3.725290298461914e-09,10745.364140406251,137915.6622832879,0.72475
gpt-oss-20b,coding,8,400,3600,isolated_fastest,1.2,4000,-3.725290298461914e-09,10745.364140406251,137915.6622832879,0.72475
gpt-oss-20b,coding,4,reference,1,greedy,0.8,4000,-1214858.4464443405,-77094.40422194745,283755.9693434772,0.288
gpt-oss-20b,coding,4,reference,1,greedy,1.0,4000,-1156526.052506174,179.74025296187028,488512.48393134645,0.5555
gpt-oss-20b,coding,4,reference,1,greedy,1.2,4000,-4273690.410302877,-583161.3370021704,212857.3413115656,0.18475
gpt-oss-20b,coding,4,reference,1,kv_only,0.8,4000,-2830.8616211063245,65985.34918873827,1108018.5662916703,0.55
gpt-oss-20b,coding,4,reference,1,kv_only,1.0,4000,327654.2195716843,1235231.9212950896,3131092.3293623454,1.0
gpt-oss-20b,coding,4,reference,1,kv_only,1.2,4000,746478.2521303309,2513988.330171669,4058900.250939896,1.0
gpt-oss-20b,coding,4,reference,1,replay_only,0.8,4000,-1214823.8053455772,-77066.33069002932,283756.4804761634,0.34125
gpt-oss-20b,coding,4,reference,1,replay_only,1.0,4000,-1156495.0147248558,179.74025296187028,488559.1737554326,0.63375
gpt-oss-20b,coding,4,reference,1,replay_only,1.2,4000,-4273686.174866051,-582945.1038520028,212882.56275891885,0.1995
gpt-oss-20b,coding,4,reference,1,isolated_fastest,0.8,4000,-2830.8616211063245,65985.34918873827,1108018.5662916703,0.55
gpt-oss-20b,coding,4,reference,1,isolated_fastest,1.0,4000,327654.2195716843,1235231.9212950896,3131092.3293623454,1.0
gpt-oss-20b,coding,4,reference,1,isolated_fastest,1.2,4000,746478.2521303309,2513988.330171669,4058900.250939896,1.0
gpt-oss-20b,coding,4,reference,3,greedy,0.8,4000,-1401296.4847483453,-17.45336730882152,63193.87837053778,0.35
gpt-oss-20b,coding,4,reference,3,greedy,1.0,4000,-2531096.6245143404,-175936.06721669622,522224.1702936706,0.4345
gpt-oss-20b,coding,4,reference,3,greedy,1.2,4000,-2867382.486645083,-275354.8232197864,1873640.375752418,0.402
gpt-oss-20b,coding,4,reference,3,kv_only,0.8,4000,-10017.57413895403,-1905.5065867389371,717703.2820007221,0.3
gpt-oss-20b,coding,4,reference,3,kv_only,1.0,4000,1375930.9240085678,4166810.2667210875,5922300.46099262,1.0
gpt-oss-20b,coding,4,reference,3,kv_only,1.2,4000,3085570.4292727592,6422808.863882235,9950092.538607208,1.0
gpt-oss-20b,coding,4,reference,3,replay_only,0.8,4000,-1469858.1502182346,1.6912471289599922,38785.53621284916,0.5
gpt-oss-20b,coding,4,reference,3,replay_only,1.0,4000,-2063746.3915006006,-177749.88553534728,643268.7494903477,0.4195
gpt-oss-20b,coding,4,reference,3,replay_only,1.2,4000,-1214680.7672744195,-275337.22031233925,2279362.3688790374,0.402
gpt-oss-20b,coding,4,reference,3,isolated_fastest,0.8,4000,-10017.57413895403,-1905.5065867389371,717703.2820007221,0.3
gpt-oss-20b,coding,4,reference,3,isolated_fastest,1.0,4000,1375930.9240085678,4166810.2667210875,5922300.46099262,1.0
gpt-oss-20b,coding,4,reference,3,isolated_fastest,1.2,4000,3085570.4292727592,6422808.863882235,9950092.538607208,1.0
gpt-oss-20b,coding,4,reference,10,greedy,0.8,4000,-25.730449047293433,-4.289695296260348,52.58222158901073,0.3
gpt-oss-20b,coding,4,reference,10,greedy,1.0,4000,-2402293.5564414496,-167712.46644145437,934638.9181140251,0.35
gpt-oss-20b,coding,4,reference,10,greedy,1.2,4000,-2182813.8951101713,3810.2257625404745,2339397.8015699564,0.6445
gpt-oss-20b,coding,4,reference,10,kv_only,0.8,4000,-36889.49098169165,-14477.466201511459,-2886.2231479875954,0.0
gpt-oss-20b,coding,4,reference,10,kv_only,1.0,4000,4021549.4168000408,7284535.665559654,10706479.41715648,1.0
gpt-oss-20b,coding,4,reference,10,kv_only,1.2,4000,8096420.936941741,10844606.072949657,11672388.534877067,1.0
gpt-oss-20b,coding,4,reference,10,replay_only,0.8,4000,0.0,7.545276196307986,60.887432768474405,0.9
gpt-oss-20b,coding,4,reference,10,replay_only,1.0,4000,-2402266.3285867022,-167682.92831022106,934630.7401800854,0.35
gpt-oss-20b,coding,4,reference,10,replay_only,1.2,4000,-2182784.356978936,3827.1714905332774,2339431.163696233,0.6445
gpt-oss-20b,coding,4,reference,10,isolated_fastest,0.8,4000,-36889.49098169165,-14477.466201511459,-2886.2231479875954,0.0
gpt-oss-20b,coding,4,reference,10,isolated_fastest,1.0,4000,4021549.4168000408,7284535.665559654,10706479.41715648,1.0
gpt-oss-20b,coding,4,reference,10,isolated_fastest,1.2,4000,8096420.936941741,10844606.072949657,11672388.534877067,1.0
gpt-oss-20b,coding,4,reference,30,greedy,0.8,4000,-15.481702164374113,0.0,0.575949238046086,0.05
gpt-oss-20b,coding,4,reference,30,greedy,1.0,4000,-1687134.0312851695,-14717.638195140287,1274644.5039280436,0.482
gpt-oss-20b,coding,4,reference,30,greedy,1.2,4000,-2178.508415929973,-1.862645149230957e-09,133.63032015413046,0.29625
gpt-oss-20b,coding,4,reference,30,kv_only,0.8,4000,-110898.13428829763,-43600.74123478452,-8765.532732242345,0.0
gpt-oss-20b,coding,4,reference,30,kv_only,1.0,4000,5299356.003187417,10889511.197740689,11963447.291798597,1.0
gpt-oss-20b,coding,4,reference,30,kv_only,1.2,4000,11765158.121701067,11884168.63938272,11988277.194733838,1.0
gpt-oss-20b,coding,4,reference,30,replay_only,0.8,4000,0.0,0.0,0.9810370043440086,0.05
gpt-oss-20b,coding,4,reference,30,replay_only,1.0,4000,-1687123.3193030916,-14707.964571602643,1274645.0999045589,0.482
gpt-oss-20b,coding,4,reference,30,replay_only,1.2,4000,-2163.270218703896,-1.862645149230957e-09,135.08835668116808,0.33175
gpt-oss-20b,coding,4,reference,30,isolated_fastest,0.8,4000,-110898.13428829763,-43600.74123478452,-8765.532732242345,0.0
gpt-oss-20b,coding,4,reference,30,isolated_fastest,1.0,4000,5299356.003187417,10889511.197740689,11963447.291798597,1.0
gpt-oss-20b,coding,4,reference,30,isolated_fastest,1.2,4000,11765158.121701067,11884168.63938272,11988277.194733838,1.0
gpt-oss-20b,coding,4,reference,60,greedy,0.8,4000,0.0,0.0,1.471555506516013,0.05
gpt-oss-20b,coding,4,reference,60,greedy,1.0,4000,-3.725290298461914e-09,1.862645149230957e-09,1741588.0187296623,0.62475
gpt-oss-20b,coding,4,reference,60,greedy,1.2,4000,-3.725290298461914e-09,0.0,1.862645149230957e-09,0.4385
gpt-oss-20b,coding,4,reference,60,kv_only,0.8,4000,-222051.20681633847,-87201.48246956903,-17341.958818813953,0.0
gpt-oss-20b,coding,4,reference,60,kv_only,1.0,4000,11677106.626868887,11845386.421486396,11982524.941185443,1.0
gpt-oss-20b,coding,4,reference,60,kv_only,1.2,4000,11677106.626868887,11845386.421486396,11982524.941185443,1.0
gpt-oss-20b,coding,4,reference,60,replay_only,0.8,4000,0.0,0.0,1.471555506516013,0.05
gpt-oss-20b,coding,4,reference,60,replay_only,1.0,4000,-3.725290298461914e-09,1.862645149230957e-09,1741588.0187296623,0.62475
gpt-oss-20b,coding,4,reference,60,replay_only,1.2,4000,-3.725290298461914e-09,0.0,1.862645149230957e-09,0.4385
gpt-oss-20b,coding,4,reference,60,isolated_fastest,0.8,4000,-222051.20681633847,-87201.48246956903,-17341.958818813953,0.0
gpt-oss-20b,coding,4,reference,60,isolated_fastest,1.0,4000,11677106.626868887,11845386.421486396,11982524.941185443,1.0
gpt-oss-20b,coding,4,reference,60,isolated_fastest,1.2,4000,11677106.626868887,11845386.421486396,11982524.941185443,1.0
gpt-oss-20b,coding,4,reference,120,greedy,0.8,4000,0.0,0.0,12.300759164526088,0.1
gpt-oss-20b,coding,4,reference,120,greedy,1.0,4000,-1.862645149230957e-09,0.0,3.725290298461914e-09,0.23675
gpt-oss-20b,coding,4,reference,120,greedy,1.2,4000,-1.862645149230957e-09,0.0,3.725290298461914e-09,0.23675
gpt-oss-20b,coding,4,reference,120,kv_only,0.8,4000,-444091.65451172617,-174402.96493913807,-34825.55651769514,0.0
gpt-oss-20b,coding,4,reference,120,kv_only,1.0,4000,11464446.4664115,11760954.563671123,11961447.932669614,1.0
gpt-oss-20b,coding,4,reference,120,kv_only,1.2,4000,11464446.4664115,11760954.563671123,11961447.932669614,1.0
gpt-oss-20b,coding,4,reference,120,replay_only,0.8,4000,0.0,0.0,12.300759164526088,0.1
gpt-oss-20b,coding,4,reference,120,replay_only,1.0,4000,-1.862645149230957e-09,0.0,3.725290298461914e-09,0.23675
gpt-oss-20b,coding,4,reference,120,replay_only,1.2,4000,-1.862645149230957e-09,0.0,3.725290298461914e-09,0.23675
gpt-oss-20b,coding,4,reference,120,isolated_fastest,0.8,4000,-444091.65451172617,-174402.96493913807,-34825.55651769514,0.0
gpt-oss-20b,coding,4,reference,120,isolated_fastest,1.0,4000,11464446.4664115,11760954.563671123,11961447.932669614,1.0
gpt-oss-20b,coding,4,reference,120,isolated_fastest,1.2,4000,11464446.4664115,11760954.563671123,11961447.932669614,1.0
gpt-oss-20b,coding,4,reference,300,greedy,0.8,4000,0.0,0.0,0.0,0.0
gpt-oss-20b,coding,4,reference,300,greedy,1.0,4000,-3.725290298461914e-09,0.0,1.862645149230957e-09,0.24
gpt-oss-20b,coding,4,reference,300,greedy,1.2,4000,-3.725290298461914e-09,0.0,1.862645149230957e-09,0.24
gpt-oss-20b,coding,4,reference,300,kv_only,0.8,4000,-1110765.9105611786,-436091.5836629702,-86868.8946336919,0.0
gpt-oss-20b,coding,4,reference,300,kv_only,1.0,4000,10822090.260826636,11501289.038381027,11893145.374124495,1.0
gpt-oss-20b,coding,4,reference,300,kv_only,1.2,4000,10822090.260826636,11501289.038381027,11893145.374124495,1.0
gpt-oss-20b,coding,4,reference,300,replay_only,0.8,4000,0.0,0.0,0.0,0.0
gpt-oss-20b,coding,4,reference,300,replay_only,1.0,4000,-3.725290298461914e-09,0.0,1.862645149230957e-09,0.24
gpt-oss-20b,coding,4,reference,300,replay_only,1.2,4000,-3.725290298461914e-09,0.0,1.862645149230957e-09,0.24
gpt-oss-20b,coding,4,reference,300,isolated_fastest,0.8,4000,-1110765.9105611786,-436091.5836629702,-86868.8946336919,0.0
gpt-oss-20b,coding,4,reference,300,isolated_fastest,1.0,4000,10822090.260826636,11501289.038381027,11893145.374124495,1.0
gpt-oss-20b,coding,4,reference,300,isolated_fastest,1.2,4000,10822090.260826636,11501289.038381027,11893145.374124495,1.0
gpt-oss-20b,coding,4,reference,600,greedy,0.8,4000,0.0,0.0,0.9810370043440086,0.05
gpt-oss-20b,coding,4,reference,600,greedy,1.0,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.29675
gpt-oss-20b,coding,4,reference,600,greedy,1.2,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.29675
gpt-oss-20b,coding,4,reference,600,kv_only,0.8,4000,-2261639.606156054,-909924.6604355758,-170685.2843071026,0.0
gpt-oss-20b,coding,4,reference,600,kv_only,1.0,4000,9638517.643720653,11031745.058745814,11824423.545623746,1.0
gpt-oss-20b,coding,4,reference,600,kv_only,1.2,4000,9638517.643720653,11031745.058745814,11824423.545623746,1.0
gpt-oss-20b,coding,4,reference,600,replay_only,0.8,4000,0.0,0.0,0.9810370043440086,0.05
gpt-oss-20b,coding,4,reference,600,replay_only,1.0,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.29675
gpt-oss-20b,coding,4,reference,600,replay_only,1.2,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.29675
gpt-oss-20b,coding,4,reference,600,isolated_fastest,0.8,4000,-2261639.606156054,-909924.6604355758,-170685.2843071026,0.0
gpt-oss-20b,coding,4,reference,600,isolated_fastest,1.0,4000,9638517.643720653,11031745.058745814,11824423.545623746,1.0
gpt-oss-20b,coding,4,reference,600,isolated_fastest,1.2,4000,9638517.643720653,11031745.058745814,11824423.545623746,1.0
gpt-oss-20b,coding,4,reference,1800,greedy,0.8,4000,0.0,0.0,0.9810370043440086,0.05
gpt-oss-20b,coding,4,reference,1800,greedy,1.0,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.30975
gpt-oss-20b,coding,4,reference,1800,greedy,1.2,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.30975
gpt-oss-20b,coding,4,reference,1800,kv_only,0.8,4000,-4695874.34272143,-2479835.5609928775,-764520.0878891682,0.0
gpt-oss-20b,coding,4,reference,1800,kv_only,1.0,4000,7091391.443744947,9461288.789893525,11219753.842237761,1.0
gpt-oss-20b,coding,4,reference,1800,kv_only,1.2,4000,7091391.443744947,9461288.789893525,11219753.842237761,1.0
gpt-oss-20b,coding,4,reference,1800,replay_only,0.8,4000,0.0,0.0,0.9810370043440086,0.05
gpt-oss-20b,coding,4,reference,1800,replay_only,1.0,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.30975
gpt-oss-20b,coding,4,reference,1800,replay_only,1.2,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.30975
gpt-oss-20b,coding,4,reference,1800,isolated_fastest,0.8,4000,-4695874.34272143,-2479835.5609928775,-764520.0878891682,0.0
gpt-oss-20b,coding,4,reference,1800,isolated_fastest,1.0,4000,7091391.443744947,9461288.789893525,11219753.842237761,1.0
gpt-oss-20b,coding,4,reference,1800,isolated_fastest,1.2,4000,7091391.443744947,9461288.789893525,11219753.842237761,1.0
gpt-oss-20b,coding,4,reference,3600,greedy,0.8,4000,0.0,0.0,0.042941385982457905,0.05
gpt-oss-20b,coding,4,reference,3600,greedy,1.0,4000,-3.725290298461914e-09,0.0,5.587935447692871e-09,0.31375
gpt-oss-20b,coding,4,reference,3600,greedy,1.2,4000,-3.725290298461914e-09,0.0,5.587935447692871e-09,0.31375
gpt-oss-20b,coding,4,reference,3600,kv_only,0.8,4000,-5950602.055401845,-4136056.419391957,-1164301.162726318,0.0
gpt-oss-20b,coding,4,reference,3600,kv_only,1.0,4000,4116277.074381355,8089237.18044247,10719460.360319246,1.0
gpt-oss-20b,coding,4,reference,3600,kv_only,1.2,4000,4116277.074381355,8089237.18044247,10719460.360319246,1.0
gpt-oss-20b,coding,4,reference,3600,replay_only,0.8,4000,0.0,0.0,0.042941385982457905,0.05
gpt-oss-20b,coding,4,reference,3600,replay_only,1.0,4000,-3.725290298461914e-09,0.0,5.587935447692871e-09,0.31375
gpt-oss-20b,coding,4,reference,3600,replay_only,1.2,4000,-3.725290298461914e-09,0.0,5.587935447692871e-09,0.31375
gpt-oss-20b,coding,4,reference,3600,isolated_fastest,0.8,4000,-5950602.055401845,-4136056.419391957,-1164301.162726318,0.0
gpt-oss-20b,coding,4,reference,3600,isolated_fastest,1.0,4000,4116277.074381355,8089237.18044247,10719460.360319246,1.0
gpt-oss-20b,coding,4,reference,3600,isolated_fastest,1.2,4000,4116277.074381355,8089237.18044247,10719460.360319246,1.0
gpt-oss-20b,coding,4,10,1,greedy,0.8,4000,-2310869.656661683,-3.000661227410803,437835.6615362881,0.43725
gpt-oss-20b,coding,4,10,1,greedy,1.0,4000,-1751326.9777004304,-1.500330613926053,8427.537178663531,0.287
gpt-oss-20b,coding,4,10,1,greedy,1.2,4000,-28.69349998049438,0.0,6125.959161519515,0.337
gpt-oss-20b,coding,4,10,1,kv_only,0.8,4000,-2219.038635885522,289991.6669529109,2032475.4748309122,0.6
gpt-oss-20b,coding,4,10,1,kv_only,1.0,4000,258930.21624212567,1290804.8792242454,3166710.2403032235,0.95
gpt-oss-20b,coding,4,10,1,kv_only,1.2,4000,662674.3694378902,2336805.3726724004,4074318.6645318847,1.0
gpt-oss-20b,coding,4,10,1,replay_only,0.8,4000,-2310869.656661683,0.7501653069691161,437843.7360271645,0.53725
gpt-oss-20b,coding,4,10,1,replay_only,1.0,4000,-1751301.6326149816,0.0,556.0813308096051,0.337
gpt-oss-20b,coding,4,10,1,replay_only,1.2,4000,-4.466084827633611,0.0,920.4352403735975,0.437
gpt-oss-20b,coding,4,10,1,isolated_fastest,0.8,4000,-2219.038635885522,289991.6669529109,2032475.4748309122,0.6
gpt-oss-20b,coding,4,10,1,isolated_fastest,1.0,4000,258930.21624212567,1290804.8792242454,3166710.2403032235,0.95
gpt-oss-20b,coding,4,10,1,isolated_fastest,1.2,4000,662674.3694378902,2336805.3726724004,4074318.6645318847,1.0
gpt-oss-20b,coding,4,10,3,greedy,0.8,4000,-585542.427888144,-7.816983944954716,193937.51288239937,0.45
gpt-oss-20b,coding,4,10,3,greedy,1.0,4000,-7575618.4490776975,-489877.77695684554,87809.59511315818,0.35
gpt-oss-20b,coding,4,10,3,greedy,1.2,4000,-290711.94964878965,515.5587719590403,319462.8351072674,0.7
gpt-oss-20b,coding,4,10,3,kv_only,0.8,4000,-10308.20817128913,-5276.829426960797,1185731.0465963238,0.25
gpt-oss-20b,coding,4,10,3,kv_only,1.0,4000,1413140.6345950062,4345520.665950392,5956977.475720076,1.0
gpt-oss-20b,coding,4,10,3,kv_only,1.2,4000,1935294.5480146178,7241827.391958548,10843561.285065047,1.0
gpt-oss-20b,coding,4,10,3,replay_only,0.8,4000,-267804.2309058797,20.668385599618283,193959.08231657883,0.85
gpt-oss-20b,coding,4,10,3,replay_only,1.0,4000,-5695817.480982209,-196113.67107952177,227729.09199769382,0.45
gpt-oss-20b,coding,4,10,3,replay_only,1.2,4000,-32459.303327111982,129.79104705899954,643.5085064950566,0.6
gpt-oss-20b,coding,4,10,3,isolated_fastest,0.8,4000,-10308.20817128913,-5276.829426960797,1185731.0465963238,0.25
gpt-oss-20b,coding,4,10,3,isolated_fastest,1.0,4000,1413140.6345950062,4345520.665950392,5956977.475720076,1.0
gpt-oss-20b,coding,4,10,3,isolated_fastest,1.2,4000,1935294.5480146178,7241827.391958548,10843561.285065047,1.0
gpt-oss-20b,coding,4,10,10,greedy,0.8,4000,-110.68470656157476,-15.864776676456417,24.721991667869027,0.1
gpt-oss-20b,coding,4,10,10,greedy,1.0,4000,-2114835.164889514,-59830.90384216234,131570.67728676496,0.45
gpt-oss-20b,coding,4,10,10,greedy,1.2,4000,-444.11007310980835,162.2069885013625,354.8245838808739,0.8
gpt-oss-20b,coding,4,10,10,kv_only,0.8,4000,-34643.01354810982,-20336.31433390435,-11889.880134315374,0.0
gpt-oss-20b,coding,4,10,10,kv_only,1.0,4000,3474996.727781952,7545076.899949957,10709496.828471437,1.0
gpt-oss-20b,coding,4,10,10,kv_only,1.2,4000,10412633.095202083,11193155.52717789,11670004.540270802,1.0
gpt-oss-20b,coding,4,10,10,replay_only,0.8,4000,0.0,0.0,36.082630714223825,0.35
gpt-oss-20b,coding,4,10,10,replay_only,1.0,4000,-2114735.8898500474,-59794.13032042235,131692.62473696342,0.45
gpt-oss-20b,coding,4,10,10,replay_only,1.2,4000,-386.4257763689377,243.46507735922933,374.9676322536342,0.85
gpt-oss-20b,coding,4,10,10,isolated_fastest,0.8,4000,-34643.01354810982,-20336.31433390435,-11889.880134315374,0.0
gpt-oss-20b,coding,4,10,10,isolated_fastest,1.0,4000,3474996.727781952,7545076.899949957,10709496.828471437,1.0
gpt-oss-20b,coding,4,10,10,isolated_fastest,1.2,4000,10412633.095202083,11193155.52717789,11670004.540270802,1.0
gpt-oss-20b,coding,4,10,30,greedy,0.8,4000,-18.947384344742645,0.0,0.042941385982457905,0.05
gpt-oss-20b,coding,4,10,30,greedy,1.0,4000,-2256185.222093077,-1.862645149230957e-09,1071.7287866289473,0.27775
gpt-oss-20b,coding,4,10,30,greedy,1.2,4000,-33.920778216140114,0.0,120.64385316054987,0.37775
gpt-oss-20b,coding,4,10,30,kv_only,0.8,4000,-104438.29123189377,-61338.38002988552,-35774.11913525736,0.0
gpt-oss-20b,coding,4,10,30,kv_only,1.0,4000,4939770.607130299,11785209.532469876,11961548.088898947,1.0
gpt-oss-20b,coding,4,10,30,kv_only,1.2,4000,11765031.703314377,11880085.89490316,11965507.091564782,1.0
gpt-oss-20b,coding,4,10,30,replay_only,0.8,4000,0.0,0.0,3.710938680612191,0.15
gpt-oss-20b,coding,4,10,30,replay_only,1.0,4000,-2256170.745805714,-1.862645149230957e-09,1086.4787002498947,0.27775
gpt-oss-20b,coding,4,10,30,replay_only,1.2,4000,-20.116506498863465,0.0,140.49074360802757,0.42775
gpt-oss-20b,coding,4,10,30,isolated_fastest,0.8,4000,-104438.29123189377,-61338.38002988552,-35774.11913525736,0.0
gpt-oss-20b,coding,4,10,30,isolated_fastest,1.0,4000,4939770.607130299,11785209.532469876,11961548.088898947,1.0
gpt-oss-20b,coding,4,10,30,isolated_fastest,1.2,4000,11765031.703314377,11880085.89490316,11965507.091564782,1.0
gpt-oss-20b,coding,4,10,60,greedy,0.8,4000,0.0,0.0,2.943111013032026,0.05
gpt-oss-20b,coding,4,10,60,greedy,1.0,4000,-3.725290298461914e-09,-1.862645149230957e-09,3.725290298461914e-09,0.225
gpt-oss-20b,coding,4,10,60,greedy,1.2,4000,-3.725290298461914e-09,-1.862645149230957e-09,3.725290298461914e-09,0.225
gpt-oss-20b,coding,4,10,60,kv_only,0.8,4000,-209121.5584434184,-122748.58055639852,-71548.23827051472,0.0
gpt-oss-20b,coding,4,10,60,kv_only,1.0,4000,11675717.600354154,11806443.940047817,11930087.923198976,1.0
gpt-oss-20b,coding,4,10,60,kv_only,1.2,4000,11675717.600354154,11806443.940047817,11930087.923198976,1.0
gpt-oss-20b,coding,4,10,60,replay_only,0.8,4000,0.0,0.0,2.943111013032026,0.05
gpt-oss-20b,coding,4,10,60,replay_only,1.0,4000,-3.725290298461914e-09,-1.862645149230957e-09,3.725290298461914e-09,0.225
gpt-oss-20b,coding,4,10,60,replay_only,1.2,4000,-3.725290298461914e-09,-1.862645149230957e-09,3.725290298461914e-09,0.225
gpt-oss-20b,coding,4,10,60,isolated_fastest,0.8,4000,-209121.5584434184,-122748.58055639852,-71548.23827051472,0.0
gpt-oss-20b,coding,4,10,60,isolated_fastest,1.0,4000,11675717.600354154,11806443.940047817,11930087.923198976,1.0
gpt-oss-20b,coding,4,10,60,isolated_fastest,1.2,4000,11675717.600354154,11806443.940047817,11930087.923198976,1.0
gpt-oss-20b,coding,4,10,120,greedy,0.8,4000,0.0,0.0,0.4905185021720043,0.05
gpt-oss-20b,coding,4,10,120,greedy,1.0,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.20075
gpt-oss-20b,coding,4,10,120,greedy,1.2,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.20075
gpt-oss-20b,coding,4,10,120,kv_only,0.8,4000,-418243.1168868368,-245739.3929354207,-143098.75230679003,0.0
gpt-oss-20b,coding,4,10,120,kv_only,1.0,4000,11463160.397659173,11672944.15301969,11852999.953827333,1.0
gpt-oss-20b,coding,4,10,120,kv_only,1.2,4000,11463160.397659173,11672944.15301969,11852999.953827333,1.0
gpt-oss-20b,coding,4,10,120,replay_only,0.8,4000,0.0,0.0,0.4905185021720043,0.05
gpt-oss-20b,coding,4,10,120,replay_only,1.0,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.20075
gpt-oss-20b,coding,4,10,120,replay_only,1.2,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.20075
gpt-oss-20b,coding,4,10,120,isolated_fastest,0.8,4000,-418243.1168868368,-245739.3929354207,-143098.75230679003,0.0
gpt-oss-20b,coding,4,10,120,isolated_fastest,1.0,4000,11463160.397659173,11672944.15301969,11852999.953827333,1.0
gpt-oss-20b,coding,4,10,120,isolated_fastest,1.2,4000,11463160.397659173,11672944.15301969,11852999.953827333,1.0
gpt-oss-20b,coding,4,10,300,greedy,0.8,4000,0.0,0.0,13.281796168870097,0.15
gpt-oss-20b,coding,4,10,300,greedy,1.0,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.246
gpt-oss-20b,coding,4,10,300,greedy,1.2,4000,-3.725290298461914e-09,0.0,3.725290298461914e-09,0.246
gpt-oss-20b,coding,4,10,300,kv_only,0.8,4000,-1045842.429511567,-614572.6219923084,-357748.0186498554,0.0
gpt-oss-20b,coding,4,10,300,kv_only,1.0,4000,10841632.192370862,11311634.734427733,11638569.204569647,1.0
gpt-oss-20b,coding,4,10,300,kv_only,1.2,4000,10841632.192370862,11311634.734427733,11638569.204569647,1.0
gpt-oss-20b,coding,4,10,300,replay_only,0.8,4000,0.0,0.0,13.281796168870097,0.15
