model,offered_rps,replicates,exact_completion_rate_min,p90_ttft_s,p90_ttft_s_min,p90_ttft_s_max,p90_mean_tpot_s,p90_mean_tpot_s_min,p90_mean_tpot_s_max
Qwen/Qwen3.8-27B,0.125,1,1.0,2.9200963675000007,2.9200963675000007,2.9200963675000007,0.14557566865806454,0.14557566865806454,0.14557566865806454
Qwen/Qwen3.8-27B,0.25,1,1.0,5.449397105500001,5.449397105500001,5.449397105500001,0.21811635027194523,0.21811635027194523,0.21811635027194523
Qwen/Qwen3.8-27B,0.5,1,1.0,7.2596429810000025,7.2596429810000025,7.2596429810000025,0.2490088748185728,0.2490088748185728,0.2490088748185728
Qwen/Qwen3.8-27B,1.0,1,1.0,22.484655597900005,22.484655597900005,22.484655597900005,0.2593935492335288,0.2593935492335288,0.2593935492335288
Qwen/Qwen3.8-27B,2.0,1,1.0,27.491010912500002,27.491010912500002,27.491010912500002,0.25941523795698923,0.25941523795698923,0.25941523795698923
Qwen/Qwen3.8-27B,4.0,1,1.0,37.96991088320001,37.96991088320001,37.96991088320001,0.25946342699061586,0.25946342699061586,0.25946342699061586
Qwen/Qwen3.8-27B,8.0,1,1.0,43.5122147899,43.5122147899,43.5122147899,0.2594070972974585,0.2594070972974585,0.2594070972974585
