connection_id,route,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
678b1c5e7d116468,kv,5571939336642554,5571939337852810,0,0
4b4749a790c49e5e,api,5571939336904151,5571939337905199,0,0
b7f7f48ad36cd64b,api,5571962508960583,5571968675579947,43412,26990
f6a2f5de4f7ca9f8,api,5571971410515501,5571973055310717,43560,20868
4673a9535443c7ce,api,5571975666361194,5571978766970183,32058,9333
ffdbd2ce251cfa8b,api,5571981245245339,5571982297224947,32206,13507
c783494ef701933c,api,5571984849317838,5571988031186407,24901,21065
e655c2140bddaf0d,api,5571990896545168,5571991940101185,25049,13507
b4ac97aaead44ed4,api,5571994509975721,5571997547474724,31742,9092
cd9867d99812c5e9,api,5572000068463895,5572000642122308,31890,7396
72dd9881b0cc81bf,api,5572003166044115,5572004124169593,43528,11828
d8fe9f75c883ec39,api,5572004126039881,5572005553752603,32174,18169
2be69e56f383ae0b,api,5572005555675111,5572006559674210,25017,12772
d6eb61c514d48cd6,api,5572006561310211,5572007175093301,31858,7642
