phase,gpu,samples,power_mean_w
baseline,0,119,210.11672268907566
baseline,1,119,83.90848739495799
drain,0,301,149.87810631229235
drain,1,301,130.79059800664453
post,0,120,95.53433333333332
post,1,120,148.44566666666665
