bucket,bucket_start_s,bucket_end_s,gpu,node,ell,power_mean_w,samples
0,0.0,5.0,0,source,5.65625323043163,235.11100000000002,20
0,0.0,5.0,1,sink,0,85.21649999999998,20
1,5.0,10.0,0,source,5.65625323043163,182.0045,20
1,5.0,10.0,1,sink,0,85.50049999999999,20
2,10.0,15.0,0,source,5.65625323043163,234.4045,20
2,10.0,15.0,1,sink,0,85.34799999999998,20
3,15.0,20.0,0,source,5.65625323043163,181.1125,20
3,15.0,20.0,1,sink,0,85.38349999999998,20
4,20.0,25.0,0,source,5.65625323043163,206.728,20
4,20.0,25.0,1,sink,0,85.41049999999998,20
5,25.0,30.0,0,source,5.65625323043163,197.8325,20
5,25.0,30.0,1,sink,0,85.03549999999998,20
6,30.0,35.0,0,source,5.65625323043163,198.35899999999998,20
6,30.0,35.0,1,sink,0,85.112,20
7,35.0,40.0,0,source,5.65625323043163,191.748,20
7,35.0,40.0,1,sink,0,85.1105,20
8,40.0,45.0,0,source,5.65625323043163,175.1645,20
8,40.0,45.0,1,sink,0,85.10799999999998,20
9,45.0,50.0,0,source,5.65625323043163,186.036,20
9,45.0,50.0,1,sink,0,85.101,20
10,50.0,55.0,0,source,5.65625323043163,185.7475,20
10,50.0,55.0,1,sink,0,85.1165,20
11,55.0,60.0,0,source,5.65625323043163,171.76350000000002,20
11,55.0,60.0,1,sink,0,85.43649999999998,20
12,60.0,65.0,0,source,5.65625323043163,176.33300000000003,20
12,60.0,65.0,1,sink,0,85.3805,20
13,65.0,70.0,0,source,3.7327062695665374,147.8655,20
13,65.0,70.0,1,sink,1.9235469608650924,167.4725,20
14,70.0,75.0,0,source,0.2448077148538257,111.85099999999997,20
14,70.0,75.0,1,sink,5.411445515577804,139.6565,20
15,75.0,80.0,0,source,0.2448077148538257,99.18249999999999,20
15,75.0,80.0,1,sink,5.411445515577804,134.6415,20
16,80.0,85.0,0,source,0.2448077148538257,89.523,20
16,80.0,85.0,1,sink,5.411445515577804,155.849,20
17,85.0,90.0,0,source,0.2448077148538257,88.68099999999998,20
17,85.0,90.0,1,sink,5.411445515577804,158.768,20
18,90.0,95.0,0,source,0.2448077148538257,88.32449999999999,20
18,90.0,95.0,1,sink,5.411445515577804,155.72,20
19,95.0,100.0,0,source,0.2448077148538257,108.04473684210525,19
19,95.0,100.0,1,sink,5.411445515577804,154.93684210526317,19
20,100.0,104.20181369781494,0,source,0.2448077148538257,98.76352941176471,17
20,100.0,104.20181369781494,1,sink,5.411445515577804,161.00411764705882,17
