achieved_shed_w,configured_goodput_mbps,credited_sessions,deadline_miss_sessions,destination_load,episode_elapsed_s,full_drain_s,kv_w,last_first_token_s,last_route_commit_s,load_fraction,measured_goodput_mbps,offered_rho,offered_rho_decode,offered_rho_prefill,planned_sessions,policy,queue_at_start,repeat,replay_w,requested_shed_w,right_censored,scenario_id,trace_id,unmet_w
147.15586570875013,10000,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.6576877222193082,""offered_rho_decode"":0.021637061224623187,""offered_rho_prefill"":0.636050660994685,""offered_rps"":1.7130723725004788,""queue_at_start"":0.0,""request_count"":103,""target_rho"":0.65,""work_per_request_s"":0.37943522435729343}",32.809844846,9.973909879,0.0,9.973909879,6.287762457,0.65,0.0022409061468151898,0.6576877222193082,0.021637061224623187,0.636050660994685,8,greedy,0.0,6,147.15586570875013,147.15586570875013,False,cap-70afa8332db61fc5,56056c15855a8065,0
147.15586570875013,10000,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.8094618119622253,""offered_rho_decode"":0.026630229199536216,""offered_rho_prefill"":0.7828315827626892,""offered_rps"":2.1083967661544354,""queue_at_start"":0.0,""request_count"":127,""target_rho"":0.8,""work_per_request_s"":0.37943522435729343}",32.786559394,10.157203059,0.0,10.157203059,6.591286842,0.8,538.793096342491,0.8094618119622253,0.026630229199536216,0.7828315827626892,8,greedy,0.0,3,147.15586570875013,147.15586570875013,False,cap-68fd0c33e8644308,dc42a4771bf9390d,0
147.15586570875013,10000,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.5059136324763909,""offered_rho_decode"":0.01664389324971016,""offered_rho_prefill"":0.48926973922668077,""offered_rps"":1.317747978846522,""queue_at_start"":0.0,""request_count"":80,""target_rho"":0.5,""work_per_request_s"":0.37943522435729343}",32.824958889,9.284590733,0.0,9.284590733,6.124087551,0.5,19617.759632305162,0.5059136324763909,0.01664389324971016,0.48926973922668077,8,replay_only,0.0,0,147.15586570875013,147.15586570875013,False,cap-fb62feae160bc360,55b9d5c07a96b4d4,0
147.15586570875013,10000,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.6450398814073984,""offered_rho_decode"":0.021220963893380438,""offered_rho_prefill"":0.623818917514018,""offered_rps"":1.7130723725004788,""queue_at_start"":0.0,""request_count"":103,""target_rho"":0.65,""work_per_request_s"":0.37943522435729343}",32.522074598,9.576434256,0.0,9.576434256,6.32285638,0.65,0.0011625306279138535,0.6450398814073984,0.021220963893380438,0.623818917514018,8,replay_only,0.0,2,147.15586570875013,147.15586570875013,False,cap-23af195cb2619db9,5680ddd6534d0921,0
73.17239305787379,10000,5,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.9232923792694132,""offered_rho_decode"":0.030375105180720986,""offered_rho_prefill"":0.8929172740886923,""offered_rps"":2.437833760866066,""queue_at_start"":0.0,""request_count"":146,""target_rho"":0.925,""work_per_request_s"":0.37943522435729343}",32.506163167,3.171013543,73.17239305787379,3.171013543,2.531888295,0.925,4135.9296718437245,0.9232923792694132,0.030375105180720986,0.8929172740886923,5,kv_only,0.0,4,0.0,147.15586570875013,False,cap-4ab04235ec2ad9fe,cf93c8425c32fe4c,73.98347265087634
118.67134193660972,10000,7,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.8979966976455936,""offered_rho_decode"":0.02954291051823548,""offered_rho_prefill"":0.8684537871273582,""offered_rps"":2.3719463619237398,""queue_at_start"":0.0,""request_count"":142,""target_rho"":0.9,""work_per_request_s"":0.37943522435729343}",32.643833379,3.950282665,118.67134193660972,3.950282665,3.215977062,0.9,6261.600961272202,0.8979966976455936,0.02954291051823548,0.8684537871273582,7,kv_only,0.0,8,0.0,147.15586570875013,False,cap-7e1d06534600c419,dd7bef0b80604dc7,28.484523772140406
147.15586570875013,10000,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.2529568162381955,""offered_rho_decode"":0.00832194662485508,""offered_rho_prefill"":0.24463486961334044,""offered_rps"":0.658873989423261,""queue_at_start"":0.0,""request_count"":40,""target_rho"":0.25,""work_per_request_s"":0.37943522435729343}",32.697457437,5.590650613,90.93226205630872,5.590650613,3.355608448,0.25,6480.758910041078,0.2529568162381955,0.00832194662485508,0.24463486961334044,8,lp,0.0,4,56.22360365244141,147.15586570875013,False,cap-244de303f5e8d5a9,ac3a71e62d8c247b,0
147.15586570875013,10000,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.6450398814073984,""offered_rho_decode"":0.021220963893380438,""offered_rho_prefill"":0.623818917514018,""offered_rps"":1.7130723725004788,""queue_at_start"":0.0,""request_count"":103,""target_rho"":0.65,""work_per_request_s"":0.37943522435729343}",32.580016559,4.464744354,147.15586570875013,4.464744354,3.846621756,0.65,6700.3235728446025,0.6450398814073984,0.021220963893380438,0.623818917514018,8,kv_only,0.0,3,0.0,147.15586570875013,False,cap-2697aa716d3d0dbf,9e0e60182b60d3b0,0
147.15586570875013,10000,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.8727010160217742,""offered_rho_decode"":0.028710715855749976,""offered_rho_prefill"":0.8439903001660242,""offered_rps"":2.306058962981414,""queue_at_start"":0.0,""request_count"":138,""target_rho"":0.875,""work_per_request_s"":0.37943522435729343}",32.449999663,5.886885136,90.93226205630872,5.886885136,4.009129972,0.875,5424.4261146475155,0.8727010160217742,0.028710715855749976,0.8439903001660242,8,lp,0.0,4,56.22360365244141,147.15586570875013,False,cap-908570634ba29a66,26f67f63865a59d4,0
147.15586570875013,10000,8,0,"{""achieved_rho"":null,""blocked_arrivals"":0,""max_inflight"":256,""offered_rho"":0.8727010160217742,""offered_rho_decode"":0.028710715855749976,""offered_rho_prefill"":0.8439903001660242,""offered_rps"":2.306058962981414,""queue_at_start"":0.0,""request_count"":138,""target_rho"":0.875,""work_per_request_s"":0.37943522435729343}",32.6071406,6.28362114,90.93226205630872,6.28362114,3.931920616,0.875,5530.902780928554,0.8727010160217742,0.028710715855749976,0.8439903001660242,8,lp,0.0,8,56.22360365244141,147.15586570875013,False,cap-56cb3fa397695ead,e3f3bead3e9d7e2c,0
