step,complete_weight,active_weight,progress,complete_leaf_count,active_leaf_count
0,0,0,0.0,0,0
1,0,4.0,0.0,0,4
2,1.0,4.0,0.25,1,4
3,2.0,4.0,0.5,2,4
4,3.0,4.0,0.75,3,4
5,3.0,7.0,0.42857142857142855,3,7
6,3.0,9.0,0.3333333333333333,3,9
7,4.0,9.0,0.4444444444444444,4,9
8,5.0,9.0,0.5555555555555556,5,9
9,6.0,9.0,0.6666666666666666,6,9
10,9.0,9.0,1.0,9,9
