connection_id,route,key_hash,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes,client_rtt_us,client_rttvar_us,client_snd_cwnd,client_total_retrans,target_rtt_us,target_rttvar_us,target_snd_cwnd,target_total_retrans
828621a881283e46,kv/east,,3547720988361,3547722170996,0,0,21,10,10,0,40,23,10,0
4b6ee9bd362eb532,kv/west,,3547721477253,3547722330944,0,0,13,6,10,0,24,12,10,0
65eab3f5a2edbb6b,kv/west,,3620387005097,4238687738427,2743367693,7121939564,21889,326,1856,1723,11204,5222,78,7
336a6125d9688487,kv/west,,3620387790041,4238687823215,2365877759,6945778592,22130,124,1329,1197,8092,2666,10,2
a44a81ca657113b9,kv/west,,3620386353543,4238688061049,2554621453,6706703104,21650,48,1434,2436,8809,3623,10,5
5a3e1660b3aebb51,kv/west,,3620386733180,4238688130589,2806286922,6366964401,21737,67,1675,1547,11364,5826,15,11
33afb0d7dc563a51,kv/west,,3620386828248,4238688185111,2982458685,7788834720,22274,73,2436,967,13633,10153,85,6
49a2455942c8b31d,kv/west,,3620387096738,4238688228011,3208957146,7474261833,22997,817,2333,938,11683,6627,97,12
aec28cba8ebde158,kv/west,,3620387350972,4238688267625,2290378885,6908029795,21950,148,1671,1330,13419,7085,41,5
8bb2213d3594ef2b,kv/west,,3620386914649,4238688306528,2453950459,6278883622,22025,74,1136,1657,11408,6897,10,4
f97aae8a55ba61a8,kv/east,,3617527940757,4242055544614,1862339853,641730519,101627,141,10,1148,1071,913,78,12
3a09a16f7234e574,kv/east,,3617534024020,4242055773761,1434518626,427820788,101913,357,10,0,2210,1635,92,11
f46b84ebbd1d2f3d,kv/east,,3617532147411,4242055818144,1560347415,616564605,101665,51,10,0,1490,1254,46,6
a3fa6b613ac47b65,kv/east,,3617532391736,4242055971561,931193064,415237647,101766,160,10,0,1263,824,10,7
d1d6b84dffc215cd,kv/east,,3617532490911,4242056106853,1522598266,603981673,101892,110,10,0,1530,796,10,5
9452cbdcc16b7231,kv/east,,3617529786298,4242056215276,1837171120,616564615,101733,36,10,62,1684,1332,72,12
26fdbdcb6839b30c,kv/east,,3617532283284,4242057332021,1774255397,427820771,103856,27,10,0,1416,781,65,4
9c2e1ad2b3ba4248,kv/east,,3617529657949,4242057680812,1648428107,427820801,104418,132,10,12,2384,1749,69,13
