phase,gpu,samples,power_mean_w
baseline,0,240,294.16337500000003
baseline,1,240,82.68475000000002
drain,0,27,166.44481481481478
drain,1,27,350.01148148148144
post,0,239,133.64171548117156
post,1,239,307.14778242677824
