phase,gpu,samples,power_mean_w
baseline,0,120,333.7924999999999
baseline,1,120,85.22999999999999
drain,0,1373,337.7283394027677
drain,1,1373,216.28980335032776
post,0,120,311.57191666666665
post,1,120,190.07825
