committed_before_power_window,committed_by_deadline,condition,context_profile,episode,hit_power_target,match_id,policy,power_attainment_fraction,power_target_fraction,required_deadline_s,sample_id,scenario_id,token_distribution
8,8,large-fixed-10000mbps-19s,large,114,True,7148e115bcd4269f,greedy,1,1.0,19.0,e33c7532b46acaed,p-e70fd6df90814d07,fixed
8,8,large-fixed-10000mbps-19s,large,114,True,7148e115bcd4269f,queue_haul,1,1.0,19.0,e33c7532b46acaed,p-706efe43b8fb89cc,fixed
8,8,medium-fixed-2500mbps-30s,medium,59,True,b4cd7b1c72538c62,replay_only,1,1.0,30.0,f7e97c59b5dc6a00,p-6c9d5bf256a98ca1,fixed
8,8,medium-fixed-2500mbps-30s,medium,59,True,b4cd7b1c72538c62,queue_haul,1,1.0,30.0,f7e97c59b5dc6a00,p-2b32f40e33d1c3fb,fixed
8,8,medium-fixed-2500mbps-30s,medium,59,True,b4cd7b1c72538c62,kv_only,1,1.0,30.0,f7e97c59b5dc6a00,p-0fe6b4e75475c240,fixed
8,8,medium-fixed-2500mbps-30s,medium,59,True,b4cd7b1c72538c62,greedy,1,1.0,30.0,f7e97c59b5dc6a00,p-61aae1615502583a,fixed
8,8,tiny-fixed-5000mbps-19s,tiny,14,True,6f479d3d88892d48,queue_haul,1,1.0,19.0,bdd7bd934af6b024,p-b1ce583cc5b7aebf,fixed
8,8,tiny-fixed-5000mbps-19s,tiny,14,True,6f479d3d88892d48,greedy,1,1.0,19.0,bdd7bd934af6b024,p-b19c996e0214f2ac,fixed
8,8,tiny-fixed-5000mbps-19s,tiny,14,True,6f479d3d88892d48,kv_only,1,1.0,19.0,bdd7bd934af6b024,p-64888bcd074afdb2,fixed
8,8,tiny-fixed-5000mbps-19s,tiny,14,True,6f479d3d88892d48,replay_only,1,1.0,19.0,bdd7bd934af6b024,p-39ea0ea99040dd06,fixed
8,8,medium-fixed-2500mbps-30s,medium,58,True,f48fc38e4aa6287c,greedy,1,1.0,30.0,b6455b687844b7e4,p-d39e737fd6dceb22,fixed
8,8,medium-fixed-2500mbps-30s,medium,58,True,f48fc38e4aa6287c,kv_only,1,1.0,30.0,b6455b687844b7e4,p-28c1e9e90816d90f,fixed
8,8,medium-fixed-2500mbps-30s,medium,58,True,f48fc38e4aa6287c,replay_only,1,1.0,30.0,b6455b687844b7e4,p-2325d877ee0ffe06,fixed
8,8,medium-fixed-2500mbps-30s,medium,58,True,f48fc38e4aa6287c,queue_haul,1,1.0,30.0,b6455b687844b7e4,p-c94781a34e82c929,fixed
8,8,small-fixed-10000mbps-30s,small,46,True,4e7f8c9eddffcc2a,queue_haul,1,1.0,30.0,837f3ff09bbaac24,p-7123a5dd5d6528dd,fixed
8,8,small-fixed-10000mbps-30s,small,46,True,4e7f8c9eddffcc2a,replay_only,1,1.0,30.0,837f3ff09bbaac24,p-1e20f6e4f2e6cf59,fixed
8,8,small-fixed-10000mbps-30s,small,46,True,4e7f8c9eddffcc2a,greedy,1,1.0,30.0,837f3ff09bbaac24,p-082bfd2c90b85af0,fixed
8,8,small-fixed-10000mbps-30s,small,46,True,4e7f8c9eddffcc2a,kv_only,1,1.0,30.0,837f3ff09bbaac24,p-9191db5626d31d0c,fixed
8,8,small-fixed-5000mbps-30s,small,39,True,1f4658844f53d474,replay_only,1,1.0,30.0,7094953b638284e1,p-9ff8fe0cdf0b6b43,fixed
8,8,small-fixed-5000mbps-30s,small,39,True,1f4658844f53d474,queue_haul,1,1.0,30.0,7094953b638284e1,p-f77eb88c75efb082,fixed
8,8,small-fixed-5000mbps-30s,small,39,True,1f4658844f53d474,kv_only,1,1.0,30.0,7094953b638284e1,p-61f39a09be77b67b,fixed
8,8,small-fixed-5000mbps-30s,small,39,True,1f4658844f53d474,greedy,1,1.0,30.0,7094953b638284e1,p-13dba1bbbf38fe5b,fixed
7,8,mixed-fixed-1000mbps-30s,mixed,75,False,c8ba7a42d861e15c,kv_only,0.9274021310912431,1.0,30.0,3c2f94941cabfb0f,p-665a7c58bb8de183,fixed
8,8,mixed-fixed-1000mbps-30s,mixed,75,True,c8ba7a42d861e15c,greedy,1,1.0,30.0,3c2f94941cabfb0f,p-f29a335053ea29ce,fixed
8,8,mixed-fixed-1000mbps-30s,mixed,75,True,c8ba7a42d861e15c,replay_only,1,1.0,30.0,3c2f94941cabfb0f,p-a7dff726ca8a74df,fixed
8,8,mixed-fixed-1000mbps-30s,mixed,75,True,c8ba7a42d861e15c,queue_haul,1,1.0,30.0,3c2f94941cabfb0f,p-235c8446117fecc7,fixed
0,8,large-fixed-1000mbps-19s,large,98,False,710c646202a2bdb4,greedy,0.1834081032594989,1.0,19.0,c44d256c433cbdd6,p-cd871301b00f2642,fixed
1,2,large-fixed-1000mbps-19s,large,98,False,710c646202a2bdb4,kv_only,0.13479172400823372,1.0,19.0,c44d256c433cbdd6,p-19185242db828742,fixed
8,8,large-fixed-1000mbps-19s,large,98,True,710c646202a2bdb4,replay_only,1,1.0,19.0,c44d256c433cbdd6,p-c735fcc55897e7f7,fixed
1,8,large-fixed-1000mbps-19s,large,98,False,710c646202a2bdb4,queue_haul,0.5552179069742933,1.0,19.0,c44d256c433cbdd6,p-7f346a48eb2325fd,fixed
8,8,tiny-fixed-2500mbps-19s,tiny,8,True,1e80066276481ad8,greedy,1,1.0,19.0,bdd7bd934af6b024,p-3211d33a61a5ea04,fixed
8,8,tiny-fixed-2500mbps-19s,tiny,8,True,1e80066276481ad8,kv_only,1,1.0,19.0,bdd7bd934af6b024,p-e8655c56ef35b808,fixed
8,8,tiny-fixed-2500mbps-19s,tiny,8,True,1e80066276481ad8,queue_haul,1,1.0,19.0,bdd7bd934af6b024,p-ca0f229d265f7478,fixed
8,8,tiny-fixed-2500mbps-19s,tiny,8,True,1e80066276481ad8,replay_only,1,1.0,19.0,bdd7bd934af6b024,p-77e92c2cc8c42e48,fixed
4,6,large-fixed-2500mbps-19s,large,103,False,f94c7d457b765277,kv_only,0.5175137730843697,1.0,19.0,3a515af4dffc7733,p-0d349429d78a0514,fixed
2,8,large-fixed-2500mbps-19s,large,103,False,f94c7d457b765277,queue_haul,0.904583153542679,1.0,19.0,3a515af4dffc7733,p-2ab7d8532d93d3ac,fixed
1,1,large-fixed-2500mbps-19s,large,103,False,f94c7d457b765277,replay_only,0.07443274864293002,1.0,19.0,3a515af4dffc7733,p-664ac66d3ab5381e,fixed
4,8,large-fixed-2500mbps-19s,large,103,False,f94c7d457b765277,greedy,0.6564439296312884,1.0,19.0,3a515af4dffc7733,p-d023bf7e0312e116,fixed
8,8,small-fixed-1000mbps-30s,small,29,True,0d6279c02ede3341,kv_only,1,1.0,30.0,e59269064ede73aa,p-402545ef7ff67c1b,fixed
8,8,small-fixed-1000mbps-30s,small,29,True,0d6279c02ede3341,replay_only,1,1.0,30.0,e59269064ede73aa,p-8a478bacb6a8fef7,fixed
8,8,small-fixed-1000mbps-30s,small,29,True,0d6279c02ede3341,queue_haul,1,1.0,30.0,e59269064ede73aa,p-e8a99bfbecf6d623,fixed
8,8,small-fixed-1000mbps-30s,small,29,True,0d6279c02ede3341,greedy,1,1.0,30.0,e59269064ede73aa,p-be883aad2dc0cc18,fixed
8,8,mixed-fixed-2500mbps-19s,mixed,79,True,fafc815a23fc1ef3,queue_haul,1,1.0,19.0,a9500bdb35e133a1,p-e534408fb9322a57,fixed
8,8,mixed-fixed-2500mbps-19s,mixed,79,True,fafc815a23fc1ef3,kv_only,1,1.0,19.0,a9500bdb35e133a1,p-f28e5d1f238145e2,fixed
8,8,mixed-fixed-2500mbps-19s,mixed,79,True,fafc815a23fc1ef3,greedy,1,1.0,19.0,a9500bdb35e133a1,p-3cff25ea22fefc73,fixed
8,8,mixed-fixed-2500mbps-19s,mixed,79,True,fafc815a23fc1ef3,replay_only,1,1.0,19.0,a9500bdb35e133a1,p-766bdc3d5e689f76,fixed
8,8,small-fixed-1000mbps-19s,small,25,True,d8d52a492fae31b7,replay_only,1,1.0,19.0,837f3ff09bbaac24,p-94321ef37eeeb0e6,fixed
8,8,small-fixed-1000mbps-19s,small,25,True,d8d52a492fae31b7,greedy,1,1.0,19.0,837f3ff09bbaac24,p-028e94bf3bb46bfd,fixed
8,8,small-fixed-1000mbps-19s,small,25,True,d8d52a492fae31b7,queue_haul,1,1.0,19.0,837f3ff09bbaac24,p-06956c581805fc42,fixed
7,8,small-fixed-1000mbps-19s,small,25,False,d8d52a492fae31b7,kv_only,0.9618894588102039,1.0,19.0,837f3ff09bbaac24,p-e08f374da5650e7f,fixed
8,8,large-fixed-5000mbps-19s,large,109,True,ddaf241b4faedf12,greedy,1,1.0,19.0,3a515af4dffc7733,p-a79eb65bb7c77119,fixed
8,8,large-fixed-5000mbps-19s,large,109,True,ddaf241b4faedf12,kv_only,1,1.0,19.0,3a515af4dffc7733,p-5e2e1535966e6a48,fixed
8,8,large-fixed-5000mbps-19s,large,109,True,ddaf241b4faedf12,queue_haul,1,1.0,19.0,3a515af4dffc7733,p-79cc62acf8d2cac0,fixed
8,8,large-fixed-5000mbps-19s,large,109,True,ddaf241b4faedf12,replay_only,1,1.0,19.0,3a515af4dffc7733,p-a31b51cc035f0009,fixed
8,8,small-fixed-10000mbps-30s,small,45,True,fdd1f4ddf1091f66,queue_haul,1,1.0,30.0,7094953b638284e1,p-c955921642c7b930,fixed
8,8,small-fixed-10000mbps-30s,small,45,True,fdd1f4ddf1091f66,greedy,1,1.0,30.0,7094953b638284e1,p-ae9145b0ad5e2d79,fixed
8,8,small-fixed-10000mbps-30s,small,45,True,fdd1f4ddf1091f66,kv_only,1,1.0,30.0,7094953b638284e1,p-ad163153ee1fc796,fixed
8,8,small-fixed-10000mbps-30s,small,45,True,fdd1f4ddf1091f66,replay_only,1,1.0,30.0,7094953b638284e1,p-09a28db089b0a98e,fixed
8,8,tiny-fixed-1000mbps-19s,tiny,2,True,8d6fffe34b15c355,greedy,1,1.0,19.0,bdd7bd934af6b024,p-f74c3d414e7bf592,fixed
8,8,tiny-fixed-1000mbps-19s,tiny,2,True,8d6fffe34b15c355,kv_only,1,1.0,19.0,bdd7bd934af6b024,p-5b873fd8201246fc,fixed
8,8,tiny-fixed-1000mbps-19s,tiny,2,True,8d6fffe34b15c355,replay_only,1,1.0,19.0,bdd7bd934af6b024,p-30d7b301794b99da,fixed
8,8,tiny-fixed-1000mbps-19s,tiny,2,True,8d6fffe34b15c355,queue_haul,1,1.0,19.0,bdd7bd934af6b024,p-b39181a2830b8f0e,fixed
8,8,tiny-fixed-1000mbps-30s,tiny,4,True,3f5c469914896823,queue_haul,1,1.0,30.0,4f9ad0a7bb0fab99,p-5f9a90054ebc0df4,fixed
8,8,tiny-fixed-1000mbps-30s,tiny,4,True,3f5c469914896823,replay_only,1,1.0,30.0,4f9ad0a7bb0fab99,p-a00c3f00479f2dd3,fixed
8,8,tiny-fixed-1000mbps-30s,tiny,4,True,3f5c469914896823,greedy,1,1.0,30.0,4f9ad0a7bb0fab99,p-8880ccdb2f7b8e7e,fixed
8,8,tiny-fixed-1000mbps-30s,tiny,4,True,3f5c469914896823,kv_only,1,1.0,30.0,4f9ad0a7bb0fab99,p-2127535e7fd03ea7,fixed
8,8,tiny-fixed-10000mbps-19s,tiny,20,True,d797570ee0ad6a26,replay_only,1,1.0,19.0,bdd7bd934af6b024,p-678ac91fc549ab17,fixed
8,8,tiny-fixed-10000mbps-19s,tiny,20,True,d797570ee0ad6a26,greedy,1,1.0,19.0,bdd7bd934af6b024,p-23f1ceb8769f7d32,fixed
8,8,tiny-fixed-10000mbps-19s,tiny,20,True,d797570ee0ad6a26,queue_haul,1,1.0,19.0,bdd7bd934af6b024,p-6fb882fdae7449f1,fixed
8,8,tiny-fixed-10000mbps-19s,tiny,20,True,d797570ee0ad6a26,kv_only,1,1.0,19.0,bdd7bd934af6b024,p-1529d8a774bf0b46,fixed
8,8,large-fixed-2500mbps-19s,large,104,True,a8a20fb13ef7bcc2,queue_haul,1,1.0,19.0,c44d256c433cbdd6,p-dc6e7aa56ae3837e,fixed
8,8,large-fixed-2500mbps-19s,large,104,True,a8a20fb13ef7bcc2,replay_only,1,1.0,19.0,c44d256c433cbdd6,p-69c812785c2970a5,fixed
8,8,large-fixed-2500mbps-19s,large,104,True,a8a20fb13ef7bcc2,greedy,1,1.0,19.0,c44d256c433cbdd6,p-56d20edd328adb84,fixed
4,6,large-fixed-2500mbps-19s,large,104,False,a8a20fb13ef7bcc2,kv_only,0.47096344786706523,1.0,19.0,c44d256c433cbdd6,p-fd6d5b21eefcec4b,fixed
8,8,mixed-fixed-10000mbps-30s,mixed,94,True,9f728a69d50d03c3,queue_haul,1,1.0,30.0,a9500bdb35e133a1,p-cdeeb06482c24392,fixed
8,8,mixed-fixed-10000mbps-30s,mixed,94,True,9f728a69d50d03c3,kv_only,1,1.0,30.0,a9500bdb35e133a1,p-0a7e69f7402856a6,fixed
8,8,mixed-fixed-10000mbps-30s,mixed,94,True,9f728a69d50d03c3,replay_only,1,1.0,30.0,a9500bdb35e133a1,p-e4e71c49cd3cbd93,fixed
8,8,mixed-fixed-10000mbps-30s,mixed,94,True,9f728a69d50d03c3,greedy,1,1.0,30.0,a9500bdb35e133a1,p-64b99330c7ddf44c,fixed
8,8,medium-fixed-1000mbps-30s,medium,51,True,b11d90fa503e3c8b,queue_haul,1,1.0,30.0,51fde7b51569b7ba,p-d06eb4e98e1a6e7d,fixed
6,8,medium-fixed-1000mbps-30s,medium,51,False,b11d90fa503e3c8b,kv_only,0.8540800172101244,1.0,30.0,51fde7b51569b7ba,p-3e9d1db90180bcac,fixed
8,8,medium-fixed-1000mbps-30s,medium,51,True,b11d90fa503e3c8b,greedy,1,1.0,30.0,51fde7b51569b7ba,p-5c23d0c535ed93bf,fixed
8,8,medium-fixed-1000mbps-30s,medium,51,True,b11d90fa503e3c8b,replay_only,1,1.0,30.0,51fde7b51569b7ba,p-b50fa1c9e60b8b9a,fixed
8,8,medium-fixed-10000mbps-19s,medium,66,True,b4a5b2b22b3a2494,kv_only,1,1.0,19.0,51fde7b51569b7ba,p-b56bf72e5bb6602e,fixed
8,8,medium-fixed-10000mbps-19s,medium,66,True,b4a5b2b22b3a2494,replay_only,1,1.0,19.0,51fde7b51569b7ba,p-61595e7bd0d387e2,fixed
8,8,medium-fixed-10000mbps-19s,medium,66,True,b4a5b2b22b3a2494,queue_haul,1,1.0,19.0,51fde7b51569b7ba,p-4842fbf770e221ba,fixed
8,8,medium-fixed-10000mbps-19s,medium,66,True,b4a5b2b22b3a2494,greedy,1,1.0,19.0,51fde7b51569b7ba,p-47da222e32bd971d,fixed
8,8,large-fixed-2500mbps-19s,large,102,True,c6f4c7ec83e59040,replay_only,1,1.0,19.0,e33c7532b46acaed,p-20422562de7639c0,fixed
3,8,large-fixed-2500mbps-19s,large,102,False,c6f4c7ec83e59040,greedy,0.9678094364718477,1.0,19.0,e33c7532b46acaed,p-1e58c55e7801f7d5,fixed
8,8,large-fixed-2500mbps-19s,large,102,True,c6f4c7ec83e59040,queue_haul,1,1.0,19.0,e33c7532b46acaed,p-f9fb404d6beefff3,fixed
4,6,large-fixed-2500mbps-19s,large,102,False,c6f4c7ec83e59040,kv_only,0.4771186679044986,1.0,19.0,e33c7532b46acaed,p-5b7f04af05b14fbe,fixed
8,8,tiny-fixed-10000mbps-30s,tiny,23,True,633544b820e6f28e,queue_haul,1,1.0,30.0,bdd7bd934af6b024,p-7292c84d106ef9ef,fixed
8,8,tiny-fixed-10000mbps-30s,tiny,23,True,633544b820e6f28e,replay_only,1,1.0,30.0,bdd7bd934af6b024,p-d27493f1d70786d5,fixed
8,8,tiny-fixed-10000mbps-30s,tiny,23,True,633544b820e6f28e,greedy,1,1.0,30.0,bdd7bd934af6b024,p-37a5248a02256e3c,fixed
8,8,tiny-fixed-10000mbps-30s,tiny,23,True,633544b820e6f28e,kv_only,1,1.0,30.0,bdd7bd934af6b024,p-6b3f04bd0b5427f2,fixed
8,8,small-fixed-2500mbps-30s,small,33,True,f3f8cf3a38684c96,replay_only,1,1.0,30.0,7094953b638284e1,p-fdb118891aabe23e,fixed
8,8,small-fixed-2500mbps-30s,small,33,True,f3f8cf3a38684c96,kv_only,1,1.0,30.0,7094953b638284e1,p-a6eaa10fa8761e7b,fixed
8,8,small-fixed-2500mbps-30s,small,33,True,f3f8cf3a38684c96,queue_haul,1,1.0,30.0,7094953b638284e1,p-cd35f685110fdd56,fixed
8,8,small-fixed-2500mbps-30s,small,33,True,f3f8cf3a38684c96,greedy,1,1.0,30.0,7094953b638284e1,p-854b38cc01719109,fixed
8,8,tiny-fixed-1000mbps-30s,tiny,3,True,169f67a23adfbb24,queue_haul,1,1.0,30.0,e1563386afed6f49,p-73cbaa83018152c0,fixed
8,8,tiny-fixed-1000mbps-30s,tiny,3,True,169f67a23adfbb24,greedy,1,1.0,30.0,e1563386afed6f49,p-3495158d7298792c,fixed
8,8,tiny-fixed-1000mbps-30s,tiny,3,True,169f67a23adfbb24,replay_only,1,1.0,30.0,e1563386afed6f49,p-e907b08bb5e815c7,fixed
8,8,tiny-fixed-1000mbps-30s,tiny,3,True,169f67a23adfbb24,kv_only,1,1.0,30.0,e1563386afed6f49,p-44562e133f090644,fixed
8,8,medium-fixed-5000mbps-19s,medium,60,True,be8ab85b533f031b,replay_only,1,1.0,19.0,51fde7b51569b7ba,p-77ce85f571ad2afa,fixed
8,8,medium-fixed-5000mbps-19s,medium,60,True,be8ab85b533f031b,queue_haul,1,1.0,19.0,51fde7b51569b7ba,p-8d4e408b41fe2064,fixed
8,8,medium-fixed-5000mbps-19s,medium,60,True,be8ab85b533f031b,greedy,1,1.0,19.0,51fde7b51569b7ba,p-f8760d7d050102fe,fixed
8,8,medium-fixed-5000mbps-19s,medium,60,True,be8ab85b533f031b,kv_only,1,1.0,19.0,51fde7b51569b7ba,p-b6d3c0ecddaaeff2,fixed
8,8,large-fixed-5000mbps-19s,large,110,True,78c13e8571c566d1,queue_haul,1,1.0,19.0,c44d256c433cbdd6,p-25d567a1dc9770db,fixed
8,8,large-fixed-5000mbps-19s,large,110,True,78c13e8571c566d1,replay_only,1,1.0,19.0,c44d256c433cbdd6,p-bc1b15dedf365010,fixed
8,8,large-fixed-5000mbps-19s,large,110,True,78c13e8571c566d1,kv_only,1,1.0,19.0,c44d256c433cbdd6,p-4260dad8acec9885,fixed
8,8,large-fixed-5000mbps-19s,large,110,True,78c13e8571c566d1,greedy,1,1.0,19.0,c44d256c433cbdd6,p-34b22e24869b3da8,fixed
8,8,medium-fixed-10000mbps-30s,medium,71,True,e6b2d94a531664e7,kv_only,1,1.0,30.0,f7e97c59b5dc6a00,p-163a2679a36c67fe,fixed
8,8,medium-fixed-10000mbps-30s,medium,71,True,e6b2d94a531664e7,queue_haul,1,1.0,30.0,f7e97c59b5dc6a00,p-084aeaa57efd9f86,fixed
8,8,medium-fixed-10000mbps-30s,medium,71,True,e6b2d94a531664e7,replay_only,1,1.0,30.0,f7e97c59b5dc6a00,p-a786f0a14d4cb7b1,fixed
8,8,medium-fixed-10000mbps-30s,medium,71,True,e6b2d94a531664e7,greedy,1,1.0,30.0,f7e97c59b5dc6a00,p-7cf6428c0e2c909f,fixed
8,8,small-fixed-5000mbps-19s,small,36,True,43c773ce3a5aa47a,kv_only,1,1.0,19.0,7094953b638284e1,p-e4cb326a462ac4ef,fixed
8,8,small-fixed-5000mbps-19s,small,36,True,43c773ce3a5aa47a,greedy,1,1.0,19.0,7094953b638284e1,p-67b9257f5f066198,fixed
8,8,small-fixed-5000mbps-19s,small,36,True,43c773ce3a5aa47a,queue_haul,1,1.0,19.0,7094953b638284e1,p-5a3dabb416bb6708,fixed
8,8,small-fixed-5000mbps-19s,small,36,True,43c773ce3a5aa47a,replay_only,1,1.0,19.0,7094953b638284e1,p-b74f5375c174f185,fixed
8,8,medium-fixed-5000mbps-30s,medium,64,True,a696acbf1079c2b4,queue_haul,1,1.0,30.0,b6455b687844b7e4,p-2940b0bf3ca9c3ef,fixed
8,8,medium-fixed-5000mbps-30s,medium,64,True,a696acbf1079c2b4,kv_only,1,1.0,30.0,b6455b687844b7e4,p-58a11c3098117db4,fixed
8,8,medium-fixed-5000mbps-30s,medium,64,True,a696acbf1079c2b4,replay_only,1,1.0,30.0,b6455b687844b7e4,p-1e013d980ebbee4b,fixed
8,8,medium-fixed-5000mbps-30s,medium,64,True,a696acbf1079c2b4,greedy,1,1.0,30.0,b6455b687844b7e4,p-70c255d088c56da3,fixed
8,8,large-fixed-10000mbps-19s,large,116,True,c766c8b3e6b695e4,greedy,1,1.0,19.0,c44d256c433cbdd6,p-84892b48b057fabd,fixed
8,8,large-fixed-10000mbps-19s,large,116,True,c766c8b3e6b695e4,replay_only,1,1.0,19.0,c44d256c433cbdd6,p-0a631bb9ea5868c3,fixed
8,8,large-fixed-10000mbps-19s,large,116,True,c766c8b3e6b695e4,kv_only,1,1.0,19.0,c44d256c433cbdd6,p-e76a293c16060c7a,fixed
8,8,large-fixed-10000mbps-19s,large,116,True,c766c8b3e6b695e4,queue_haul,1,1.0,19.0,c44d256c433cbdd6,p-9c40d929a7f1b57f,fixed
8,8,tiny-fixed-2500mbps-19s,tiny,7,True,68dd795651c95331,greedy,1,1.0,19.0,4f9ad0a7bb0fab99,p-33540c15e0d82c6d,fixed
8,8,tiny-fixed-2500mbps-19s,tiny,7,True,68dd795651c95331,replay_only,1,1.0,19.0,4f9ad0a7bb0fab99,p-62cd1549c5e792b8,fixed
8,8,tiny-fixed-2500mbps-19s,tiny,7,True,68dd795651c95331,queue_haul,1,1.0,19.0,4f9ad0a7bb0fab99,p-43e6e60189d7c3c0,fixed
8,8,tiny-fixed-2500mbps-19s,tiny,7,True,68dd795651c95331,kv_only,1,1.0,19.0,4f9ad0a7bb0fab99,p-412f99fe596143e3,fixed
8,8,small-fixed-1000mbps-19s,small,26,True,2b44a4b4aaf8491e,replay_only,1,1.0,19.0,e59269064ede73aa,p-0eba63c1bb7e9e18,fixed
8,8,small-fixed-1000mbps-19s,small,26,True,2b44a4b4aaf8491e,greedy,1,1.0,19.0,e59269064ede73aa,p-c9b25a303e43bab8,fixed
8,8,small-fixed-1000mbps-19s,small,26,True,2b44a4b4aaf8491e,queue_haul,1,1.0,19.0,e59269064ede73aa,p-6813febbc9cc350f,fixed
8,8,small-fixed-1000mbps-19s,small,26,True,2b44a4b4aaf8491e,kv_only,1,1.0,19.0,e59269064ede73aa,p-ea4754e69286b2a6,fixed
1,8,large-fixed-1000mbps-19s,large,97,False,f82f45c5060d37d9,queue_haul,0.47516052079861726,1.0,19.0,3a515af4dffc7733,p-0661adc425f9e6b6,fixed
2,2,large-fixed-1000mbps-19s,large,97,False,f82f45c5060d37d9,kv_only,0.15804022097649656,1.0,19.0,3a515af4dffc7733,p-8a1a794e92137d9f,fixed
2,8,large-fixed-1000mbps-19s,large,97,False,f82f45c5060d37d9,greedy,0.4943317061202012,1.0,19.0,3a515af4dffc7733,p-b70fd1695591aa80,fixed
8,8,large-fixed-1000mbps-19s,large,97,True,f82f45c5060d37d9,replay_only,1,1.0,19.0,3a515af4dffc7733,p-b6ffa7c1ef8970b7,fixed
8,8,large-fixed-10000mbps-30s,large,119,True,c96e3587d5357859,greedy,1,1.0,30.0,c44d256c433cbdd6,p-0356c2ca4204950a,fixed
8,8,large-fixed-10000mbps-30s,large,119,True,c96e3587d5357859,queue_haul,1,1.0,30.0,c44d256c433cbdd6,p-41c37fab40719065,fixed
8,8,large-fixed-10000mbps-30s,large,119,True,c96e3587d5357859,kv_only,1,1.0,30.0,c44d256c433cbdd6,p-a437f938c4d5a77d,fixed
8,8,large-fixed-10000mbps-30s,large,119,True,c96e3587d5357859,replay_only,1,1.0,30.0,c44d256c433cbdd6,p-50c630560951698e,fixed
8,8,large-fixed-2500mbps-30s,large,105,True,8154417fb6387f2a,greedy,1,1.0,30.0,e33c7532b46acaed,p-75fbf9763e6e696a,fixed
