catch_up_finish_s,catch_up_start_s,condition,context_profile,context_tokens,continuation_start_s,continuation_ttft_delta_s,continuation_ttft_s,episode,first_token_s,match_id,method,migration_finish_s,migration_start_s,migration_ttft_s,order,policy,quiesce_s,reaction_commit_s,reaction_readiness_s,required_deadline_s,sample_id,scenario_id,scheduler_wait_s,session_id,token_distribution
,,mixed-fixed-10000mbps-19s,mixed,2048,4.958241942,-0.00890956100000001,0.375869157,90,5.334111099,741dfe5efd904f00,replay,1.280964005,0.001067191,1.117925446,0,queue_haul,1.280965875,1.281082874,1.118992637,19.0,3c2f94941cabfb0f,p-74c9837bc40a9a1e,0.001067191,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,fixed
,,mixed-fixed-10000mbps-19s,mixed,4096,5.511843998,-0.014026756000000029,0.391803156,90,5.903647154,741dfe5efd904f00,replay,1.281190403,0.001536316,1.117635999,1,queue_haul,1.281191243,1.281295302,1.119172315,19.0,3c2f94941cabfb0f,p-74c9837bc40a9a1e,0.001536316,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,fixed
,,mixed-fixed-10000mbps-19s,mixed,4096,6.083972299,-0.01663839300000003,0.389228329,90,6.473200628,741dfe5efd904f00,replay,1.213935057,0.002085302,1.065952925,2,queue_haul,1.213936027,1.214039926,1.068038227,19.0,3c2f94941cabfb0f,p-74c9837bc40a9a1e,0.002085302,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,fixed
,,mixed-fixed-10000mbps-19s,mixed,8192,6.607298872,-0.03176181900000008,0.589737326,90,7.197036198,741dfe5efd904f00,kv_transfer,2.000194275,0.003020853,1.746735937,3,queue_haul,2.000195715,2.000573092,1.74975679,19.0,3c2f94941cabfb0f,p-74c9837bc40a9a1e,0.003020853,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,fixed
,,mixed-fixed-10000mbps-19s,mixed,8192,7.37777971,-0.03901228499999998,0.350237864,90,7.728017574,741dfe5efd904f00,kv_transfer,3.212328869,0.003340481,2.966519121,4,queue_haul,3.212329999,3.212490307,2.969859602,19.0,3c2f94941cabfb0f,p-74c9837bc40a9a1e,0.003340481,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,fixed
,,mixed-fixed-10000mbps-19s,mixed,12288,7.907482387,-0.023027736999999993,0.42521418,90,8.332696567,741dfe5efd904f00,kv_transfer,1.408323329,0.003512299,1.144165044,5,queue_haul,1.408324359,1.408564236,1.147677343,19.0,3c2f94941cabfb0f,p-74c9837bc40a9a1e,0.003512299,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,fixed
,,mixed-fixed-10000mbps-19s,mixed,12288,8.51228807,-0.018223198999999968,0.357866316,90,8.870154386,741dfe5efd904f00,kv_transfer,4.185705113,0.003908525,3.986312456,6,queue_haul,4.185705983,4.185907511,3.990220981,19.0,3c2f94941cabfb0f,p-74c9837bc40a9a1e,0.003908525,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,fixed
,,mixed-fixed-10000mbps-19s,mixed,14336,9.006829547,-0.0031505620000000234,0.421326965,90,9.428156512,741dfe5efd904f00,kv_transfer,4.95731624,0.004246202,4.763652113,7,queue_haul,4.95731694,4.957510499,4.767898315,19.0,3c2f94941cabfb0f,p-74c9837bc40a9a1e,0.004246202,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,fixed
