phase,gpu,samples,power_mean_w
baseline,0,239,284.3596652719665
baseline,1,239,85.92309623430964
drain,0,160,239.29625000000001
drain,1,160,231.0404375
post,0,239,148.8118410041841
post,1,239,289.95246861924693
