case_id,bound_constraint,replicate,mode,power_bootstrap_index,target_w,target_met,replay_count,kv_transfer_count,not_moved_count,replay,kv_transfer,not_moved
constraints/hbm-prefill,HBM + prefill,161,power,139,28.525898383569796,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,161,power,139,28.525898383569796,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,161,power,139,28.525898383569796,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,161,power,139,28.525898383569796,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,162,power,183,29.348756981776972,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,162,power,183,29.348756981776972,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,162,power,183,29.348756981776972,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,162,power,183,29.348756981776972,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,162,power,183,29.348756981776972,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,162,power,183,29.348756981776972,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,162,power,183,29.348756981776972,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,162,power,183,29.348756981776972,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,163,power,35,29.873072343450787,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,163,power,35,29.873072343450787,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,163,power,35,29.873072343450787,True,15,6,7,0.5357142857142857,0.21428571428571427,0.25
constraints/hbm-bandwidth,HBM + bandwidth,163,power,35,29.873072343450787,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,163,power,35,29.873072343450787,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,163,power,35,29.873072343450787,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,163,power,35,29.873072343450787,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,163,power,35,29.873072343450787,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,164,power,183,29.348756981776972,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,164,power,183,29.348756981776972,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,164,power,183,29.348756981776972,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,164,power,183,29.348756981776972,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,164,power,183,29.348756981776972,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,164,power,183,29.348756981776972,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,164,power,183,29.348756981776972,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,164,power,183,29.348756981776972,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,165,power,144,30.498748111001987,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,165,power,144,30.498748111001987,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,165,power,144,30.498748111001987,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,165,power,144,30.498748111001987,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,165,power,144,30.498748111001987,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,165,power,144,30.498748111001987,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,165,power,144,30.498748111001987,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,165,power,144,30.498748111001987,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,166,power,139,28.525898383569796,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,166,power,139,28.525898383569796,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,166,power,139,28.525898383569796,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,166,power,139,28.525898383569796,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,166,power,139,28.525898383569796,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,166,power,139,28.525898383569796,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,166,power,139,28.525898383569796,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,166,power,139,28.525898383569796,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,167,power,28,30.487578126017656,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,167,power,28,30.487578126017656,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,167,power,28,30.487578126017656,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,167,power,28,30.487578126017656,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,167,power,28,30.487578126017656,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,167,power,28,30.487578126017656,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,167,power,28,30.487578126017656,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,167,power,28,30.487578126017656,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,168,power,39,28.825945866713738,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,168,power,39,28.825945866713738,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,168,power,39,28.825945866713738,True,15,6,7,0.5357142857142857,0.21428571428571427,0.25
constraints/hbm-bandwidth,HBM + bandwidth,168,power,39,28.825945866713738,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,168,power,39,28.825945866713738,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,168,power,39,28.825945866713738,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,168,power,39,28.825945866713738,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,168,power,39,28.825945866713738,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,169,power,165,30.087877699308883,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,169,power,165,30.087877699308883,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,169,power,165,30.087877699308883,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,169,power,165,30.087877699308883,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,169,power,165,30.087877699308883,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,169,power,165,30.087877699308883,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,169,power,165,30.087877699308883,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,169,power,165,30.087877699308883,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,170,power,25,28.639474558069907,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,170,power,25,28.639474558069907,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,170,power,25,28.639474558069907,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,170,power,25,28.639474558069907,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,170,power,25,28.639474558069907,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,170,power,25,28.639474558069907,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,170,power,25,28.639474558069907,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,170,power,25,28.639474558069907,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,171,power,197,28.01460485844308,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,171,power,197,28.01460485844308,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,171,power,197,28.01460485844308,False,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,171,power,197,28.01460485844308,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,171,power,197,28.01460485844308,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,171,power,197,28.01460485844308,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/all,All bound,171,power,197,28.01460485844308,True,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,171,power,197,28.01460485844308,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,172,power,9,26.70754039774142,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,172,power,9,26.70754039774142,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,172,power,9,26.70754039774142,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,172,power,9,26.70754039774142,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,172,power,9,26.70754039774142,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,172,power,9,26.70754039774142,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/all,All bound,172,power,9,26.70754039774142,True,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,172,power,9,26.70754039774142,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,173,power,167,33.28220009122428,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,173,power,167,33.28220009122428,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,173,power,167,33.28220009122428,False,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,173,power,167,33.28220009122428,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,173,power,167,33.28220009122428,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,173,power,167,33.28220009122428,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/all,All bound,173,power,167,33.28220009122428,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,173,power,167,33.28220009122428,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,174,power,27,29.671798021293217,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,174,power,27,29.671798021293217,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,174,power,27,29.671798021293217,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,174,power,27,29.671798021293217,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,174,power,27,29.671798021293217,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,174,power,27,29.671798021293217,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,174,power,27,29.671798021293217,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,174,power,27,29.671798021293217,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,175,power,117,28.422287560954437,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,175,power,117,28.422287560954437,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,175,power,117,28.422287560954437,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,175,power,117,28.422287560954437,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,175,power,117,28.422287560954437,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,175,power,117,28.422287560954437,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,175,power,117,28.422287560954437,True,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,175,power,117,28.422287560954437,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,176,power,115,27.86402242910616,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,176,power,115,27.86402242910616,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,176,power,115,27.86402242910616,False,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,176,power,115,27.86402242910616,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,176,power,115,27.86402242910616,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,176,power,115,27.86402242910616,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/all,All bound,176,power,115,27.86402242910616,True,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,176,power,115,27.86402242910616,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,177,power,121,28.824718635212896,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,177,power,121,28.824718635212896,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,177,power,121,28.824718635212896,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,177,power,121,28.824718635212896,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,177,power,121,28.824718635212896,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,177,power,121,28.824718635212896,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,177,power,121,28.824718635212896,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,177,power,121,28.824718635212896,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,178,power,16,29.879151330548865,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,178,power,16,29.879151330548865,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,178,power,16,29.879151330548865,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,178,power,16,29.879151330548865,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,178,power,16,29.879151330548865,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,178,power,16,29.879151330548865,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,178,power,16,29.879151330548865,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,178,power,16,29.879151330548865,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,179,power,49,31.243824510165513,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,179,power,49,31.243824510165513,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,179,power,49,31.243824510165513,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,179,power,49,31.243824510165513,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,179,power,49,31.243824510165513,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,179,power,49,31.243824510165513,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,179,power,49,31.243824510165513,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,179,power,49,31.243824510165513,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,180,power,97,24.886227330245113,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,180,power,97,24.886227330245113,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,180,power,97,24.886227330245113,False,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,180,power,97,24.886227330245113,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,180,power,97,24.886227330245113,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,180,power,97,24.886227330245113,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/all,All bound,180,power,97,24.886227330245113,True,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,180,power,97,24.886227330245113,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,181,power,24,26.392189190886434,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,181,power,24,26.392189190886434,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,181,power,24,26.392189190886434,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,181,power,24,26.392189190886434,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,181,power,24,26.392189190886434,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,181,power,24,26.392189190886434,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,181,power,24,26.392189190886434,True,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,181,power,24,26.392189190886434,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,182,power,164,31.122122978908095,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,182,power,164,31.122122978908095,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,182,power,164,31.122122978908095,False,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,182,power,164,31.122122978908095,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,182,power,164,31.122122978908095,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,182,power,164,31.122122978908095,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,182,power,164,31.122122978908095,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,182,power,164,31.122122978908095,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,183,power,19,33.13320737018253,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,183,power,19,33.13320737018253,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,183,power,19,33.13320737018253,False,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,183,power,19,33.13320737018253,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,183,power,19,33.13320737018253,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,183,power,19,33.13320737018253,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/all,All bound,183,power,19,33.13320737018253,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,183,power,19,33.13320737018253,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,184,power,90,30.20735731090201,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,184,power,90,30.20735731090201,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,184,power,90,30.20735731090201,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,184,power,90,30.20735731090201,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,184,power,90,30.20735731090201,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,184,power,90,30.20735731090201,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,184,power,90,30.20735731090201,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,184,power,90,30.20735731090201,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,185,power,75,30.959889888630528,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,185,power,75,30.959889888630528,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,185,power,75,30.959889888630528,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,185,power,75,30.959889888630528,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,185,power,75,30.959889888630528,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,185,power,75,30.959889888630528,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,185,power,75,30.959889888630528,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,185,power,75,30.959889888630528,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,186,power,196,33.51934738086426,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,186,power,196,33.51934738086426,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,186,power,196,33.51934738086426,False,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,186,power,196,33.51934738086426,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,186,power,196,33.51934738086426,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,186,power,196,33.51934738086426,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/all,All bound,186,power,196,33.51934738086426,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,186,power,196,33.51934738086426,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,187,power,181,30.583912454414946,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,187,power,181,30.583912454414946,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,187,power,181,30.583912454414946,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/hbm-bandwidth,HBM + bandwidth,187,power,181,30.583912454414946,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/hbm-prefill,HBM + prefill,187,power,181,30.583912454414946,False,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth-prefill,Bandwidth + prefill,187,power,181,30.583912454414946,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/all,All bound,187,power,181,30.583912454414946,False,15,3,10,0.5357142857142857,0.10714285714285714,0.3571428571428571
constraints/none,None bound,187,power,181,30.583912454414946,True,14,6,8,0.5,0.21428571428571427,0.2857142857142857
constraints/hbm,HBM,188,power,115,27.86402242910616,True,15,4,9,0.5357142857142857,0.14285714285714285,0.3214285714285714
constraints/bandwidth,Bandwidth,188,power,115,27.86402242910616,True,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
constraints/prefill,Prefill,188,power,115,27.86402242910616,False,15,5,8,0.5357142857142857,0.17857142857142858,0.2857142857142857
