connection_id,route,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
cd3737f67fe6ba29,kv,5554258427479940,5554258428759867,0,0
9645ba1ab21f4dd4,api,5554258427811327,5554258428841116,0,0
f5220785d96cf575,api,5554278479450779,5554283081963099,43361,8389
186aff2787819a46,api,5554278477780807,5554283112948107,32007,9333
b0871137fdb3cb44,api,5554278481342889,5554283133792669,40179,9333
6a48cbfa58803ca1,api,5554278480038373,5554284217621990,29397,21065
a31cfb2956762bd4,api,5554288022702167,5554288739407191,40327,7151
2619f451237f0e08,api,5554287822336004,5554289142729650,32155,13507
e409659865874f43,api,5554288022827695,5554289257636224,29545,13753
b4093dcfde2d52b9,api,5554288021737287,5554289925997472,43509,22331
afe3fa3719627661,api,5554293836248993,5554295253513820,32174,18169
2cdf281e4fd8233a,api,5554295255756087,5554296198777925,43528,11828
e5a90683de71a1af,api,5554296200296449,5554298302780749,29564,27193
08c09a3dcbf0685c,api,5554298305379762,5554298907541850,40346,7397
