phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,240,240,1.0,129.478875
baseline,1,240,240,1.0,83.06783333333334
drain,0,154,154,1.0,96.34629870129869
drain,1,154,154,1.0,268.47428571428566
post,0,240,240,1.0,86.940875
post,1,240,240,1.0,129.92025
