dispatch_rank,id,action,first_token_s,sink_warm_s,completion_s,source_boundary_wait_s,switch_downtime_s
0,codex:a9de70aa-f71f-9b95-5469-d6b3ec0b3fd5,R,13.673592805862427,13.673592805862427,14.167613983154297,0.4939730167388916,1.7404556274414062e-05
1,codex:b3070edb-ef84-2a59-177e-4b7291e2aefe,S,12.216463804244995,12.216463804244995,12.216551303863525,3.24249267578125e-05,5.0067901611328125e-06
2,codex:ae694cc1-4887-7ade-f085-b22a801120db,R,3.052513837814331,3.052513837814331,3.052584648132324,2.0503997802734375e-05,4.76837158203125e-06
3,codex:fdd895ad-51f8-486e-c57b-0cc8111eee93,S,11.970364570617676,11.970364570617676,11.970513820648193,4.6253204345703125e-05,8.344650268554688e-06
4,codex:e6744833-786a-9c87-c539-3a40cda50680,S,12.67080807685852,12.67080807685852,12.670916557312012,4.124641418457031e-05,9.059906005859375e-06
5,codex:362639e1-f680-4bda-bd1e-8f149f7717ab,R,3.001065969467163,3.216646671295166,5.705096244812012,2.48834228515625,4.458427429199219e-05
6,codex:773fe603-6c37-a82b-eb79-8a2c5c0d1c8e,R,2.9550187587738037,2.9550187587738037,4.08353328704834,1.128434658050537,2.9802322387695312e-05
7,codex:7de80c9c-04b3-49a8-66a8-dedbd1acb80e,R,3.6808395385742188,3.6808395385742188,3.680976629257202,4.315376281738281e-05,6.198883056640625e-06
8,codex:41e93e85-eff7-106f-9736-224049baedb2,R,3.9484379291534424,4.111582040786743,4.111709356307983,4.982948303222656e-05,5.4836273193359375e-06
9,claude:beb7fbf4-6556-b9f2-f2be-d69abc179398,R,1.9828095436096191,1.9828095436096191,1.9830286502838135,2.6702880859375e-05,5.7220458984375e-06
10,codex:e717fd54-aecf-8710-559b-8d23833866c4,R,8.783008337020874,8.783008337020874,11.511422157287598,2.728358507156372,9.775161743164062e-06
11,codex:e4fa4daa-9887-f50a-b110-c9378383c7b1,R,3.3197696208953857,3.3197696208953857,3.319840908050537,1.5497207641601562e-05,3.5762786865234375e-06
12,claude:3ab49446-c806-6a06-d8f3-51d00da9a76a,R,3.297072410583496,3.4490203857421875,4.402113676071167,0.9530012607574463,2.3603439331054688e-05
