phase,gpu,samples,power_mean_w
baseline,0,120,222.53641666666667
baseline,1,120,83.23933333333333
drain,0,307,155.0157328990228
drain,1,307,136.40114006514656
post,0,120,112.18033333333332
post,1,120,135.83008333333333
