phase,gpu,samples,power_mean_w
baseline,0,119,338.3101680672269
baseline,1,119,83.36504201680668
drain,0,1123,340.0920658949243
drain,1,1123,217.18673196794302
post,0,119,317.03722689075624
post,1,119,181.0613445378151
