phase,gpu,samples,power_mean_w
baseline,0,479,343.63906054279744
baseline,1,479,82.15895615866388
drain,0,455,168.40997802197805
drain,1,455,200.16356043956043
post,0,480,88.25770833333334
post,1,480,258.88279166666666
