phase,gpu,samples,power_mean_w
baseline,0,119,220.40915966386552
baseline,1,119,85.11319327731091
drain,0,125,185.37031999999996
drain,1,125,102.90208
post,0,119,130.48714285714286
post,1,119,146.44899159663862
