connection_id,route,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
5398a03bede850eb,kv,5551915654154327,5551915655282426,0,0
ad7786f61cce472d,api,5551915654439234,5551915655346505,0,0
1b9645b9361cf676,api,5551929664760912,5551932770747039,25868,7670
d84c3d90d45266e1,api,5551929664038717,5551933824123622,24850,21065
f5e6cc7f8ab8ae71,api,5551929662965825,5551933825335014,29397,21065
2583aa7212b5c793,api,5551929663501101,5551934321730441,22344,26687
f58e9fd7f8d907ec,api,5551935556288403,5551936540774354,29416,12772
8e849b0aa493ad5f,api,5551936542286504,5551938130904350,22363,20824
80b4d4ed03bf7e38,api,5551938132854917,5551939107576514,24869,12774
5a54f4fedd332ac0,api,5551939109428692,5551940011643242,25887,11828
