Welcome to Microsoft Azure Linux 3.0 (x86_64)
timestamp, uuid, power.draw [W], utilization.gpu [%], memory.used [MiB]
2026/09/10 04:07:28.471, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 101.92 W, 0 %, 61438 MiB
2026/09/10 04:07:29.471, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 102.01 W, 0 %, 61438 MiB
2026/09/10 04:07:30.472, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 101.92 W, 0 %, 61438 MiB
2026/09/10 04:07:31.472, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 101.98 W, 0 %, 61438 MiB
2026/09/10 04:07:32.472, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 101.92 W, 0 %, 61438 MiB
2026/09/10 04:07:33.472, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 102.11 W, 0 %, 61438 MiB
2026/09/10 04:07:34.472, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 102.11 W, 0 %, 61438 MiB
2026/09/10 04:07:35.472, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 102.21 W, 0 %, 61438 MiB
2026/09/10 04:07:36.473, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 102.11 W, 0 %, 61438 MiB
2026/09/10 04:07:37.473, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 102.11 W, 0 %, 61438 MiB
2026/09/10 04:07:38.473, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 102.31 W, 0 %, 61438 MiB
2026/09/10 04:07:39.474, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 102.40 W, 0 %, 61438 MiB
2026/09/10 04:07:40.474, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 102.21 W, 0 %, 61438 MiB
2026/09/10 04:07:41.474, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 102.31 W, 0 %, 61438 MiB
2026/09/10 04:07:42.474, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 102.21 W, 0 %, 61438 MiB
2026/09/10 04:07:43.474, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 102.31 W, 0 %, 61438 MiB
2026/09/10 04:07:44.475, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 102.47 W, 0 %, 61438 MiB
2026/09/10 04:07:45.475, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 102.40 W, 0 %, 61438 MiB
2026/09/10 04:07:46.475, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 102.50 W, 0 %, 61438 MiB
2026/09/10 04:07:47.475, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 102.61 W, 0 %, 61438 MiB
2026/09/10 04:07:48.475, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 102.50 W, 0 %, 61438 MiB
2026/09/10 04:07:49.476, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 102.61 W, 0 %, 61438 MiB
2026/09/10 04:07:50.476, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 102.58 W, 0 %, 61438 MiB
2026/09/10 04:07:51.476, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 102.61 W, 0 %, 61438 MiB
2026/09/10 04:07:52.476, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 102.61 W, 0 %, 61438 MiB
2026/09/10 04:07:53.476, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 102.61 W, 0 %, 61438 MiB
2026/09/10 04:07:54.477, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 136.38 W, 70 %, 61438 MiB
2026/09/10 04:07:55.477, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 135.77 W, 21 %, 61438 MiB
2026/09/10 04:07:56.477, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.55 W, 0 %, 61438 MiB
2026/09/10 04:07:57.477, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.39 W, 0 %, 61438 MiB
2026/09/10 04:07:58.478, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.39 W, 0 %, 61438 MiB
2026/09/10 04:07:59.478, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.39 W, 0 %, 61438 MiB
2026/09/10 04:08:00.478, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.49 W, 0 %, 61438 MiB
2026/09/10 04:08:01.478, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.39 W, 0 %, 61438 MiB
2026/09/10 04:08:02.478, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.49 W, 0 %, 61438 MiB
2026/09/10 04:08:03.479, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.46 W, 0 %, 61438 MiB
2026/09/10 04:08:04.479, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.49 W, 0 %, 61438 MiB
2026/09/10 04:08:05.479, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.59 W, 0 %, 61438 MiB
2026/09/10 04:08:06.479, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.59 W, 0 %, 61438 MiB
2026/09/10 04:08:07.479, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.59 W, 0 %, 61438 MiB
2026/09/10 04:08:08.479, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.58 W, 0 %, 61438 MiB
2026/09/10 04:08:09.480, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.68 W, 0 %, 61438 MiB
2026/09/10 04:08:10.480, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.68 W, 0 %, 61438 MiB
2026/09/10 04:08:11.480, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.68 W, 0 %, 61438 MiB
2026/09/10 04:08:12.480, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.68 W, 0 %, 61438 MiB
2026/09/10 04:08:13.480, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.75 W, 0 %, 61438 MiB
2026/09/10 04:08:14.480, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.75 W, 0 %, 61438 MiB
2026/09/10 04:08:15.481, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.78 W, 0 %, 61438 MiB
2026/09/10 04:08:16.481, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.78 W, 0 %, 61438 MiB
2026/09/10 04:08:17.481, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.89 W, 0 %, 61438 MiB
2026/09/10 04:08:18.481, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.99 W, 0 %, 61438 MiB
2026/09/10 04:08:19.481, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.79 W, 0 %, 61438 MiB
2026/09/10 04:08:20.482, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.79 W, 0 %, 61438 MiB
2026/09/10 04:08:21.482, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.89 W, 0 %, 61438 MiB
2026/09/10 04:08:22.482, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.89 W, 0 %, 61438 MiB
2026/09/10 04:08:23.482, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 103.99 W, 0 %, 61438 MiB
2026/09/10 04:08:24.482, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.00 W, 0 %, 61438 MiB
2026/09/10 04:08:25.483, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.10 W, 0 %, 61438 MiB
2026/09/10 04:08:26.483, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.19 W, 0 %, 61438 MiB
2026/09/10 04:08:27.483, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.10 W, 0 %, 61438 MiB
2026/09/10 04:08:28.483, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.10 W, 0 %, 61438 MiB
2026/09/10 04:08:29.483, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.19 W, 0 %, 61438 MiB
2026/09/10 04:08:30.484, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.29 W, 0 %, 61438 MiB
2026/09/10 04:08:31.484, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.26 W, 0 %, 61438 MiB
2026/09/10 04:08:32.484, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.29 W, 0 %, 61438 MiB
2026/09/10 04:08:33.484, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.26 W, 0 %, 61438 MiB
2026/09/10 04:08:34.484, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.29 W, 0 %, 61438 MiB
2026/09/10 04:08:35.484, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.29 W, 0 %, 61438 MiB
2026/09/10 04:08:36.485, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.19 W, 0 %, 61438 MiB
2026/09/10 04:08:37.485, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.26 W, 0 %, 61438 MiB
2026/09/10 04:08:38.485, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.36 W, 0 %, 61438 MiB
2026/09/10 04:08:39.485, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.39 W, 0 %, 61438 MiB
2026/09/10 04:08:40.485, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.39 W, 0 %, 61438 MiB
2026/09/10 04:08:41.485, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.46 W, 0 %, 61438 MiB
2026/09/10 04:08:42.485, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.49 W, 0 %, 61438 MiB
2026/09/10 04:08:43.486, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.39 W, 0 %, 61438 MiB
2026/09/10 04:08:44.486, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.45 W, 0 %, 61438 MiB
2026/09/10 04:08:45.486, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.46 W, 0 %, 61438 MiB
2026/09/10 04:08:46.486, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.46 W, 0 %, 61438 MiB
2026/09/10 04:08:47.486, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.55 W, 0 %, 61438 MiB
2026/09/10 04:08:48.487, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.85 W, 9 %, 61438 MiB
2026/09/10 04:08:49.487, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.64 W, 0 %, 61438 MiB
2026/09/10 04:08:50.487, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.64 W, 0 %, 61438 MiB
2026/09/10 04:08:51.487, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 129.84 W, 20 %, 61438 MiB
2026/09/10 04:08:52.487, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.65 W, 0 %, 61438 MiB
2026/09/10 04:08:53.488, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.74 W, 0 %, 61438 MiB
2026/09/10 04:08:54.488, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 133.85 W, 20 %, 61438 MiB
2026/09/10 04:08:55.488, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.74 W, 0 %, 61438 MiB
2026/09/10 04:08:56.488, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.75 W, 0 %, 61438 MiB
2026/09/10 04:08:57.488, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 130.10 W, 0 %, 61438 MiB
2026/09/10 04:08:58.488, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.84 W, 0 %, 61438 MiB
2026/09/10 04:08:59.489, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.84 W, 0 %, 61438 MiB
2026/09/10 04:09:00.489, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 114.24 W, 0 %, 61438 MiB
2026/09/10 04:09:01.489, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.94 W, 5 %, 61438 MiB
2026/09/10 04:09:02.489, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.93 W, 0 %, 61438 MiB
2026/09/10 04:09:03.489, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.85 W, 0 %, 61438 MiB
2026/09/10 04:09:04.490, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.23 W, 20 %, 61438 MiB
2026/09/10 04:09:05.490, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.94 W, 0 %, 61438 MiB
2026/09/10 04:09:06.490, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 104.85 W, 0 %, 61438 MiB
2026/09/10 04:09:07.490, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 131.18 W, 20 %, 61438 MiB
2026/09/10 04:09:08.490, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.15 W, 0 %, 61438 MiB
2026/09/10 04:09:09.491, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 114.53 W, 0 %, 61438 MiB
2026/09/10 04:09:10.491, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.31 W, 20 %, 61438 MiB
2026/09/10 04:09:11.491, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.14 W, 0 %, 61438 MiB
2026/09/10 04:09:12.491, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.15 W, 0 %, 61438 MiB
2026/09/10 04:09:13.491, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.04 W, 0 %, 61438 MiB
2026/09/10 04:09:14.491, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.14 W, 0 %, 61438 MiB
2026/09/10 04:09:15.492, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.13 W, 0 %, 61438 MiB
2026/09/10 04:09:16.492, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.14 W, 0 %, 61438 MiB
2026/09/10 04:09:17.492, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 154.76 W, 0 %, 61440 MiB
2026/09/10 04:09:18.492, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 141.52 W, 26 %, 61444 MiB
2026/09/10 04:09:19.492, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 106.00 W, 28 %, 61444 MiB
2026/09/10 04:09:20.492, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.44 W, 0 %, 61444 MiB
2026/09/10 04:09:21.493, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.47 W, 0 %, 61444 MiB
2026/09/10 04:09:22.493, GPU-427d22f2-8e58-888c-37be-a9a42e38d271, 105.34 W, 0 %, 61444 MiB
