phase,gpu,samples,power_mean_w
baseline,0,479,337.83409185803754
baseline,1,479,82.1117536534447
drain,0,477,174.6374004192872
drain,1,477,200.52006289308179
post,0,480,88.35633333333334
post,1,480,275.18879166666665
