phase,gpu,samples,power_mean_w
baseline,0,480,338.44533333333334
baseline,1,480,82.48566666666666
drain,0,175,338.33439999999996
drain,1,175,114.0089142857143
post,0,480,241.14172916666666
post,1,480,162.14483333333334
