phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,239,239,1.0,303.2090376569037
baseline,1,239,239,1.0,82.82836820083683
drain,0,61,61,1.0,303.76442622950816
drain,1,61,61,1.0,337.3795081967213
post,0,240,240,1.0,140.86154166666668
post,1,240,240,1.0,274.0577916666667
