phase,gpu,samples,power_mean_w
baseline,0,120,230.89808333333332
baseline,1,120,83.46749999999999
drain,0,189,170.71682539682539
drain,1,189,97.88539682539682
post,0,119,90.78462184873949
post,1,119,156.13184873949578
