phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,240,240,1.0,124.80845833333333
baseline,1,240,240,1.0,83.15270833333334
drain,0,152,152,1.0,92.96440789473684
drain,1,152,152,1.0,271.6796710526316
post,0,240,240,1.0,86.95916666666668
post,1,240,240,1.0,127.29745833333332
