phase,gpu,samples,power_mean_w
baseline,0,120,212.86875
baseline,1,120,84.32975000000002
drain,0,227,166.1085462555066
drain,1,227,120.71303964757708
post,0,120,118.71733333333334
post,1,120,156.04475
