dispatch_rank,id,action,first_token_s,sink_warm_s,completion_s,source_boundary_wait_s,switch_downtime_s
0,codex:a9de70aa-f71f-9b95-5469-d6b3ec0b3fd5,R,26.247613430023193,26.247613430023193,26.49629282951355,0.24865198135375977,8.58306884765625e-06
1,codex:b3070edb-ef84-2a59-177e-4b7291e2aefe,S,20.592385053634644,20.592385053634644,20.59241795539856,1.3589859008789062e-05,2.6226043701171875e-06
2,codex:ae694cc1-4887-7ade-f085-b22a801120db,R,3.099900484085083,3.099900484085083,3.0999653339385986,1.9788742065429688e-05,5.9604644775390625e-06
3,codex:fdd895ad-51f8-486e-c57b-0cc8111eee93,S,20.342722415924072,20.342722415924072,20.34276819229126,1.5974044799804688e-05,3.0994415283203125e-06
4,codex:e6744833-786a-9c87-c539-3a40cda50680,S,25.11421537399292,25.11421537399292,25.40376853942871,0.2893838882446289,6.67572021484375e-06
5,codex:362639e1-f680-4bda-bd1e-8f149f7717ab,R,3.783933639526367,3.9372525215148926,3.9373717308044434,4.458427429199219e-05,7.62939453125e-06
6,codex:773fe603-6c37-a82b-eb79-8a2c5c0d1c8e,R,2.813906669616699,2.813906669616699,2.8139936923980713,3.0517578125e-05,6.9141387939453125e-06
7,codex:7de80c9c-04b3-49a8-66a8-dedbd1acb80e,R,3.22163462638855,3.22163462638855,3.2217397689819336,6.0558319091796875e-05,6.4373016357421875e-06
8,codex:41e93e85-eff7-106f-9736-224049baedb2,R,4.391473770141602,4.545650005340576,4.545699596405029,2.09808349609375e-05,3.5762786865234375e-06
9,claude:beb7fbf4-6556-b9f2-f2be-d69abc179398,S,20.62902331352234,20.62902331352234,20.629059314727783,1.4066696166992188e-05,2.6226043701171875e-06
10,codex:e717fd54-aecf-8710-559b-8d23833866c4,S,25.91689419746399,26.07066559791565,27.775572776794434,1.704514980316162,1.7881393432617188e-05
