connection_id,route,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
1d4576aa5a358ac2,kv,5557954519259420,5557954520467548,0,0
a31e4a5cad4a4837,api,5557954519595637,5557954520777455,0,0
65a83c25f513cd0b,api,5557971224805001,5557974312461003,32058,9333
c3dee41998ae19a1,api,5557975711260275,5557981770481415,43412,26022
c67e52f2b0832f65,api,5557982918972016,5557985147202156,25919,7670
1a294bafaf38df15,api,5557986228571469,5557988991623683,27620,8389
6690be37c17db9a9,api,5557990150247004,5557991130957780,32026,12772
c034b8d4431a6fb8,api,5557991132844171,5557992053303842,43380,11828
bf7a1cfdeb66a775,api,5557992055132034,5557992950161705,25887,11828
b7b4a8fba3da0eaa,api,5557992951428052,5557994870106526,27588,25035
