phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,240,240,1.0,133.75408333333334
baseline,1,240,240,1.0,82.88725
drain,0,43,43,1.0,136.41837209302324
drain,1,43,43,1.0,273.1827906976744
post,0,239,239,1.0,128.13623430962343
post,1,239,239,1.0,88.84535564853556
