phase,gpu,samples,power_mean_w
baseline,0,120,335.49508333333335
baseline,1,120,85.55508333333334
drain,0,1208,339.462715231788
drain,1,1208,232.91873344370856
post,0,120,302.53333333333336
post,1,120,380.90524999999997
