phase,gpu,samples,power_mean_w
baseline,0,120,228.85449999999997
baseline,1,120,85.10925
drain,0,295,154.5999322033898
drain,1,295,122.62667796610168
post,0,119,102.4121008403362
post,1,119,146.7175630252101
