workload,input_sessions,median_served_T,policy,seed,deadline_s,deadline_scale,reference_deadline_s,target_frac,target_w,full_source_drop_w,planned_source_drop_w,planned_shortfall_w,planned_hit,selected_node_expected_w,egress_realized_node_expected_w,rebuild_realized_node_expected_w,acceptance_ok,deadline_hit,measured_source_drop_w,measured_sink_rise_w,total_first_token_s,total_completion_s,completion_to_reference,max_completion_s,sessions,run_root
interactive_coding,8,32256.0,greedy,0,18.921687288727668,1.0,18.921687288727668,0.5,24.48083239881769,48.96166479763538,26.03393257067323,0.0,False,26.03393257067323,26.03393257067323,26.03393257067323,True,True,35.73929166666666,33.742041666666694,11.213329553604126,12.23731780052185,0.6467350196518712,12.23731780052185,3,queue-haul/outputs/power_drain_live_20260714/interactive_coding/greedy_S0_D18p9217_T0p5
interactive_coding,8,32256.0,greedy,1,18.921687288727668,1.0,18.921687288727668,0.5,24.48083239881769,48.96166479763538,26.03393257067323,0.0,False,26.03393257067323,26.03393257067323,26.03393257067323,True,True,27.883749999999992,35.014166666666696,11.721725940704346,12.736539840698242,0.6731186096858212,12.736539840698242,3,queue-haul/outputs/power_drain_live_20260714/interactive_coding/greedy_S1_D18p9217_T0p5
interactive_coding,8,32256.0,greedy,2,18.921687288727668,1.0,18.921687288727668,0.5,24.48083239881769,48.96166479763538,26.03393257067323,0.0,False,26.03393257067323,26.03393257067323,26.03393257067323,True,True,32.17933333333336,38.97204166666667,11.584070920944214,12.576882362365723,0.6646808062332911,12.576882362365723,3,queue-haul/outputs/power_drain_live_20260714/interactive_coding/greedy_S2_D18p9217_T0p5
interactive_coding,8,32256.0,lp,0,18.921687288727668,1.0,18.921687288727668,0.5,24.48083239881769,48.96166479763538,31.265926069380754,0.0,False,31.265926069380754,31.265926069380754,31.265926069380754,False,True,7.806686018131103,7.930903765690388,10.678372859954834,10.956241846084595,0.5790309119320254,10.956241846084595,3,queue-haul/outputs/power_drain_live_20260714/interactive_coding/lp_S0_D18p9217_T0p5
interactive_coding,8,32256.0,lp,1,18.921687288727668,1.0,18.921687288727668,0.5,24.48083239881769,48.96166479763538,31.265926069380754,0.0,False,31.265926069380754,31.265926069380754,31.265926069380754,False,True,8.47004166666666,6.003249999999994,10.136692523956299,10.378486156463623,0.548496864898854,10.378486156463623,3,queue-haul/outputs/power_drain_live_20260714/interactive_coding/lp_S1_D18p9217_T0p5
interactive_coding,8,32256.0,lp,2,18.921687288727668,1.0,18.921687288727668,0.5,24.48083239881769,48.96166479763538,31.265926069380754,0.0,False,31.265926069380754,31.265926069380754,31.265926069380754,False,True,1.0396605648535484,7.021009065550942,10.416143894195557,10.657929182052612,0.5632652637908209,10.657929182052612,3,queue-haul/outputs/power_drain_live_20260714/interactive_coding/lp_S2_D18p9217_T0p5
interactive_coding,8,32256.0,milp,0,18.921687288727668,1.0,18.921687288727668,0.5,24.48083239881769,48.96166479763538,26.03393257067323,0.0,False,26.03393257067323,26.03393257067323,26.03393257067323,True,True,30.962916666666658,37.44525,11.75817060470581,12.715082883834839,0.6719846221858699,12.715082883834839,3,queue-haul/outputs/power_drain_live_20260714/interactive_coding/milp_S0_D18p9217_T0p5
interactive_coding,8,32256.0,milp,1,18.921687288727668,1.0,18.921687288727668,0.5,24.48083239881769,48.96166479763538,26.03393257067323,0.0,False,26.03393257067323,26.03393257067323,26.03393257067323,True,True,30.106184449093433,41.52279375871686,11.47327446937561,12.433529376983643,0.6571046856054293,12.433529376983643,3,queue-haul/outputs/power_drain_live_20260714/interactive_coding/milp_S1_D18p9217_T0p5
interactive_coding,8,32256.0,milp,2,18.921687288727668,1.0,18.921687288727668,0.5,24.48083239881769,48.96166479763538,26.03393257067323,0.0,False,26.03393257067323,26.03393257067323,26.03393257067323,True,True,31.280583333333325,34.81441666666669,11.784148216247559,12.761270761489868,0.6744256242461114,12.761270761489868,3,queue-haul/outputs/power_drain_live_20260714/interactive_coding/milp_S2_D18p9217_T0p5
interactive_coding,8,32256.0,power-unaware,0,18.921687288727668,1.0,18.921687288727668,0.5,24.48083239881769,48.96166479763538,31.265926069380754,0.0,False,31.265926069380754,31.265926069380754,31.265926069380754,False,True,10.08025104602504,8.322552301255243,10.573975324630737,10.81870174407959,0.5717619987581488,10.81870174407959,3,queue-haul/outputs/power_drain_live_20260714/interactive_coding/power-unaware_S0_D18p9217_T0p5
