case_id,deadline_s,planning_deadline_s,sessions,maximum_removable_w,requested_fraction,requested_shed_w,policy,raw_safe_shed_w,plan_safe,target_met_by_30s,failure_reason,selected_sessions,bottleneck,service:pool/east:0,service:pool/germany:0,kv:pool/east,kv:pool/germany,migration:pool/east:replay,migration:pool/germany:replay,migration:pool/east:kv_transfer,migration:pool/germany:kv_transfer,used|service:pool/east:0,used|service:pool/germany:0,used|kv:pool/east,used|kv:pool/germany,used|migration:pool/east:replay,used|migration:pool/germany:replay,used|migration:pool/east:kv_transfer,used|migration:pool/germany:kv_transfer,capacity|service:pool/east:0,capacity|service:pool/germany:0,capacity|kv:pool/east,capacity|kv:pool/germany,capacity|migration:pool/east:replay,capacity|migration:pool/germany:replay,capacity|migration:pool/east:kv_transfer,capacity|migration:pool/germany:kv_transfer,unit|service:pool/east:0,unit|service:pool/germany:0,unit|kv:pool/east,unit|kv:pool/germany,unit|migration:pool/east:replay,unit|migration:pool/germany:replay,unit|migration:pool/east:kv_transfer,unit|migration:pool/germany:kv_transfer,east_replay,east_kv_transfer,germany_replay,germany_kv_transfer,safely_attained_shed_w,safely_attained_fraction
constraint/quota-30,30,30,28,61.856632454374676,0.0,0.0,queue_haul_lp,0.0,True,True,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0.0,0.0
constraint/quota-30,30,30,28,61.856632454374676,0.03333333333333333,2.061887748479156,queue_haul_lp,5.616409930788876,True,True,,1,migration:pool/germany:replay,0.0,0.07381387619619584,0.0,0.014619883040935673,0.0,0.5316742582773804,0.0,0.0,0.0,0.053689220762832626,0.0,55.0,0.0,3.3229641142336273,0.0,0.0,0.8565049763252739,0.7273594550180204,3762,3762,25.0,6.25,25.0,25.0,replica-s/s,replica-s/s,blocks,blocks,replica-s,replica-s,replica-s,replica-s,0,0,1,0,5.616409930788876,0.09079721459023053
constraint/quota-30,30,30,28,61.856632454374676,0.06666666666666667,4.123775496958312,queue_haul_lp,5.616409930788876,True,True,,1,migration:pool/germany:replay,0.0,0.07381387619619584,0.0,0.014619883040935673,0.0,0.5316742582773804,0.0,0.0,0.0,0.053689220762832626,0.0,55.0,0.0,3.3229641142336273,0.0,0.0,0.8565049763252739,0.7273594550180204,3762,3762,25.0,6.25,25.0,25.0,replica-s/s,replica-s/s,blocks,blocks,replica-s,replica-s,replica-s,replica-s,0,0,1,0,5.616409930788876,0.09079721459023053
constraint/quota-30,30,30,28,61.856632454374676,0.1,6.185663245437468,queue_haul_lp,11.23281986157778,True,True,,2,migration:pool/germany:replay,0.06268407335259094,0.07381387619619584,0.014619883040935673,0.014619883040935673,0.13292147684445121,0.5316742582773804,0.0,0.0,0.05368922076283263,0.053689220762832626,55.0,55.0,3.3230369211112802,3.3229641142336273,0.0,0.0,0.8565049763252739,0.7273594550180204,3762,3762,25.0,6.25,25.0,25.0,replica-s/s,replica-s/s,blocks,blocks,replica-s,replica-s,replica-s,replica-s,1,0,1,0,11.23281986157778,0.18159442918046154
constraint/quota-30,30,30,28,61.856632454374676,0.13333333333333333,8.247550993916624,queue_haul_lp,11.23281986157778,True,True,,2,migration:pool/germany:replay,0.06268407335259094,0.07381387619619584,0.014619883040935673,0.014619883040935673,0.13292147684445121,0.5316742582773804,0.0,0.0,0.05368922076283263,0.053689220762832626,55.0,55.0,3.3230369211112802,3.3229641142336273,0.0,0.0,0.8565049763252739,0.7273594550180204,3762,3762,25.0,6.25,25.0,25.0,replica-s/s,replica-s/s,blocks,blocks,replica-s,replica-s,replica-s,replica-s,1,0,1,0,11.23281986157778,0.18159442918046154
constraint/quota-30,30,30,28,61.856632454374676,0.16666666666666666,10.309438742395779,queue_haul_lp,11.23281986157778,True,True,,2,migration:pool/germany:replay,0.06268407335259094,0.07381387619619584,0.014619883040935673,0.014619883040935673,0.13292147684445121,0.5316742582773804,0.0,0.0,0.05368922076283263,0.053689220762832626,55.0,55.0,3.3230369211112802,3.3229641142336273,0.0,0.0,0.8565049763252739,0.7273594550180204,3762,3762,25.0,6.25,25.0,25.0,replica-s/s,replica-s/s,blocks,blocks,replica-s,replica-s,replica-s,replica-s,1,0,1,0,11.23281986157778,0.18159442918046154
constraint/quota-30,30,30,28,61.856632454374676,0.2,12.371326490874935,queue_haul_lp,16.849229792366657,True,True,,3,migration:pool/germany:replay,0.06268407335259094,0.23189322136035634,0.014619883040935673,0.046783625730994156,0.13292147684445121,0.5316742582773804,0.0,0.19881543471713672,0.05368922076283263,0.16866972711104194,55.0,176.00000000000003,3.3230369211112802,3.3229641142336273,0.0,4.970385867928418,0.8565049763252739,0.7273594550180204,3762,3762,25.0,6.25,25.0,25.0,replica-s/s,replica-s/s,blocks,blocks,replica-s,replica-s,replica-s,replica-s,1,0,1,1,16.849229792366657,0.2723916437706921
constraint/quota-30,30,30,28,61.856632454374676,0.23333333333333334,14.433214239354092,queue_haul_lp,16.849229792366657,True,True,,3,migration:pool/germany:replay,0.06268407335259094,0.23189322136035634,0.014619883040935673,0.046783625730994156,0.13292147684445121,0.5316742582773804,0.0,0.19881543471713672,0.05368922076283263,0.16866972711104194,55.0,176.00000000000003,3.3230369211112802,3.3229641142336273,0.0,4.970385867928418,0.8565049763252739,0.7273594550180204,3762,3762,25.0,6.25,25.0,25.0,replica-s/s,replica-s/s,blocks,blocks,replica-s,replica-s,replica-s,replica-s,1,0,1,1,16.849229792366657,0.2723916437706921
constraint/quota-30,30,30,28,61.856632454374676,0.26666666666666666,16.495101987833248,queue_haul_lp,16.849229792366657,True,True,,3,migration:pool/germany:replay,0.06268407335259094,0.23189322136035634,0.014619883040935673,0.046783625730994156,0.13292147684445121,0.5316742582773804,0.0,0.19881543471713672,0.05368922076283263,0.16866972711104194,55.0,176.00000000000003,3.3230369211112802,3.3229641142336273,0.0,4.970385867928418,0.8565049763252739,0.7273594550180204,3762,3762,25.0,6.25,25.0,25.0,replica-s/s,replica-s/s,blocks,blocks,replica-s,replica-s,replica-s,replica-s,1,0,1,1,16.849229792366657,0.2723916437706921
constraint/quota-30,30,30,28,61.856632454374676,0.3,18.556989736312403,queue_haul_lp,20.316194099294137,True,True,,4,migration:pool/germany:replay,0.10158574258585748,0.23189322136035634,0.029239766081871347,0.046783625730994156,0.26584295368890243,0.5316742582773804,0.0,0.19881543471713672,0.08700869404848523,0.16866972711104194,110.0,176.00000000000003,6.6460738422225605,3.3229641142336273,0.0,4.970385867928418,0.8565049763252739,0.7273594550180204,3762,3762,25.0,6.25,25.0,25.0,replica-s/s,replica-s/s,blocks,blocks,replica-s,replica-s,replica-s,replica-s,2,0,1,1,20.316194099294137,0.32844002806456235
