phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,240,240,1.0,126.29120833333333
baseline,1,240,240,1.0,82.69104166666666
drain,0,345,345,1.0,95.76255072463769
drain,1,345,345,1.0,133.04246376811594
post,0,239,239,1.0,85.97397489539749
post,1,239,239,1.0,122.22025104602508
