campaign,episode_id,state_id,pack_id,policy,repeat,phase,wan_mbps,prefill_rps,kv_share_percent,attainment_time_s
wan,efd6964d2f4627e6,ed9b12b093451e06,0f92bd310a4ec5e2,replay_only,6,additional,3000.0,0.0,0.0,
wan,10f5622ce5b525b7,ed9b12b093451e06,0f92bd310a4ec5e2,queue_haul,6,additional,3000.0,0.0,37.5,25.806545537
wan,f4c5c194c033f116,0d145fb3263931d8,0f92bd310a4ec5e2,queue_haul,7,additional,3250.0,0.0,37.5,25.822401454
wan,b8ad0e6e57861c28,0d145fb3263931d8,0f92bd310a4ec5e2,per_session_greedy,7,additional,3250.0,0.0,0.0,36.991791021
wan,ff6373abf1f1b230,0d145fb3263931d8,0f92bd310a4ec5e2,kv_only,7,additional,3250.0,0.0,100.0,
wan,b41d47062684f910,0d145fb3263931d8,0f92bd310a4ec5e2,greedy,7,additional,3250.0,0.0,37.5,25.78431932
wan,653cdbe3365db38c,0d145fb3263931d8,0f92bd310a4ec5e2,replay_only,7,additional,3250.0,0.0,0.0,
wan,af97636f77b0187a,0d145fb3263931d8,0f92bd310a4ec5e2,per_session_greedy,8,additional,3250.0,0.0,0.0,36.950436593
wan,1012384bd2534365,0d145fb3263931d8,0f92bd310a4ec5e2,greedy,8,additional,3250.0,0.0,37.5,25.871568332
wan,cfb25060287f6d60,0d145fb3263931d8,0f92bd310a4ec5e2,replay_only,8,additional,3250.0,0.0,0.0,
wan,6ea97c520a54a500,0d145fb3263931d8,0f92bd310a4ec5e2,kv_only,8,additional,3250.0,0.0,100.0,
wan,52b61fba382b2a07,0d145fb3263931d8,0f92bd310a4ec5e2,queue_haul,8,additional,3250.0,0.0,37.5,25.943764237
wan,9ade589d273611dd,6d4e7afd778f5e6e,0f92bd310a4ec5e2,per_session_greedy,7,additional,10000.0,0.0,100.0,19.859812001999998
wan,0d532fd7c1e6906e,6d4e7afd778f5e6e,0f92bd310a4ec5e2,kv_only,7,additional,10000.0,0.0,100.0,
wan,50a352f979c508b2,6d4e7afd778f5e6e,0f92bd310a4ec5e2,greedy,7,additional,10000.0,0.0,87.5,17.422226037999998
wan,22e1063d140d4299,6d4e7afd778f5e6e,0f92bd310a4ec5e2,queue_haul,7,additional,10000.0,0.0,87.5,17.627407995
wan,0faa575586a25102,6d4e7afd778f5e6e,0f92bd310a4ec5e2,replay_only,7,additional,10000.0,0.0,0.0,
wan,e8533a4d3a5318c3,6d4e7afd778f5e6e,0f92bd310a4ec5e2,greedy,8,additional,10000.0,0.0,87.5,16.555268894999998
wan,20aa417d36aa6b59,6d4e7afd778f5e6e,0f92bd310a4ec5e2,queue_haul,8,additional,10000.0,0.0,87.5,17.725245315000002
wan,892379f38eb717ff,6d4e7afd778f5e6e,0f92bd310a4ec5e2,kv_only,8,additional,10000.0,0.0,100.0,
wan,4cd8235d0278f3f8,6d4e7afd778f5e6e,0f92bd310a4ec5e2,replay_only,8,additional,10000.0,0.0,0.0,
wan,2d88fb0dcf142ee9,6d4e7afd778f5e6e,0f92bd310a4ec5e2,per_session_greedy,8,additional,10000.0,0.0,100.0,20.575544884
wan,979d8ecce3cbd27a,c1af3b5bbd298dd0,0f92bd310a4ec5e2,greedy,7,additional,3500.0,0.0,37.5,25.787406451
wan,2ae3ea661de21f30,c1af3b5bbd298dd0,0f92bd310a4ec5e2,kv_only,7,additional,3500.0,0.0,100.0,
