wan_mbps,kv_share_percent,total_kv_bytes,control_mean_completion_s,overhead_s,completion_time_s,power_window_s,attainment_time_s
2500.0,100,12381585408,13.421873361230771,3.5166050348307714,43.13767834043077,5,48.13767834043077
3000.0,100,12381585408,13.421873361230771,3.5166050348307714,36.53416612283077,5,41.53416612283077
3250.0,100,12381585408,13.421873361230771,3.5166050348307714,33.994353731446154,5,38.994353731446154
3500.0,100,12381585408,13.421873361230771,3.5166050348307714,31.817371681687913,5,36.817371681687916
