run_id,step,active_leaf_count,active_coding_leaf_count,active_validation_leaf_count,completed_leaf_count,coding_progress,validation_progress,num_reopens_so_far,num_invalidations_so_far,largest_progress_drop_so_far,num_splits_so_far,steps_since_new_subtask,denominator_growth_so_far,steps_since_completion,blocked_leaf_count,repeated_observation_loop_flag,validation_started,validation_complete,validation_failed,submit_without_validation,strong_completion_count,manual_only_completion_count,weak_product_completion_count,label_final_success,label_finish_step,label_success_by_horizon,label_shape_tags
hermes_pilot_04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,0,0,0,,23,false,
hermes_pilot_04,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,false,false,false,false,false,0,0,0,,23,false,
hermes_pilot_04,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,false,false,false,false,false,0,1,1,,23,false,
hermes_pilot_04,4,1,1,0,1,0.5,0,0,0,0.5,0,0,1,1,0,false,false,false,false,false,0,1,1,,23,false,
hermes_pilot_04,5,0,0,0,2,1,0,0,0,0.5,0,1,1,0,0,false,false,false,false,false,0,2,2,,23,false,
hermes_pilot_04,6,1,1,1,2,0.666667,0,0,0,0.5,0,0,2,1,0,false,false,false,false,false,0,2,2,,23,false,
hermes_pilot_04,9,0,0,0,3,1,1,0,0,0.5,0,3,2,0,0,false,true,true,false,false,0,3,2,,23,false,
hermes_pilot_04,10,1,0,0,3,1,1,0,0,0.5,0,0,2,1,0,false,true,true,false,false,0,3,2,,23,false,
hermes_pilot_04,14,2,1,0,3,0.75,1,0,0,0.5,0,0,3,5,0,false,true,true,false,false,0,3,2,,23,false,
hermes_pilot_04,19,1,0,0,4,1,1,0,0,0.5,0,5,3,0,0,false,true,true,false,false,1,3,2,,23,false,
hermes_pilot_04,23,0,0,0,5,1,1,0,0,0.5,0,9,3,0,0,false,true,true,false,false,2,3,2,,23,false,
hermes_pilot_05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,false,false,false,0,0,0,,21,false,stuck_loop
hermes_pilot_05,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,false,false,false,false,false,0,0,0,,21,false,stuck_loop
hermes_pilot_05,7,0,0,0,2,1,0,0,0,0,0,5,0,0,0,false,false,false,false,false,2,0,0,,21,false,stuck_loop
hermes_pilot_05,8,1,1,0,2,0.5,0,0,0,0.5,0,0,1,1,0,false,false,false,false,false,2,0,0,,21,false,stuck_loop
hermes_pilot_05,9,0,0,0,3,1,0,0,0,0.5,0,1,1,0,0,false,false,false,false,false,3,0,0,,21,false,stuck_loop
hermes_pilot_05,10,1,1,1,3,0.666667,0,0,0,0.5,0,0,2,1,0,false,false,false,false,false,3,0,0,,21,false,stuck_loop
hermes_pilot_05,19,0,0,0,4,1,1,0,0,0.5,0,9,2,0,0,false,true,true,false,false,3,1,0,,21,false,stuck_loop
hermes_pilot_05,12,1,1,0,4,0.75,1,0,0,0.5,0,0,3,-7,0,false,true,true,false,false,3,1,0,,21,false,stuck_loop
hermes_pilot_05,17,0,0,0,5,1,1,0,0,0.5,0,5,3,0,0,false,true,true,false,false,4,1,0,,21,false,stuck_loop
hermes_pilot_05,20,1,0,0,5,1,1,0,0,0.5,0,0,3,3,0,false,true,true,false,false,4,1,0,,21,false,stuck_loop
hermes_pilot_05,21,1,0,0,5,1,1,0,0,0.5,0,1,3,4,1,false,true,true,false,false,4,1,0,,21,false,stuck_loop
