run_id,step,event_index,event_type,subtask_id,coding_progress,overall_progress,active_coding_weight,completed_coding_weight,active_overall_weight,completed_overall_weight,active_coding_leaves,completed_coding_leaves,active_overall_leaves,completed_overall_leaves,num_splits_so_far,num_reopens_so_far,num_invalidations_so_far,delta_coding_progress,delta_overall_progress,coding_drop_source,overall_drop_source,final_success,final_success_source,native_coding_progress,native_overall_progress,native_active_coding_weight,native_completed_coding_weight,native_active_overall_weight,native_completed_overall_weight,native_active_coding_leaves,native_completed_coding_leaves,native_active_overall_leaves,native_completed_overall_leaves,native_delta_coding_progress,native_delta_overall_progress,native_coding_drop_source,native_overall_drop_source,category_resolution_mode,category_overrides_applied,product_progress,validation_progress,investigation_progress,step_added_subtasks,step_split_events,step_reopen_events,step_invalidation_events,step_product_completes,step_validation_completes,step_investigation_completes,step_strong_completions,step_manual_only_completions,steps_since_progress_increase,steps_since_completion,steps_since_subtask_added,cum_strong_completions,cum_manual_only_completions,elapsed_seconds,seconds_since_last_event,seconds_since_progress_increase,events_per_minute
hermes_pilot_h5_003,5,2,update_status,S1,0.0,0.0,1.0,0,1.0,0,1,0,1,0,0,0,0,0.0,0.0,none,none,,unknown,0.0,0.0,1.0,0,1.0,0,1,0,1,0,0.0,0.0,none,none,native,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-05,5e-05,5e-05,2400000.0
hermes_pilot_h5_003,6,3,add_subtask,S2,0.0,0.0,2.0,0,2.0,0,2,0,2,0,0,0,0,0.0,0.0,none,none,,unknown,0.0,0.0,2.0,0,2.0,0,2,0,2,0,0.0,0.0,none,none,native,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-05,1e-05,6e-05,3000000.0
hermes_pilot_h5_003,7,4,update_status,S2,0.5,0.5,2.0,1.0,2.0,1.0,2,1,2,1,0,0,0,0.5,0.5,none,none,,unknown,0.5,0.5,2.0,1.0,2.0,1.0,2,1,2,1,0.5,0.5,none,none,native,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5e-05,2.5e-05,0.0,2823529.4117647056
hermes_pilot_h5_003,8,5,add_subtask,S3,0.3333333333333333,0.3333333333333333,3.0,1.0,3.0,1.0,3,1,3,1,0,0,0,-0.16666666666666669,-0.16666666666666669,validation,validation,,unknown,0.3333333333333333,0.3333333333333333,3.0,1.0,3.0,1.0,3,1,3,1,-0.16666666666666669,-0.16666666666666669,validation,validation,native,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3e-05,8e-06,8e-06,3225806.4516129033
hermes_pilot_h5_003,11,6,update_status,S3,0.6666666666666666,0.6666666666666666,3.0,2.0,3.0,2.0,3,2,3,2,0,0,0,0.3333333333333333,0.3333333333333333,none,none,,unknown,0.6666666666666666,0.6666666666666666,3.0,2.0,3.0,2.0,3,2,3,2,0.3333333333333333,0.3333333333333333,none,none,native,0,0.0,0.5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000124,3.1e-05,0.0,4054054.054054054
hermes_pilot_h5_003,12,7,add_subtask,S4,0.5,0.5,4.0,2.0,4.0,2.0,4,2,4,2,0,0,0,-0.16666666666666663,-0.16666666666666663,investigation,investigation,,unknown,0.5,0.5,4.0,2.0,4.0,2.0,4,2,4,2,-0.16666666666666663,-0.16666666666666663,investigation,investigation,native,0,0.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000132,8e-06,8e-06,4166666.666666667
hermes_pilot_h5_003,25,8,update_status,S4,0.5,0.5,4.0,2.0,4.0,2.0,4,2,4,2,0,0,0,0.0,0.0,none,none,,unknown,0.5,0.5,4.0,2.0,4.0,2.0,4,2,4,2,0.0,0.0,none,none,native,0,0.0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000349,0.000217,0.000225,1136363.6363636362
hermes_pilot_h5_003,30,9,add_subtask,S5,0.4,0.4,5.0,2.0,5.0,2.0,5,2,5,2,0,0,0,-0.09999999999999998,-0.09999999999999998,validation,validation,,unknown,0.4,0.4,5.0,2.0,5.0,2.0,5,2,5,2,-0.09999999999999998,-0.09999999999999998,validation,validation,native,0,0.0,0.3333333333333333,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000378,2.9e-05,0.000254,1052631.5789473685
hermes_pilot_h5_003,33,10,update_status,S5,0.6,0.6,5.0,3.0,5.0,3.0,5,3,5,3,0,0,0,0.19999999999999996,0.19999999999999996,none,none,,unknown,0.6,0.6,5.0,3.0,5.0,3.0,5,3,5,3,0.19999999999999996,0.19999999999999996,none,none,native,0,0.0,0.6666666666666666,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000409,3.1e-05,0.0,1052631.5789473685
hermes_pilot_h5_003,34,11,add_subtask,S6,0.5,0.5,6.0,3.0,6.0,3.0,6,3,6,3,0,0,0,-0.09999999999999998,-0.09999999999999998,investigation,investigation,,unknown,0.5,0.5,6.0,3.0,6.0,3.0,6,3,6,3,-0.09999999999999998,-0.09999999999999998,investigation,investigation,native,0,0.0,0.6666666666666666,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000417,8e-06,8e-06,1052631.5789473685
hermes_pilot_h5_003,35,12,update_status,S6,0.6666666666666666,0.6666666666666666,6.0,4.0,6.0,4.0,6,4,6,4,0,0,0,0.16666666666666663,0.16666666666666663,none,none,,unknown,0.6666666666666666,0.6666666666666666,6.0,4.0,6.0,4.0,6,4,6,4,0.16666666666666663,0.16666666666666663,none,none,native,0,0.0,0.6666666666666666,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000435,1.8e-05,0.0,3488372.093023256
hermes_pilot_h5_003,36,13,add_subtask,S7,0.5714285714285714,0.5714285714285714,7.0,4.0,7.0,4.0,7,4,7,4,0,0,0,-0.09523809523809523,-0.09523809523809523,validation,validation,,unknown,0.5714285714285714,0.5714285714285714,7.0,4.0,7.0,4.0,7,4,7,4,-0.09523809523809523,-0.09523809523809523,validation,validation,native,0,0.0,0.5,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000443,8e-06,8e-06,4615384.615384616
hermes_pilot_h5_003,39,14,update_status,S7,0.7142857142857143,0.7142857142857143,7.0,5.0,7.0,5.0,7,5,7,5,0,0,0,0.1428571428571429,0.1428571428571429,none,none,,unknown,0.7142857142857143,0.7142857142857143,7.0,5.0,7.0,5.0,7,5,7,5,0.1428571428571429,0.1428571428571429,none,none,native,0,0.0,0.75,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000496,5.3e-05,0.0,3448275.862068965
hermes_pilot_h5_003,40,15,add_subtask,S8,0.625,0.625,8.0,5.0,8.0,5.0,8,5,8,5,0,0,0,-0.0892857142857143,-0.0892857142857143,product,product,,unknown,0.625,0.625,8.0,5.0,8.0,5.0,8,5,8,5,-0.0892857142857143,-0.0892857142857143,product,product,native,0,0.0,0.75,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000503,7e-06,7e-06,3488372.093023256
hermes_pilot_h5_003,51,16,update_status,S8,0.75,0.75,8.0,6.0,8.0,6.0,8,6,8,6,0,0,0,0.125,0.125,none,none,,unknown,0.75,0.75,8.0,6.0,8.0,6.0,8,6,8,6,0.125,0.125,none,none,native,0,1.0,0.75,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000622,0.000119,0.0,1604278.0748663102
hermes_pilot_h5_004,0,0,init,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,,unknown,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,native,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
hermes_pilot_h5_004,2,1,add_subtask,S1,0.0,0.0,1.0,0,1.0,0,1,0,1,0,0,0,0,0.0,0.0,none,none,,unknown,0.0,0.0,1.0,0,1.0,0,1,0,1,0,0.0,0.0,none,none,native,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,
hermes_pilot_h5_004,9,2,update_status,S1,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,0,0,1.0,1.0,none,none,,unknown,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1.0,1.0,none,none,native,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000153,0.000153,0.0,784313.725490196
hermes_pilot_h5_004,10,3,add_subtask,S2,0.5,0.5,2.0,1.0,2.0,1.0,2,1,2,1,0,0,0,-0.5,-0.5,validation,validation,,unknown,0.5,0.5,2.0,1.0,2.0,1.0,2,1,2,1,-0.5,-0.5,validation,validation,native,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000166,1.3e-05,1.3e-05,1084337.3493975904
hermes_pilot_h5_004,11,4,update_status,S2,1.0,1.0,2.0,2.0,2.0,2.0,2,2,2,2,0,0,0,0.5,0.5,none,none,,unknown,1.0,1.0,2.0,2.0,2.0,2.0,2,2,2,2,0.5,0.5,none,none,native,0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000194,2.8e-05,0.0,1237113.4020618557
hermes_pilot_h5_004,12,5,add_subtask,S3,0.6666666666666666,0.6666666666666666,3.0,2.0,3.0,2.0,3,2,3,2,0,0,0,-0.33333333333333337,-0.33333333333333337,product,product,,unknown,0.6666666666666666,0.6666666666666666,3.0,2.0,3.0,2.0,3,2,3,2,-0.33333333333333337,-0.33333333333333337,product,product,native,0,0.5,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000202,8e-06,8e-06,1485148.5148514851
hermes_pilot_h5_004,15,6,update_status,S3,1.0,1.0,3.0,3.0,3.0,3.0,3,3,3,3,0,0,0,0.33333333333333337,0.33333333333333337,none,none,,unknown,1.0,1.0,3.0,3.0,3.0,3.0,3,3,3,3,0.33333333333333337,0.33333333333333337,none,none,native,0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000233,3.1e-05,0.0,3750000.0
hermes_pilot_h5_004,16,7,add_subtask,S4,0.75,0.75,4.0,3.0,4.0,3.0,4,3,4,3,0,0,0,-0.25,-0.25,investigation,investigation,,unknown,0.75,0.75,4.0,3.0,4.0,3.0,4,3,4,3,-0.25,-0.25,investigation,investigation,native,0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024,7e-06,7e-06,4054054.054054054
hermes_pilot_h5_004,27,8,update_status,S4,0.75,0.75,4.0,3.0,4.0,3.0,4,3,4,3,0,0,0,0.0,0.0,none,none,,unknown,0.75,0.75,4.0,3.0,4.0,3.0,4,3,4,3,0.0,0.0,none,none,native,0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000407,0.000167,0.000174,1408450.7042253523
hermes_pilot_h5_005,0,0,init,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,,unknown,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,native,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
hermes_pilot_h5_005,2,1,add_subtask,S1,0.0,0.0,1.0,0,1.0,0,1,0,1,0,0,0,0,0.0,0.0,none,none,,unknown,0.0,0.0,1.0,0,1.0,0,1,0,1,0,0.0,0.0,none,none,native,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,
hermes_pilot_h5_005,5,2,update_status,S1,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,0,0,1.0,1.0,none,none,,unknown,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1.0,1.0,none,none,native,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000105,0.000105,0.0,1142857.142857143
hermes_pilot_h5_005,6,3,add_subtask,S2,0.5,0.5,2.0,1.0,2.0,1.0,2,1,2,1,0,0,0,-0.5,-0.5,validation,validation,,unknown,0.5,0.5,2.0,1.0,2.0,1.0,2,1,2,1,-0.5,-0.5,validation,validation,native,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000117,1.2e-05,1.2e-05,1538461.5384615385
hermes_pilot_h5_005,7,4,update_status,S2,0.5,0.5,2.0,1.0,2.0,1.0,2,1,2,1,0,0,0,0.0,0.0,none,none,,unknown,0.5,0.5,2.0,1.0,2.0,1.0,2,1,2,1,0.0,0.0,none,none,native,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013,1.3e-05,2.5e-05,1846153.8461538462
hermes_pilot_h5_005,8,5,add_subtask,S3,0.3333333333333333,0.3333333333333333,3.0,1.0,3.0,1.0,3,1,3,1,0,0,0,-0.16666666666666669,-0.16666666666666669,investigation,investigation,,unknown,0.3333333333333333,0.3333333333333333,3.0,1.0,3.0,1.0,3,1,3,1,-0.16666666666666669,-0.16666666666666669,investigation,investigation,native,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000138,8e-06,3.3e-05,2173913.0434782607
hermes_pilot_h5_005,9,6,update_status,S3,0.6666666666666666,0.6666666666666666,3.0,2.0,3.0,2.0,3,2,3,2,0,0,0,0.3333333333333333,0.3333333333333333,none,none,,unknown,0.6666666666666666,0.6666666666666666,3.0,2.0,3.0,2.0,3,2,3,2,0.3333333333333333,0.3333333333333333,none,none,native,0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000162,2.4e-05,0.0,5263157.894736842
hermes_pilot_h5_005,10,7,add_subtask,S4,0.5,0.5,4.0,2.0,4.0,2.0,4,2,4,2,0,0,0,-0.16666666666666663,-0.16666666666666663,validation,validation,,unknown,0.5,0.5,4.0,2.0,4.0,2.0,4,2,4,2,-0.16666666666666663,-0.16666666666666663,validation,validation,native,0,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000169,7e-06,7e-06,5769230.76923077
hermes_pilot_h5_005,17,8,update_status,S4,0.75,0.75,4.0,3.0,4.0,3.0,4,3,4,3,0,0,0,0.25,0.25,none,none,,unknown,0.75,0.75,4.0,3.0,4.0,3.0,4,3,4,3,0.25,0.25,none,none,native,0,1.0,0.5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000229,6e-05,0.0,3030303.0303030307
hermes_pilot_h5_005,18,9,add_subtask,S5,0.75,0.6,4.0,3.0,5.0,3.0,4,3,5,3,0,0,0,0.0,-0.15000000000000002,none,artifact,,unknown,0.75,0.6,4.0,3.0,5.0,3.0,4,3,5,3,0.0,-0.15000000000000002,none,artifact,native,0,1.0,0.5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000249,2e-05,2e-05,2702702.7027027025
hermes_pilot_h5_005,19,10,update_status,S5,0.75,0.6,4.0,3.0,5.0,3.0,4,3,5,3,0,0,0,0.0,0.0,none,none,,unknown,0.75,0.6,4.0,3.0,5.0,3.0,4,3,5,3,0.0,0.0,none,none,native,0,1.0,0.5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000275,2.6e-05,4.6e-05,2654867.256637168
hermes_pilot_h5_006,0,0,init,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,,unknown,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,native,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
hermes_pilot_h5_006,2,1,add_subtask,S1,0.0,0.0,1.0,0,1.0,0,1,0,1,0,0,0,0,0.0,0.0,none,none,,unknown,0.0,0.0,1.0,0,1.0,0,1,0,1,0,0.0,0.0,none,none,native,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,
hermes_pilot_h5_006,13,2,update_status,S1,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,0,0,1.0,1.0,none,none,,unknown,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1.0,1.0,none,none,native,0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000146,0.000146,0.0,821917.808219178
hermes_pilot_h5_007,0,0,init,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,,unknown,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,native,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
hermes_pilot_h5_007,2,1,add_subtask,S1,0.0,0.0,1.0,0,1.0,0,1,0,1,0,0,0,0,0.0,0.0,none,none,,unknown,0.0,0.0,1.0,0,1.0,0,1,0,1,0,0.0,0.0,none,none,native,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,
hermes_pilot_h5_007,15,2,update_status,S1,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,0,0,1.0,1.0,none,none,,unknown,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1.0,1.0,none,none,native,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000488,0.000488,0.0,245901.63934426228
hermes_pilot_h5_007,16,3,add_subtask,S2,0.5,0.5,2.0,1.0,2.0,1.0,2,1,2,1,0,0,0,-0.5,-0.5,validation,validation,,unknown,0.5,0.5,2.0,1.0,2.0,1.0,2,1,2,1,-0.5,-0.5,validation,validation,native,0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000503,1.5e-05,1.5e-05,357852.88270377734
hermes_pilot_h5_007,17,4,update_status,S2,1.0,1.0,2.0,2.0,2.0,2.0,2,2,2,2,0,0,0,0.5,0.5,none,none,,unknown,1.0,1.0,2.0,2.0,2.0,2.0,2,2,2,2,0.5,0.5,none,none,native,0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000517,1.4e-05,0.0,464216.6344294004
hermes_pilot_h5_007,18,5,add_subtask,S3,0.6666666666666666,0.6666666666666666,3.0,2.0,3.0,2.0,3,2,3,2,0,0,0,-0.33333333333333337,-0.33333333333333337,investigation,investigation,,unknown,0.6666666666666666,0.6666666666666666,3.0,2.0,3.0,2.0,3,2,3,2,-0.33333333333333337,-0.33333333333333337,investigation,investigation,native,0,0.0,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000525,8e-06,8e-06,571428.5714285715
hermes_pilot_h5_007,23,6,update_status,S3,1.0,1.0,3.0,3.0,3.0,3.0,3,3,3,3,0,0,0,0.33333333333333337,0.33333333333333337,none,none,,unknown,1.0,1.0,3.0,3.0,3.0,3.0,3,3,3,3,0.33333333333333337,0.33333333333333337,none,none,native,0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000674,0.000149,0.0,1612903.2258064516
hermes_pilot_h5_007,24,7,add_subtask,S4,0.75,0.75,4.0,3.0,4.0,3.0,4,3,4,3,0,0,0,-0.25,-0.25,validation,validation,,unknown,0.75,0.75,4.0,3.0,4.0,3.0,4,3,4,3,-0.25,-0.25,validation,validation,native,0,0.0,0.5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000683,9e-06,9e-06,1666666.6666666665
hermes_pilot_h5_007,25,8,update_status,S4,1.0,1.0,4.0,4.0,4.0,4.0,4,4,4,4,0,0,0,0.25,0.25,none,none,,unknown,1.0,1.0,4.0,4.0,4.0,4.0,4,4,4,4,0.25,0.25,none,none,native,0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000696,1.3e-05,0.0,1675977.6536312848
hermes_pilot_h5_007,26,9,add_subtask,S5,0.8,0.8,5.0,4.0,5.0,4.0,5,4,5,4,0,0,0,-0.19999999999999996,-0.19999999999999996,investigation,investigation,,unknown,0.8,0.8,5.0,4.0,5.0,4.0,5,4,5,4,-0.19999999999999996,-0.19999999999999996,investigation,investigation,native,0,0.0,1.0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000708,1.2e-05,1.2e-05,1639344.262295082
hermes_pilot_h5_007,29,10,update_status,S5,1.0,1.0,5.0,5.0,5.0,5.0,5,5,5,5,0,0,0,0.19999999999999996,0.19999999999999996,none,none,,unknown,1.0,1.0,5.0,5.0,5.0,5.0,5,5,5,5,0.19999999999999996,0.19999999999999996,none,none,native,0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000753,4.5e-05,0.0,3797468.35443038
hermes_pilot_h5_008,0,0,init,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,,unknown,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,native,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
hermes_pilot_h5_008,2,1,add_subtask,S1,0.0,0.0,1.0,0,1.0,0,1,0,1,0,0,0,0,0.0,0.0,none,none,,unknown,0.0,0.0,1.0,0,1.0,0,1,0,1,0,0.0,0.0,none,none,native,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,
hermes_pilot_h5_008,3,2,update_status,S1,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,0,0,1.0,1.0,none,none,,unknown,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1.0,1.0,none,none,native,0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9e-05,3.9e-05,0.0,3076923.076923077
hermes_pilot_h5_008,4,3,add_subtask,S2,0.5,0.5,2.0,1.0,2.0,1.0,2,1,2,1,0,0,0,-0.5,-0.5,investigation,investigation,,unknown,0.5,0.5,2.0,1.0,2.0,1.0,2,1,2,1,-0.5,-0.5,investigation,investigation,native,0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-05,1.1e-05,1.1e-05,3600000.0
hermes_pilot_h5_008,5,4,update_status,S2,1.0,1.0,2.0,2.0,2.0,2.0,2,2,2,2,0,0,0,0.5,0.5,none,none,,unknown,1.0,1.0,2.0,2.0,2.0,2.0,2,2,2,2,0.5,0.5,none,none,native,0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8e-05,3e-05,0.0,3000000.0
hermes_pilot_h5_008,6,5,add_subtask,S3,0.6666666666666666,0.6666666666666666,3.0,2.0,3.0,2.0,3,2,3,2,0,0,0,-0.33333333333333337,-0.33333333333333337,validation,validation,,unknown,0.6666666666666666,0.6666666666666666,3.0,2.0,3.0,2.0,3,2,3,2,-0.33333333333333337,-0.33333333333333337,validation,validation,native,0,0.0,0.5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7e-05,7e-06,7e-06,3448275.862068965
