run_id,step,event_index,event_type,subtask_id,coding_progress,overall_progress,active_coding_weight,completed_coding_weight,active_overall_weight,completed_overall_weight,active_coding_leaves,completed_coding_leaves,active_overall_leaves,completed_overall_leaves,num_splits_so_far,num_reopens_so_far,num_invalidations_so_far,delta_coding_progress,delta_overall_progress,coding_drop_source,overall_drop_source,final_success,final_success_source,native_coding_progress,native_overall_progress,native_active_coding_weight,native_completed_coding_weight,native_active_overall_weight,native_completed_overall_weight,native_active_coding_leaves,native_completed_coding_leaves,native_active_overall_leaves,native_completed_overall_leaves,native_delta_coding_progress,native_delta_overall_progress,native_coding_drop_source,native_overall_drop_source,category_resolution_mode,category_overrides_applied
task_1_parser_timezone_offset,15,20,reopen_subtask,S5,1.0,0.8571428571428571,6.0,6.0,7.0,6.0,6,6,7,6,1,1,0,0.0,-0.1428571428571429,none,artifact,true,summary.test_status,0.8571428571428571,0.8571428571428571,7.0,6.0,7.0,6.0,7,6,7,6,-0.1428571428571429,-0.1428571428571429,product,product,legacy_inferred,8
task_1_parser_timezone_offset,16,21,update_status,S5,1.0,1.0,6.0,6.0,7.0,7.0,6,6,7,7,1,1,0,0.0,0.1428571428571429,none,none,true,summary.test_status,1.0,1.0,7.0,7.0,7.0,7.0,7,7,7,7,0.1428571428571429,0.1428571428571429,none,none,legacy_inferred,8
task_2_cli_output_flag,0,0,init,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,legacy_inferred,9
task_2_cli_output_flag,1,5,add_subtask,S5,0.0,0.0,4.0,0,5.0,0,4,0,5,0,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.0,0.0,5.0,0,5.0,0,5,0,5,0,0.0,0.0,none,none,legacy_inferred,9
task_2_cli_output_flag,2,6,update_status,S1,0.0,0.0,4.0,0,5.0,0,4,0,5,0,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.0,0.0,5.0,0,5.0,0,5,0,5,0,0.0,0.0,none,none,legacy_inferred,9
task_2_cli_output_flag,3,7,update_status,S1,0.25,0.2,4.0,1.0,5.0,1.0,4,1,5,1,0,0,0,0.25,0.2,none,none,true,summary.test_status,0.2,0.2,5.0,1.0,5.0,1.0,5,1,5,1,0.2,0.2,none,none,legacy_inferred,9
task_2_cli_output_flag,4,8,update_status,S2,0.5,0.4,4.0,2.0,5.0,2.0,4,2,5,2,0,0,0,0.25,0.2,none,none,true,summary.test_status,0.4,0.4,5.0,2.0,5.0,2.0,5,2,5,2,0.2,0.2,none,none,legacy_inferred,9
task_2_cli_output_flag,5,9,split_subtask,S3,0.3333333333333333,0.2857142857142857,6.0,2.0,7.0,2.0,6,2,7,2,1,0,0,-0.16666666666666669,-0.11428571428571432,validation,validation,true,summary.test_status,0.2857142857142857,0.2857142857142857,7.0,2.0,7.0,2.0,7,2,7,2,-0.11428571428571432,-0.11428571428571432,product,product,legacy_inferred,9
task_2_cli_output_flag,6,11,update_status,S3.2,0.6666666666666666,0.5714285714285714,6.0,4.0,7.0,4.0,6,4,7,4,1,0,0,0.3333333333333333,0.2857142857142857,none,none,true,summary.test_status,0.5714285714285714,0.5714285714285714,7.0,4.0,7.0,4.0,7,4,7,4,0.2857142857142857,0.2857142857142857,none,none,legacy_inferred,9
task_2_cli_output_flag,7,12,update_status,S4,0.8333333333333334,0.7142857142857143,6.0,5.0,7.0,5.0,6,5,7,5,1,0,0,0.16666666666666674,0.1428571428571429,none,none,true,summary.test_status,0.7142857142857143,0.7142857142857143,7.0,5.0,7.0,5.0,7,5,7,5,0.1428571428571429,0.1428571428571429,none,none,legacy_inferred,9
task_2_cli_output_flag,8,13,reopen_subtask,S4,0.6666666666666666,0.5714285714285714,6.0,4.0,7.0,4.0,6,4,7,4,1,1,0,-0.16666666666666674,-0.1428571428571429,product,product,true,summary.test_status,0.5714285714285714,0.5714285714285714,7.0,4.0,7.0,4.0,7,4,7,4,-0.1428571428571429,-0.1428571428571429,product,product,legacy_inferred,9
task_2_cli_output_flag,9,14,update_status,S3.3,0.8333333333333334,0.7142857142857143,6.0,5.0,7.0,5.0,6,5,7,5,1,1,0,0.16666666666666674,0.1428571428571429,none,none,true,summary.test_status,0.7142857142857143,0.7142857142857143,7.0,5.0,7.0,5.0,7,5,7,5,0.1428571428571429,0.1428571428571429,none,none,legacy_inferred,9
task_2_cli_output_flag,10,15,update_status,S4,1.0,0.8571428571428571,6.0,6.0,7.0,6.0,6,6,7,6,1,1,0,0.16666666666666663,0.1428571428571428,none,none,true,summary.test_status,0.8571428571428571,0.8571428571428571,7.0,6.0,7.0,6.0,7,6,7,6,0.1428571428571428,0.1428571428571428,none,none,legacy_inferred,9
task_2_cli_output_flag,11,16,add_subtask,S9,1.0,0.75,6.0,6.0,8.0,6.0,6,6,8,6,1,1,0,0.0,-0.1071428571428571,none,environment,true,summary.test_status,0.75,0.75,8.0,6.0,8.0,6.0,8,6,8,6,-0.1071428571428571,-0.1071428571428571,product,product,legacy_inferred,9
task_2_cli_output_flag,12,17,invalidate_subtask,S9,1.0,0.8571428571428571,6.0,6.0,7.0,6.0,6,6,7,6,1,1,1,0.0,0.1071428571428571,none,none,true,summary.test_status,0.8571428571428571,0.8571428571428571,7.0,6.0,7.0,6.0,7,6,7,6,0.1071428571428571,0.1071428571428571,none,none,legacy_inferred,9
task_2_cli_output_flag,13,18,update_status,S5,1.0,1.0,6.0,6.0,7.0,7.0,6,6,7,7,1,1,1,0.0,0.1428571428571429,none,none,true,summary.test_status,1.0,1.0,7.0,7.0,7.0,7.0,7,7,7,7,0.1428571428571429,0.1428571428571429,none,none,legacy_inferred,9
task_3_config_error_type,0,0,init,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,legacy_inferred,7
task_3_config_error_type,1,5,add_subtask,S5,0.0,0.0,4.0,0,5.0,0,4,0,5,0,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.0,0.0,5.0,0,5.0,0,5,0,5,0,0.0,0.0,none,none,legacy_inferred,7
task_3_config_error_type,2,7,update_status,S1,0.25,0.2,4.0,1.0,5.0,1.0,4,1,5,1,0,0,0,0.25,0.2,none,none,true,summary.test_status,0.2,0.2,5.0,1.0,5.0,1.0,5,1,5,1,0.2,0.2,none,none,legacy_inferred,7
task_3_config_error_type,3,9,update_status,S2,0.5,0.4,4.0,2.0,5.0,2.0,4,2,5,2,0,0,0,0.25,0.2,none,none,true,summary.test_status,0.4,0.4,5.0,2.0,5.0,2.0,5,2,5,2,0.2,0.2,none,none,legacy_inferred,7
task_3_config_error_type,4,11,update_status,S3,0.75,0.6,4.0,3.0,5.0,3.0,4,3,5,3,0,0,0,0.25,0.19999999999999996,none,none,true,summary.test_status,0.6,0.6,5.0,3.0,5.0,3.0,5,3,5,3,0.19999999999999996,0.19999999999999996,none,none,legacy_inferred,7
task_3_config_error_type,5,14,update_status,S3.1,0.6,0.5,5.0,3.0,6.0,3.0,5,3,6,3,1,1,0,-0.15000000000000002,-0.09999999999999998,product,product,true,summary.test_status,0.5,0.5,6.0,3.0,6.0,3.0,6,3,6,3,-0.09999999999999998,-0.09999999999999998,product,product,legacy_inferred,7
task_3_config_error_type,6,16,update_status,S3.2,0.8,0.6666666666666666,5.0,4.0,6.0,4.0,5,4,6,4,1,1,0,0.20000000000000007,0.16666666666666663,none,none,true,summary.test_status,0.6666666666666666,0.6666666666666666,6.0,4.0,6.0,4.0,6,4,6,4,0.16666666666666663,0.16666666666666663,none,none,legacy_inferred,7
task_3_config_error_type,7,18,update_status,S4,1.0,0.8333333333333334,5.0,5.0,6.0,5.0,5,5,6,5,1,1,0,0.19999999999999996,0.16666666666666674,none,none,true,summary.test_status,0.8333333333333334,0.8333333333333334,6.0,5.0,6.0,5.0,6,5,6,5,0.16666666666666674,0.16666666666666674,none,none,legacy_inferred,7
task_3_config_error_type,8,20,update_status,S5,1.0,1.0,5.0,5.0,6.0,6.0,5,5,6,6,1,1,0,0.0,0.16666666666666663,none,none,true,summary.test_status,1.0,1.0,6.0,6.0,6.0,6.0,6,6,6,6,0.16666666666666663,0.16666666666666663,none,none,legacy_inferred,7
task_4_csv_messy_aggregation,0,0,init,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,legacy_inferred,10
task_4_csv_messy_aggregation,1,4,add_subtask,S4,0.0,0.0,4.0,0,4.0,0,4,0,4,0,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.0,0.0,4.0,0,4.0,0,4,0,4,0,0.0,0.0,none,none,legacy_inferred,10
task_4_csv_messy_aggregation,2,5,update_status,S1,0.25,0.25,4.0,1.0,4.0,1.0,4,1,4,1,0,0,0,0.25,0.25,none,none,true,summary.test_status,0.25,0.25,4.0,1.0,4.0,1.0,4,1,4,1,0.25,0.25,none,none,legacy_inferred,10
task_4_csv_messy_aggregation,3,6,update_status,S2,0.5,0.5,4.0,2.0,4.0,2.0,4,2,4,2,0,0,0,0.25,0.25,none,none,true,summary.test_status,0.5,0.5,4.0,2.0,4.0,2.0,4,2,4,2,0.25,0.25,none,none,legacy_inferred,10
task_4_csv_messy_aggregation,4,7,update_status,S3,0.75,0.75,4.0,3.0,4.0,3.0,4,3,4,3,0,0,0,0.25,0.25,none,none,true,summary.test_status,0.75,0.75,4.0,3.0,4.0,3.0,4,3,4,3,0.25,0.25,none,none,legacy_inferred,10
task_4_csv_messy_aggregation,5,10,add_subtask,S7,0.42857142857142855,0.42857142857142855,7.0,3.0,7.0,3.0,7,3,7,3,0,0,0,-0.32142857142857145,-0.32142857142857145,product,product,true,summary.test_status,0.42857142857142855,0.42857142857142855,7.0,3.0,7.0,3.0,7,3,7,3,-0.32142857142857145,-0.32142857142857145,product,product,legacy_inferred,10
task_4_csv_messy_aggregation,6,11,split_subtask,S4,0.3333333333333333,0.3333333333333333,9.0,3.0,9.0,3.0,9,3,9,3,1,0,0,-0.09523809523809523,-0.09523809523809523,validation,validation,true,summary.test_status,0.3333333333333333,0.3333333333333333,9.0,3.0,9.0,3.0,9,3,9,3,-0.09523809523809523,-0.09523809523809523,product,product,legacy_inferred,10
task_4_csv_messy_aggregation,7,12,update_status,S5,0.4444444444444444,0.4444444444444444,9.0,4.0,9.0,4.0,9,4,9,4,1,0,0,0.1111111111111111,0.1111111111111111,none,none,true,summary.test_status,0.4444444444444444,0.4444444444444444,9.0,4.0,9.0,4.0,9,4,9,4,0.1111111111111111,0.1111111111111111,none,none,legacy_inferred,10
task_4_csv_messy_aggregation,8,13,update_status,S6,0.5555555555555556,0.5555555555555556,9.0,5.0,9.0,5.0,9,5,9,5,1,0,0,0.11111111111111116,0.11111111111111116,none,none,true,summary.test_status,0.5555555555555556,0.5555555555555556,9.0,5.0,9.0,5.0,9,5,9,5,0.11111111111111116,0.11111111111111116,none,none,legacy_inferred,10
task_4_csv_messy_aggregation,9,14,update_status,S7,0.6666666666666666,0.6666666666666666,9.0,6.0,9.0,6.0,9,6,9,6,1,0,0,0.11111111111111105,0.11111111111111105,none,none,true,summary.test_status,0.6666666666666666,0.6666666666666666,9.0,6.0,9.0,6.0,9,6,9,6,0.11111111111111105,0.11111111111111105,none,none,legacy_inferred,10
task_4_csv_messy_aggregation,10,17,update_status,S4.3,1.0,1.0,9.0,9.0,9.0,9.0,9,9,9,9,1,0,0,0.33333333333333337,0.33333333333333337,none,none,true,summary.test_status,1.0,1.0,9.0,9.0,9.0,9.0,9,9,9,9,0.33333333333333337,0.33333333333333337,none,none,legacy_inferred,10
task_5_reset_state_reducer,0,0,init,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,legacy_inferred,9
task_5_reset_state_reducer,1,1,add_subtask,S1,0.0,0.0,1.0,0,1.0,0,1,0,1,0,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.0,0.0,1.0,0,1.0,0,1,0,1,0,0.0,0.0,none,none,legacy_inferred,9
task_5_reset_state_reducer,2,2,add_subtask,S2,0.0,0.0,2.0,0,2.0,0,2,0,2,0,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.0,0.0,2.0,0,2.0,0,2,0,2,0,0.0,0.0,none,none,legacy_inferred,9
task_5_reset_state_reducer,3,3,add_subtask,S3,0.0,0.0,3.0,0,3.0,0,3,0,3,0,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.0,0.0,3.0,0,3.0,0,3,0,3,0,0.0,0.0,none,none,legacy_inferred,9
task_5_reset_state_reducer,4,4,add_subtask,S4,0.0,0.0,3.0,0,4.0,0,3,0,4,0,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.0,0.0,4.0,0,4.0,0,4,0,4,0,0.0,0.0,none,none,legacy_inferred,9
task_5_reset_state_reducer,5,5,add_subtask,S5,0.0,0.0,3.0,0,5.0,0,3,0,5,0,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.0,0.0,5.0,0,5.0,0,5,0,5,0,0.0,0.0,none,none,legacy_inferred,9
task_5_reset_state_reducer,6,6,add_subtask,S6,0.0,0.0,3.0,0,6.0,0,3,0,6,0,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.0,0.0,6.0,0,6.0,0,6,0,6,0,0.0,0.0,none,none,legacy_inferred,9
task_5_reset_state_reducer,7,7,add_subtask,S7,0.0,0.0,3.0,0,6.4,0,3,0,7,0,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.0,0.0,6.4,0,6.4,0,7,0,7,0,0.0,0.0,none,none,legacy_inferred,9
task_5_reset_state_reducer,8,8,update_status,S1,0.0,0.0,3.0,0,6.4,0,3,0,7,0,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.0,0.0,6.4,0,6.4,0,7,0,7,0,0.0,0.0,none,none,legacy_inferred,9
task_5_reset_state_reducer,9,9,update_status,S1,0.3333333333333333,0.15625,3.0,1.0,6.4,1.0,3,1,7,1,0,0,0,0.3333333333333333,0.15625,none,none,true,summary.test_status,0.15625,0.15625,6.4,1.0,6.4,1.0,7,1,7,1,0.15625,0.15625,none,none,legacy_inferred,9
task_5_reset_state_reducer,10,10,update_status,S2,0.3333333333333333,0.15625,3.0,1.0,6.4,1.0,3,1,7,1,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.15625,0.15625,6.4,1.0,6.4,1.0,7,1,7,1,0.0,0.0,none,none,legacy_inferred,9
task_5_reset_state_reducer,11,11,update_status,S2,0.6666666666666666,0.3125,3.0,2.0,6.4,2.0,3,2,7,2,0,0,0,0.3333333333333333,0.15625,none,none,true,summary.test_status,0.3125,0.3125,6.4,2.0,6.4,2.0,7,2,7,2,0.15625,0.15625,none,none,legacy_inferred,9
task_5_reset_state_reducer,12,12,invalidate_subtask,S7,0.6666666666666666,0.3333333333333333,3.0,2.0,6.0,2.0,3,2,6,2,0,0,1,0.0,0.020833333333333315,none,none,true,summary.test_status,0.3333333333333333,0.3333333333333333,6.0,2.0,6.0,2.0,6,2,6,2,0.020833333333333315,0.020833333333333315,none,none,legacy_inferred,9
task_5_reset_state_reducer,13,13,update_status,S3,0.6666666666666666,0.3333333333333333,3.0,2.0,6.0,2.0,3,2,6,2,0,0,1,0.0,0.0,none,none,true,summary.test_status,0.3333333333333333,0.3333333333333333,6.0,2.0,6.0,2.0,6,2,6,2,0.0,0.0,none,none,legacy_inferred,9
task_5_reset_state_reducer,14,14,update_status,S3,1.0,0.5,3.0,3.0,6.0,3.0,3,3,6,3,0,0,1,0.33333333333333337,0.16666666666666669,none,none,true,summary.test_status,0.5,0.5,6.0,3.0,6.0,3.0,6,3,6,3,0.16666666666666669,0.16666666666666669,none,none,legacy_inferred,9
task_5_reset_state_reducer,15,15,reopen_subtask,S3,0.6666666666666666,0.3333333333333333,3.0,2.0,6.0,2.0,3,2,6,2,0,1,1,-0.33333333333333337,-0.16666666666666669,product,product,true,summary.test_status,0.3333333333333333,0.3333333333333333,6.0,2.0,6.0,2.0,6,2,6,2,-0.16666666666666669,-0.16666666666666669,product,product,legacy_inferred,9
task_5_reset_state_reducer,16,16,split_subtask,S3,0.5,0.2857142857142857,4.0,2.0,7.0,2.0,4,2,7,2,1,1,1,-0.16666666666666663,-0.047619047619047616,product,product,true,summary.test_status,0.2857142857142857,0.2857142857142857,7.0,2.0,7.0,2.0,7,2,7,2,-0.047619047619047616,-0.047619047619047616,product,product,legacy_inferred,9
task_5_reset_state_reducer,17,17,update_status,S3.1,0.75,0.42857142857142855,4.0,3.0,7.0,3.0,4,3,7,3,1,1,1,0.25,0.14285714285714285,none,none,true,summary.test_status,0.42857142857142855,0.42857142857142855,7.0,3.0,7.0,3.0,7,3,7,3,0.14285714285714285,0.14285714285714285,none,none,legacy_inferred,9
task_5_reset_state_reducer,18,18,update_status,S3.2,0.75,0.42857142857142855,4.0,3.0,7.0,3.0,4,3,7,3,1,1,1,0.0,0.0,none,none,true,summary.test_status,0.42857142857142855,0.42857142857142855,7.0,3.0,7.0,3.0,7,3,7,3,0.0,0.0,none,none,legacy_inferred,9
task_5_reset_state_reducer,19,19,update_status,S3.2,1.0,0.5714285714285714,4.0,4.0,7.0,4.0,4,4,7,4,1,1,1,0.25,0.14285714285714285,none,none,true,summary.test_status,0.5714285714285714,0.5714285714285714,7.0,4.0,7.0,4.0,7,4,7,4,0.14285714285714285,0.14285714285714285,none,none,legacy_inferred,9
task_5_reset_state_reducer,20,20,update_status,S4,1.0,0.5714285714285714,4.0,4.0,7.0,4.0,4,4,7,4,1,1,1,0.0,0.0,none,none,true,summary.test_status,0.5714285714285714,0.5714285714285714,7.0,4.0,7.0,4.0,7,4,7,4,0.0,0.0,none,none,legacy_inferred,9
task_5_reset_state_reducer,21,21,update_status,S4,1.0,0.7142857142857143,4.0,4.0,7.0,5.0,4,4,7,5,1,1,1,0.0,0.1428571428571429,none,none,true,summary.test_status,0.7142857142857143,0.7142857142857143,7.0,5.0,7.0,5.0,7,5,7,5,0.1428571428571429,0.1428571428571429,none,none,legacy_inferred,9
task_5_reset_state_reducer,22,22,update_status,S5,1.0,0.7142857142857143,4.0,4.0,7.0,5.0,4,4,7,5,1,1,1,0.0,0.0,none,none,true,summary.test_status,0.7142857142857143,0.7142857142857143,7.0,5.0,7.0,5.0,7,5,7,5,0.0,0.0,none,none,legacy_inferred,9
task_5_reset_state_reducer,23,23,update_status,S5,1.0,0.8571428571428571,4.0,4.0,7.0,6.0,4,4,7,6,1,1,1,0.0,0.1428571428571428,none,none,true,summary.test_status,0.8571428571428571,0.8571428571428571,7.0,6.0,7.0,6.0,7,6,7,6,0.1428571428571428,0.1428571428571428,none,none,legacy_inferred,9
task_5_reset_state_reducer,24,24,update_status,S6,1.0,0.8571428571428571,4.0,4.0,7.0,6.0,4,4,7,6,1,1,1,0.0,0.0,none,none,true,summary.test_status,0.8571428571428571,0.8571428571428571,7.0,6.0,7.0,6.0,7,6,7,6,0.0,0.0,none,none,legacy_inferred,9
task_5_reset_state_reducer,25,25,update_status,S6,1.0,1.0,4.0,4.0,7.0,7.0,4,4,7,7,1,1,1,0.0,0.1428571428571429,none,none,true,summary.test_status,1.0,1.0,7.0,7.0,7.0,7.0,7,7,7,7,0.1428571428571429,0.1428571428571429,none,none,legacy_inferred,9
task_6_async_stale_result,0,0,init,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,legacy_inferred,9
task_6_async_stale_result,1,4,add_subtask,S4,0.0,0.0,4.0,0,4.0,0,4,0,4,0,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.0,0.0,4.0,0,4.0,0,4,0,4,0,0.0,0.0,none,none,legacy_inferred,9
task_6_async_stale_result,2,5,update_status,S1,0.25,0.25,4.0,1.0,4.0,1.0,4,1,4,1,0,0,0,0.25,0.25,none,none,true,summary.test_status,0.25,0.25,4.0,1.0,4.0,1.0,4,1,4,1,0.25,0.25,none,none,legacy_inferred,9
task_6_async_stale_result,3,6,update_status,S3,0.5,0.5,4.0,2.0,4.0,2.0,4,2,4,2,0,0,0,0.25,0.25,none,none,true,summary.test_status,0.5,0.5,4.0,2.0,4.0,2.0,4,2,4,2,0.25,0.25,none,none,legacy_inferred,9
task_6_async_stale_result,4,8,reopen_subtask,S3,0.2,0.2,5.0,1.0,5.0,1.0,5,1,5,1,0,1,0,-0.3,-0.3,product,product,true,summary.test_status,0.2,0.2,5.0,1.0,5.0,1.0,5,1,5,1,-0.3,-0.3,product,product,legacy_inferred,9
task_6_async_stale_result,5,9,split_subtask,S4,0.16666666666666666,0.14285714285714285,6.0,1.0,7.0,1.0,6,1,7,1,1,1,0,-0.033333333333333354,-0.05714285714285716,validation,mixed,true,summary.test_status,0.14285714285714285,0.14285714285714285,7.0,1.0,7.0,1.0,7,1,7,1,-0.05714285714285716,-0.05714285714285716,product,product,legacy_inferred,9
task_6_async_stale_result,6,10,add_subtask,S9,0.16666666666666666,0.125,6.0,1.0,8.0,1.0,6,1,8,1,1,1,0,0.0,-0.01785714285714285,none,environment,true,summary.test_status,0.125,0.125,8.0,1.0,8.0,1.0,8,1,8,1,-0.01785714285714285,-0.01785714285714285,product,product,legacy_inferred,9
task_6_async_stale_result,7,11,update_status,S5,0.3333333333333333,0.25,6.0,2.0,8.0,2.0,6,2,8,2,1,1,0,0.16666666666666666,0.125,none,none,true,summary.test_status,0.25,0.25,8.0,2.0,8.0,2.0,8,2,8,2,0.125,0.125,none,none,legacy_inferred,9
task_6_async_stale_result,8,12,update_status,S9,0.3333333333333333,0.375,6.0,2.0,8.0,3.0,6,2,8,3,1,1,0,0.0,0.125,none,none,true,summary.test_status,0.375,0.375,8.0,3.0,8.0,3.0,8,3,8,3,0.125,0.125,none,none,legacy_inferred,9
task_6_async_stale_result,9,14,update_status,S3,0.6666666666666666,0.625,6.0,4.0,8.0,5.0,6,4,8,5,1,1,0,0.3333333333333333,0.25,none,none,true,summary.test_status,0.625,0.625,8.0,5.0,8.0,5.0,8,5,8,5,0.25,0.25,none,none,legacy_inferred,9
task_6_async_stale_result,10,17,update_status,S4.3,1.0,1.0,6.0,6.0,8.0,8.0,6,6,8,8,1,1,0,0.33333333333333337,0.375,none,none,true,summary.test_status,1.0,1.0,8.0,8.0,8.0,8.0,8,8,8,8,0.375,0.375,none,none,legacy_inferred,9
task_7_refactor_validation_split,0,0,init,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,legacy_inferred,8
task_7_refactor_validation_split,1,5,add_subtask,S5,0.0,0.0,4.0,0,5.0,0,4,0,5,0,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.0,0.0,5.0,0,5.0,0,5,0,5,0,0.0,0.0,none,none,legacy_inferred,8
task_7_refactor_validation_split,2,7,update_status,S1,0.25,0.2,4.0,1.0,5.0,1.0,4,1,5,1,0,0,0,0.25,0.2,none,none,true,summary.test_status,0.2,0.2,5.0,1.0,5.0,1.0,5,1,5,1,0.2,0.2,none,none,legacy_inferred,8
task_7_refactor_validation_split,3,9,update_status,S2,0.5,0.4,4.0,2.0,5.0,2.0,4,2,5,2,0,0,0,0.25,0.2,none,none,true,summary.test_status,0.4,0.4,5.0,2.0,5.0,2.0,5,2,5,2,0.2,0.2,none,none,legacy_inferred,8
task_7_refactor_validation_split,4,11,update_status,S3,0.75,0.6,4.0,3.0,5.0,3.0,4,3,5,3,0,0,0,0.25,0.19999999999999996,none,none,true,summary.test_status,0.6,0.6,5.0,3.0,5.0,3.0,5,3,5,3,0.19999999999999996,0.19999999999999996,none,none,legacy_inferred,8
task_7_refactor_validation_split,5,13,update_status,S4,1.0,0.8,4.0,4.0,5.0,4.0,4,4,5,4,0,0,0,0.25,0.20000000000000007,none,none,true,summary.test_status,0.8,0.8,5.0,4.0,5.0,4.0,5,4,5,4,0.20000000000000007,0.20000000000000007,none,none,legacy_inferred,8
task_7_refactor_validation_split,6,15,update_status,S4.1,0.6666666666666666,0.5714285714285714,6.0,4.0,7.0,4.0,6,4,7,4,1,0,0,-0.33333333333333337,-0.22857142857142865,validation,validation,true,summary.test_status,0.5714285714285714,0.5714285714285714,7.0,4.0,7.0,4.0,7,4,7,4,-0.22857142857142865,-0.22857142857142865,product,product,legacy_inferred,8
task_7_refactor_validation_split,7,17,update_status,S4.2,0.8333333333333334,0.7142857142857143,6.0,5.0,7.0,5.0,6,5,7,5,1,0,0,0.16666666666666674,0.1428571428571429,none,none,true,summary.test_status,0.7142857142857143,0.7142857142857143,7.0,5.0,7.0,5.0,7,5,7,5,0.1428571428571429,0.1428571428571429,none,none,legacy_inferred,8
task_7_refactor_validation_split,8,19,update_status,S4.3,1.0,0.8571428571428571,6.0,6.0,7.0,6.0,6,6,7,6,1,0,0,0.16666666666666663,0.1428571428571428,none,none,true,summary.test_status,0.8571428571428571,0.8571428571428571,7.0,6.0,7.0,6.0,7,6,7,6,0.1428571428571428,0.1428571428571428,none,none,legacy_inferred,8
task_7_refactor_validation_split,9,21,update_status,S5,1.0,1.0,6.0,6.0,7.0,7.0,6,6,7,7,1,0,0,0.0,0.1428571428571429,none,none,true,summary.test_status,1.0,1.0,7.0,7.0,7.0,7.0,7,7,7,7,0.1428571428571429,0.1428571428571429,none,none,legacy_inferred,8
task_8_package_import_failure,0,0,init,,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,none,none,legacy_inferred,9
task_8_package_import_failure,1,1,add_subtask,S1,0.0,0.0,1.0,0,1.0,0,1,0,1,0,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.0,0.0,1.0,0,1.0,0,1,0,1,0,0.0,0.0,none,none,legacy_inferred,9
task_8_package_import_failure,2,2,add_subtask,S2,0.0,0.0,2.0,0,2.0,0,2,0,2,0,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.0,0.0,2.0,0,2.0,0,2,0,2,0,0.0,0.0,none,none,legacy_inferred,9
task_8_package_import_failure,3,3,add_subtask,S3,0.0,0.0,3.0,0,3.0,0,3,0,3,0,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.0,0.0,3.0,0,3.0,0,3,0,3,0,0.0,0.0,none,none,legacy_inferred,9
task_8_package_import_failure,4,4,add_subtask,S4,0.0,0.0,4.0,0,4.0,0,4,0,4,0,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.0,0.0,4.0,0,4.0,0,4,0,4,0,0.0,0.0,none,none,legacy_inferred,9
task_8_package_import_failure,5,5,add_subtask,S5,0.0,0.0,4.0,0,5.0,0,4,0,5,0,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.0,0.0,5.0,0,5.0,0,5,0,5,0,0.0,0.0,none,none,legacy_inferred,9
task_8_package_import_failure,6,6,update_status,S1,0.0,0.0,4.0,0,5.0,0,4,0,5,0,0,0,0,0.0,0.0,none,none,true,summary.test_status,0.0,0.0,5.0,0,5.0,0,5,0,5,0,0.0,0.0,none,none,legacy_inferred,9
task_8_package_import_failure,7,7,update_status,S1,0.25,0.2,4.0,1.0,5.0,1.0,4,1,5,1,0,0,0,0.25,0.2,none,none,true,summary.test_status,0.2,0.2,5.0,1.0,5.0,1.0,5,1,5,1,0.2,0.2,none,none,legacy_inferred,9
