run_id,step,horizon_steps,future_progress_drop,product_reopened_after_completion,validation_exposes_new_work,stuck_loop_next_window,submit_without_validation_state
hermes_pilot_h5_013,44,5,false,false,false,false,false
hermes_pilot_h5_013,51,5,true,false,true,false,false
hermes_pilot_h5_013,52,5,true,false,true,false,false
hermes_pilot_h5_013,53,5,true,false,false,false,false
hermes_pilot_h5_013,54,5,false,false,false,false,false
hermes_pilot_h5_013,57,5,false,false,false,false,false
hermes_pilot_h5_014,0,5,false,false,false,false,false
hermes_pilot_h5_014,2,5,false,false,false,false,false
hermes_pilot_h5_014,3,5,true,false,true,false,false
hermes_pilot_h5_014,4,5,false,false,true,false,false
hermes_pilot_h5_014,7,5,true,false,false,false,false
hermes_pilot_h5_014,8,5,true,false,false,false,false
hermes_pilot_h5_014,9,5,true,false,false,false,false
hermes_pilot_h5_014,10,5,false,false,false,false,false
hermes_pilot_h5_014,11,5,false,false,false,false,false
hermes_pilot_h5_015,0,5,false,false,false,false,false
hermes_pilot_h5_015,2,5,false,false,false,false,false
hermes_pilot_h5_015,5,5,true,false,true,false,false
hermes_pilot_h5_015,6,5,true,false,true,false,false
hermes_pilot_h5_015,7,5,true,false,true,false,false
hermes_pilot_h5_015,8,5,false,false,true,false,false
hermes_pilot_h5_015,9,5,true,false,true,false,false
hermes_pilot_h5_015,10,5,true,false,true,false,false
hermes_pilot_h5_015,11,5,true,false,false,false,false
hermes_pilot_h5_015,12,5,false,false,false,false,false
hermes_pilot_h5_015,13,5,true,false,true,false,false
hermes_pilot_h5_015,14,5,false,false,true,false,false
hermes_pilot_h5_015,17,5,true,false,true,false,false
hermes_pilot_h5_015,18,5,true,false,true,false,false
hermes_pilot_h5_015,19,5,true,false,true,false,false
hermes_pilot_h5_015,20,5,true,false,true,false,false
hermes_pilot_h5_015,21,5,true,false,false,false,false
hermes_pilot_h5_015,22,5,false,false,false,false,false
hermes_pilot_h5_015,25,5,true,false,false,false,false
hermes_pilot_h5_015,26,5,false,false,false,false,false
hermes_pilot_h5_015,27,5,false,false,false,false,false
hermes_pilot_h5_015,28,5,false,false,false,false,false
hermes_pilot_h5_015,29,5,false,false,false,false,false
hermes_pilot_h5_016,0,5,false,false,false,false,false
hermes_pilot_h5_016,2,5,false,false,false,false,false
hermes_pilot_h5_016,13,5,false,false,false,false,false
hermes_pilot_h5_017,0,5,false,false,false,false,false
hermes_pilot_h5_017,2,5,false,false,false,false,false
hermes_pilot_h5_017,3,5,false,false,false,false,false
hermes_pilot_h5_017,4,5,false,false,false,false,false
hermes_pilot_h5_017,9,5,true,false,true,false,false
hermes_pilot_h5_017,10,5,false,false,true,false,false
hermes_pilot_h5_017,11,5,true,false,false,false,false
hermes_pilot_h5_017,12,5,false,false,false,false,false
hermes_pilot_h5_017,15,5,true,false,false,false,false
hermes_pilot_h5_017,18,5,false,false,false,false,false
hermes_pilot_h5_017,21,5,false,false,false,false,false
hermes_pilot_h5_018,0,5,false,false,true,false,false
hermes_pilot_h5_018,2,5,false,false,true,false,false
hermes_pilot_h5_018,3,5,true,false,true,false,false
hermes_pilot_h5_018,4,5,false,false,true,false,false
hermes_pilot_h5_018,5,5,true,false,true,false,false
hermes_pilot_h5_018,6,5,true,false,true,false,false
hermes_pilot_h5_018,7,5,true,false,true,false,false
hermes_pilot_h5_018,8,5,true,false,true,false,false
hermes_pilot_h5_018,9,5,true,false,true,false,false
hermes_pilot_h5_018,10,5,true,false,true,false,false
hermes_pilot_h5_018,11,5,true,false,false,false,false
hermes_pilot_h5_018,12,5,false,false,false,false,false
hermes_pilot_h5_018,23,5,false,false,false,false,false
hermes_pilot_h5_018,30,5,false,false,false,false,false
hermes_pilot_h5_018,31,5,true,false,false,false,false
hermes_pilot_h5_018,32,5,false,false,false,false,false
hermes_pilot_h5_018,43,5,false,false,false,false,false
hermes_pilot_h5_019,0,5,false,false,false,false,false
hermes_pilot_h5_019,2,5,false,false,false,false,false
hermes_pilot_h5_019,11,5,true,false,false,false,false
hermes_pilot_h5_019,12,5,true,false,false,false,false
hermes_pilot_h5_019,13,5,true,false,false,false,false
hermes_pilot_h5_019,14,5,false,false,false,false,false
hermes_pilot_h5_019,15,5,true,false,false,false,false
hermes_pilot_h5_019,16,5,true,false,false,false,false
hermes_pilot_h5_019,17,5,true,false,false,false,false
hermes_pilot_h5_019,18,5,false,false,false,false,false
hermes_pilot_h5_019,21,5,true,false,true,false,false
hermes_pilot_h5_019,22,5,true,false,true,false,false
hermes_pilot_h5_019,23,5,true,false,true,false,false
hermes_pilot_h5_019,24,5,true,false,true,false,false
hermes_pilot_h5_019,25,5,true,false,false,false,false
hermes_pilot_h5_019,26,5,false,false,false,false,false
hermes_pilot_h5_019,27,5,false,false,false,false,false
hermes_pilot_h5_020,0,5,false,false,false,false,false
hermes_pilot_h5_020,2,5,false,false,false,false,false
hermes_pilot_h5_020,5,5,true,false,false,false,false
hermes_pilot_h5_020,6,5,false,false,false,false,false
hermes_pilot_h5_020,9,5,false,false,false,false,false
hermes_pilot_h5_020,10,5,false,false,false,false,false
hermes_pilot_h5_020,11,5,true,false,false,false,false
hermes_pilot_h5_020,16,5,false,false,false,false,false
hermes_pilot_h5_020,19,5,false,false,false,false,false
hermes_pilot_h5_020,20,5,false,false,false,false,false
hermes_pilot_h5_020,23,5,false,false,false,false,false
hermes_pilot_h5_021,0,5,false,false,false,false,false
hermes_pilot_h5_021,2,5,false,false,false,false,false
hermes_pilot_h5_021,23,5,false,false,false,false,false
hermes_pilot_h5_022,0,5,false,false,false,false,false
hermes_pilot_h5_022,2,5,false,false,false,false,false
hermes_pilot_h5_022,5,5,false,false,false,false,false
hermes_pilot_h5_022,6,5,false,false,false,false,false
hermes_pilot_h5_022,9,5,true,false,true,false,false
hermes_pilot_h5_022,10,5,false,false,true,false,false
hermes_pilot_h5_022,11,5,true,false,false,false,false
hermes_pilot_h5_022,12,5,false,false,false,false,false
hermes_pilot_h5_022,21,5,false,false,false,false,false
hermes_pilot_h5_023,0,5,false,false,true,false,false
hermes_pilot_h5_023,2,5,false,false,true,false,false
hermes_pilot_h5_023,3,5,false,false,false,false,false
hermes_pilot_h5_023,4,5,false,false,false,false,false
hermes_pilot_h5_023,13,5,true,false,false,false,false
hermes_pilot_h5_023,14,5,false,false,false,false,false
hermes_pilot_h5_023,15,5,true,false,true,false,false
hermes_pilot_h5_023,16,5,false,false,true,false,false
hermes_pilot_h5_023,19,5,true,false,false,false,false
hermes_pilot_h5_023,20,5,false,false,false,false,false
hermes_pilot_h5_023,21,5,true,false,false,false,false
hermes_pilot_h5_023,22,5,false,false,false,false,false
hermes_pilot_h5_023,31,5,true,false,false,false,false
hermes_pilot_h5_023,32,5,true,false,false,false,false
hermes_pilot_h5_023,33,5,true,false,false,false,false
hermes_pilot_h5_023,36,5,false,false,false,false,false
hermes_pilot_h5_023,37,5,true,false,false,false,false
hermes_pilot_h5_023,38,5,false,false,false,false,false
hermes_pilot_h5_023,39,5,true,false,false,false,false
hermes_pilot_h5_023,40,5,false,false,false,false,false
hermes_pilot_h5_023,49,5,true,false,false,false,false
hermes_pilot_h5_023,50,5,false,false,false,false,false
hermes_pilot_h5_023,51,5,false,false,false,false,false
hermes_pilot_h5_024,0,5,false,false,false,false,false
hermes_pilot_h5_024,2,5,false,false,false,false,false
hermes_pilot_h5_024,3,5,false,false,false,false,false
hermes_pilot_h5_024,4,5,false,false,false,false,false
hermes_pilot_h5_024,5,5,true,false,false,false,false
hermes_pilot_h5_024,6,5,true,false,false,false,false
hermes_pilot_h5_024,7,5,true,false,true,false,false
hermes_pilot_h5_024,8,5,true,false,true,false,false
hermes_pilot_h5_024,9,5,true,false,true,false,false
hermes_pilot_h5_024,10,5,true,false,true,false,false
hermes_pilot_h5_024,11,5,true,false,false,false,false
hermes_pilot_h5_024,12,5,false,false,false,false,false
hermes_pilot_h5_024,15,5,false,false,false,false,false
hermes_pilot_h5_025,0,5,false,false,false,false,false
hermes_pilot_h5_025,2,5,false,false,true,false,false
hermes_pilot_h5_025,3,5,false,false,true,false,false
hermes_pilot_h5_025,4,5,false,false,true,false,false
hermes_pilot_h5_025,5,5,false,false,false,false,false
hermes_pilot_h5_025,6,5,false,false,false,false,false
hermes_pilot_h5_025,9,5,true,false,true,false,false
hermes_pilot_h5_025,10,5,false,false,true,false,false
hermes_pilot_h5_025,11,5,true,false,false,false,false
hermes_pilot_h5_025,12,5,false,false,false,false,false
hermes_pilot_h5_025,19,5,false,false,false,false,false
hermes_pilot_h5_025,20,5,false,false,false,false,false
hermes_pilot_h5_025,21,5,false,false,false,false,false
hermes_pilot_h5_026,0,5,false,false,false,false,false
hermes_pilot_h5_026,2,5,false,false,false,false,false
hermes_pilot_h5_026,21,5,false,false,false,false,false
hermes_pilot_h5_027,0,5,false,false,false,false,false
hermes_pilot_h5_027,2,5,false,false,false,false,false
hermes_pilot_h5_027,7,5,true,false,false,false,false
hermes_pilot_h5_027,8,5,false,false,false,false,false
hermes_pilot_h5_027,9,5,true,false,false,false,false
hermes_pilot_h5_027,10,5,false,false,false,false,false
hermes_pilot_h5_027,13,5,true,false,false,false,false
hermes_pilot_h5_027,16,5,false,false,false,false,false
hermes_pilot_h5_027,17,5,false,false,false,false,false
hermes_pilot_h5_028,0,5,false,false,false,false,false
hermes_pilot_h5_028,2,5,false,false,true,false,false
hermes_pilot_h5_028,5,5,true,false,false,false,false
hermes_pilot_h5_028,6,5,false,false,false,false,false
hermes_pilot_h5_028,7,5,true,false,true,false,false
hermes_pilot_h5_028,8,5,false,false,true,false,false
hermes_pilot_h5_028,11,5,true,false,false,false,false
hermes_pilot_h5_028,12,5,false,false,false,false,false
hermes_pilot_h5_028,19,5,true,false,false,false,false
hermes_pilot_h5_028,20,5,false,false,false,false,false
hermes_pilot_h5_028,37,5,false,false,false,false,false
hermes_pilot_h5_028,62,5,false,false,false,false,false
hermes_pilot_h5_028,63,5,true,false,true,false,false
hermes_pilot_h5_028,64,5,false,false,true,false,false
hermes_pilot_h5_028,67,5,true,false,false,false,false
hermes_pilot_h5_028,68,5,false,false,false,false,false
hermes_pilot_h5_028,75,5,false,false,false,false,false
hermes_pilot_h5_028,82,5,false,false,false,false,false
hermes_pilot_h5_028,85,5,false,false,false,false,false
hermes_pilot_h5_029,0,5,false,false,true,false,false
hermes_pilot_h5_029,2,5,false,false,true,false,false
hermes_pilot_h5_029,3,5,true,false,false,false,false
hermes_pilot_h5_029,4,5,false,false,false,false,false
hermes_pilot_h5_029,41,5,true,false,false,false,false
hermes_pilot_h5_029,42,5,false,false,false,false,false
hermes_pilot_h5_029,43,5,true,false,false,false,false
hermes_pilot_h5_029,44,5,true,false,false,false,false
hermes_pilot_h5_029,45,5,true,false,false,false,false
hermes_pilot_h5_029,46,5,false,false,false,false,false
hermes_pilot_h5_029,47,5,false,false,false,false,false
hermes_pilot_h5_030,0,5,false,false,false,false,false
hermes_pilot_h5_030,2,5,false,false,false,false,false
hermes_pilot_h5_030,5,5,true,false,false,false,false
hermes_pilot_h5_030,6,5,true,false,false,false,false
hermes_pilot_h5_030,7,5,true,false,false,false,false
hermes_pilot_h5_030,8,5,false,false,false,false,false
hermes_pilot_h5_030,9,5,true,false,false,false,false
hermes_pilot_h5_030,10,5,false,false,false,false,false
hermes_pilot_h5_030,11,5,true,false,false,false,false
hermes_pilot_h5_030,14,5,true,false,false,false,false
hermes_pilot_h5_030,15,5,true,false,false,false,false
hermes_pilot_h5_030,16,5,false,false,false,false,false
hermes_pilot_h5_030,17,5,false,false,false,false,false
hermes_pilot_h5_030,18,5,false,false,false,false,false
hermes_pilot_h5_030,23,5,false,false,false,false,false
