run_id,step,target,model_name,label,predicted_probability
swe_agent_pilot_f_01,0,future_progress_drop,always_mean,false,0.298913
swe_agent_pilot_f_01,2,future_progress_drop,always_mean,false,0.298913
swe_agent_pilot_f_01,11,future_progress_drop,always_mean,true,0.298913
swe_agent_pilot_f_01,12,future_progress_drop,always_mean,true,0.298913
swe_agent_pilot_f_01,14,future_progress_drop,always_mean,false,0.298913
swe_agent_pilot_f_01,15,future_progress_drop,always_mean,false,0.298913
swe_agent_pilot_f_01,16,future_progress_drop,always_mean,false,0.298913
swe_agent_pilot_f_02,0,future_progress_drop,always_mean,false,0.301075
swe_agent_pilot_f_02,2,future_progress_drop,always_mean,false,0.301075
swe_agent_pilot_f_02,11,future_progress_drop,always_mean,true,0.301075
swe_agent_pilot_f_02,12,future_progress_drop,always_mean,false,0.301075
swe_agent_pilot_f_02,17,future_progress_drop,always_mean,false,0.301075
swe_agent_pilot_f_03,0,future_progress_drop,always_mean,false,0.301075
swe_agent_pilot_f_03,2,future_progress_drop,always_mean,false,0.301075
swe_agent_pilot_f_03,7,future_progress_drop,always_mean,true,0.301075
swe_agent_pilot_f_03,10,future_progress_drop,always_mean,false,0.301075
swe_agent_pilot_f_03,22,future_progress_drop,always_mean,false,0.301075
swe_agent_pilot_f_04,0,future_progress_drop,always_mean,false,0.298913
swe_agent_pilot_f_04,2,future_progress_drop,always_mean,false,0.298913
swe_agent_pilot_f_04,11,future_progress_drop,always_mean,true,0.298913
swe_agent_pilot_f_04,12,future_progress_drop,always_mean,true,0.298913
swe_agent_pilot_f_04,16,future_progress_drop,always_mean,false,0.298913
swe_agent_pilot_f_04,17,future_progress_drop,always_mean,false,0.298913
swe_agent_pilot_f_04,18,future_progress_drop,always_mean,false,0.298913
swe_agent_pilot_f_05,0,future_progress_drop,always_mean,false,0.298343
swe_agent_pilot_f_05,2,future_progress_drop,always_mean,false,0.298343
swe_agent_pilot_f_05,3,future_progress_drop,always_mean,true,0.298343
swe_agent_pilot_f_05,4,future_progress_drop,always_mean,false,0.298343
swe_agent_pilot_f_05,11,future_progress_drop,always_mean,true,0.298343
swe_agent_pilot_f_05,14,future_progress_drop,always_mean,false,0.298343
swe_agent_pilot_f_05,15,future_progress_drop,always_mean,true,0.298343
swe_agent_pilot_f_05,16,future_progress_drop,always_mean,false,0.298343
swe_agent_pilot_f_05,22,future_progress_drop,always_mean,false,0.298343
swe_agent_pilot_f_05,32,future_progress_drop,always_mean,false,0.298343
swe_agent_pilot_f_06,0,future_progress_drop,always_mean,false,0.300000
swe_agent_pilot_f_06,2,future_progress_drop,always_mean,false,0.300000
swe_agent_pilot_f_06,7,future_progress_drop,always_mean,true,0.300000
swe_agent_pilot_f_06,8,future_progress_drop,always_mean,false,0.300000
swe_agent_pilot_f_06,25,future_progress_drop,always_mean,true,0.300000
swe_agent_pilot_f_06,26,future_progress_drop,always_mean,false,0.300000
swe_agent_pilot_f_06,27,future_progress_drop,always_mean,true,0.300000
swe_agent_pilot_f_06,28,future_progress_drop,always_mean,false,0.300000
swe_agent_pilot_f_06,29,future_progress_drop,always_mean,false,0.300000
swe_agent_pilot_f_06,30,future_progress_drop,always_mean,false,0.300000
swe_agent_pilot_f_06,32,future_progress_drop,always_mean,false,0.300000
swe_agent_pilot_f_07,0,future_progress_drop,always_mean,false,0.298913
swe_agent_pilot_f_07,2,future_progress_drop,always_mean,false,0.298913
swe_agent_pilot_f_07,15,future_progress_drop,always_mean,true,0.298913
swe_agent_pilot_f_07,16,future_progress_drop,always_mean,false,0.298913
swe_agent_pilot_f_07,17,future_progress_drop,always_mean,true,0.298913
swe_agent_pilot_f_07,18,future_progress_drop,always_mean,false,0.298913
swe_agent_pilot_f_07,40,future_progress_drop,always_mean,false,0.298913
swe_agent_pilot_f_08,0,future_progress_drop,always_mean,false,0.284091
swe_agent_pilot_f_08,2,future_progress_drop,always_mean,false,0.284091
swe_agent_pilot_f_08,7,future_progress_drop,always_mean,true,0.284091
swe_agent_pilot_f_08,12,future_progress_drop,always_mean,false,0.284091
swe_agent_pilot_f_08,27,future_progress_drop,always_mean,true,0.284091
swe_agent_pilot_f_08,28,future_progress_drop,always_mean,true,0.284091
swe_agent_pilot_f_08,29,future_progress_drop,always_mean,true,0.284091
swe_agent_pilot_f_08,30,future_progress_drop,always_mean,true,0.284091
swe_agent_pilot_f_08,31,future_progress_drop,always_mean,true,0.284091
swe_agent_pilot_f_08,32,future_progress_drop,always_mean,false,0.284091
swe_agent_pilot_f_08,37,future_progress_drop,always_mean,true,0.284091
swe_agent_pilot_f_08,38,future_progress_drop,always_mean,false,0.284091
swe_agent_pilot_f_08,49,future_progress_drop,always_mean,false,0.284091
swe_agent_pilot_f_08,58,future_progress_drop,always_mean,false,0.284091
swe_agent_pilot_f_08,64,future_progress_drop,always_mean,false,0.284091
swe_agent_pilot_f_09,0,future_progress_drop,always_mean,false,0.292135
swe_agent_pilot_f_09,2,future_progress_drop,always_mean,false,0.292135
swe_agent_pilot_f_09,17,future_progress_drop,always_mean,true,0.292135
swe_agent_pilot_f_09,18,future_progress_drop,always_mean,false,0.292135
swe_agent_pilot_f_09,21,future_progress_drop,always_mean,true,0.292135
swe_agent_pilot_f_09,22,future_progress_drop,always_mean,false,0.292135
swe_agent_pilot_f_09,25,future_progress_drop,always_mean,true,0.292135
swe_agent_pilot_f_09,26,future_progress_drop,always_mean,true,0.292135
swe_agent_pilot_f_09,28,future_progress_drop,always_mean,false,0.292135
swe_agent_pilot_f_09,37,future_progress_drop,always_mean,true,0.292135
swe_agent_pilot_f_09,38,future_progress_drop,always_mean,false,0.292135
swe_agent_pilot_f_09,39,future_progress_drop,always_mean,false,0.292135
swe_agent_pilot_f_09,40,future_progress_drop,always_mean,false,0.292135
swe_agent_pilot_f_10,0,future_progress_drop,always_mean,false,0.298913
swe_agent_pilot_f_10,2,future_progress_drop,always_mean,false,0.298913
swe_agent_pilot_f_10,13,future_progress_drop,always_mean,true,0.298913
swe_agent_pilot_f_10,14,future_progress_drop,always_mean,false,0.298913
swe_agent_pilot_f_10,21,future_progress_drop,always_mean,true,0.298913
swe_agent_pilot_f_10,22,future_progress_drop,always_mean,false,0.298913
swe_agent_pilot_f_10,28,future_progress_drop,always_mean,false,0.298913
swe_agent_pilot_s_01,0,future_progress_drop,always_mean,false,0.296089
swe_agent_pilot_s_01,2,future_progress_drop,always_mean,false,0.296089
swe_agent_pilot_s_01,23,future_progress_drop,always_mean,true,0.296089
swe_agent_pilot_s_01,24,future_progress_drop,always_mean,false,0.296089
swe_agent_pilot_s_01,25,future_progress_drop,always_mean,true,0.296089
swe_agent_pilot_s_01,26,future_progress_drop,always_mean,false,0.296089
swe_agent_pilot_s_01,27,future_progress_drop,always_mean,true,0.296089
swe_agent_pilot_s_01,28,future_progress_drop,always_mean,false,0.296089
swe_agent_pilot_s_01,39,future_progress_drop,always_mean,true,0.296089
swe_agent_pilot_s_01,40,future_progress_drop,always_mean,false,0.296089
swe_agent_pilot_s_01,41,future_progress_drop,always_mean,false,0.296089
swe_agent_pilot_s_01,42,future_progress_drop,always_mean,false,0.296089
