run_id,step,target,model_name,label,predicted_probability
swe_agent_pilot_s_02,0,future_progress_drop,always_mean,false,0.300000
swe_agent_pilot_s_02,2,future_progress_drop,always_mean,false,0.300000
swe_agent_pilot_s_02,7,future_progress_drop,always_mean,true,0.300000
swe_agent_pilot_s_02,8,future_progress_drop,always_mean,false,0.300000
swe_agent_pilot_s_02,11,future_progress_drop,always_mean,true,0.300000
swe_agent_pilot_s_02,12,future_progress_drop,always_mean,false,0.300000
swe_agent_pilot_s_02,21,future_progress_drop,always_mean,true,0.300000
swe_agent_pilot_s_02,22,future_progress_drop,always_mean,false,0.300000
swe_agent_pilot_s_02,23,future_progress_drop,always_mean,false,0.300000
swe_agent_pilot_s_02,24,future_progress_drop,always_mean,false,0.300000
swe_agent_pilot_s_02,26,future_progress_drop,always_mean,false,0.300000
swe_agent_pilot_s_03,0,future_progress_drop,always_mean,false,0.293785
swe_agent_pilot_s_03,2,future_progress_drop,always_mean,false,0.293785
swe_agent_pilot_s_03,9,future_progress_drop,always_mean,true,0.293785
swe_agent_pilot_s_03,10,future_progress_drop,always_mean,false,0.293785
swe_agent_pilot_s_03,15,future_progress_drop,always_mean,true,0.293785
swe_agent_pilot_s_03,16,future_progress_drop,always_mean,false,0.293785
swe_agent_pilot_s_03,19,future_progress_drop,always_mean,true,0.293785
swe_agent_pilot_s_03,22,future_progress_drop,always_mean,false,0.293785
swe_agent_pilot_s_03,27,future_progress_drop,always_mean,true,0.293785
swe_agent_pilot_s_03,30,future_progress_drop,always_mean,false,0.293785
swe_agent_pilot_s_03,33,future_progress_drop,always_mean,true,0.293785
swe_agent_pilot_s_03,34,future_progress_drop,always_mean,false,0.293785
swe_agent_pilot_s_03,35,future_progress_drop,always_mean,false,0.293785
swe_agent_pilot_s_03,36,future_progress_drop,always_mean,false,0.293785
swe_agent_pilot_s_04,0,future_progress_drop,always_mean,false,0.302703
swe_agent_pilot_s_04,2,future_progress_drop,always_mean,false,0.302703
swe_agent_pilot_s_04,13,future_progress_drop,always_mean,true,0.302703
swe_agent_pilot_s_04,14,future_progress_drop,always_mean,false,0.302703
swe_agent_pilot_s_04,15,future_progress_drop,always_mean,false,0.302703
swe_agent_pilot_s_04,16,future_progress_drop,always_mean,false,0.302703
swe_agent_pilot_s_05,0,future_progress_drop,always_mean,false,0.297753
swe_agent_pilot_s_05,2,future_progress_drop,always_mean,false,0.297753
swe_agent_pilot_s_05,7,future_progress_drop,always_mean,true,0.297753
swe_agent_pilot_s_05,8,future_progress_drop,always_mean,false,0.297753
swe_agent_pilot_s_05,21,future_progress_drop,always_mean,true,0.297753
swe_agent_pilot_s_05,22,future_progress_drop,always_mean,false,0.297753
swe_agent_pilot_s_05,23,future_progress_drop,always_mean,true,0.297753
swe_agent_pilot_s_05,26,future_progress_drop,always_mean,false,0.297753
swe_agent_pilot_s_05,27,future_progress_drop,always_mean,true,0.297753
swe_agent_pilot_s_05,28,future_progress_drop,always_mean,false,0.297753
swe_agent_pilot_s_05,29,future_progress_drop,always_mean,false,0.297753
swe_agent_pilot_s_05,30,future_progress_drop,always_mean,false,0.297753
swe_agent_pilot_s_05,32,future_progress_drop,always_mean,false,0.297753
swe_agent_pilot_s_06,0,future_progress_drop,always_mean,false,0.300000
swe_agent_pilot_s_06,2,future_progress_drop,always_mean,false,0.300000
swe_agent_pilot_s_06,7,future_progress_drop,always_mean,true,0.300000
swe_agent_pilot_s_06,8,future_progress_drop,always_mean,false,0.300000
swe_agent_pilot_s_06,21,future_progress_drop,always_mean,true,0.300000
swe_agent_pilot_s_06,22,future_progress_drop,always_mean,false,0.300000
swe_agent_pilot_s_06,23,future_progress_drop,always_mean,true,0.300000
swe_agent_pilot_s_06,24,future_progress_drop,always_mean,false,0.300000
swe_agent_pilot_s_06,25,future_progress_drop,always_mean,false,0.300000
swe_agent_pilot_s_06,26,future_progress_drop,always_mean,false,0.300000
swe_agent_pilot_s_06,28,future_progress_drop,always_mean,false,0.300000
swe_agent_pilot_s_07,0,future_progress_drop,always_mean,false,0.298343
swe_agent_pilot_s_07,2,future_progress_drop,always_mean,false,0.298343
swe_agent_pilot_s_07,7,future_progress_drop,always_mean,true,0.298343
swe_agent_pilot_s_07,8,future_progress_drop,always_mean,false,0.298343
swe_agent_pilot_s_07,11,future_progress_drop,always_mean,true,0.298343
swe_agent_pilot_s_07,12,future_progress_drop,always_mean,false,0.298343
swe_agent_pilot_s_07,17,future_progress_drop,always_mean,true,0.298343
swe_agent_pilot_s_07,18,future_progress_drop,always_mean,false,0.298343
swe_agent_pilot_s_07,21,future_progress_drop,always_mean,false,0.298343
swe_agent_pilot_s_07,22,future_progress_drop,always_mean,false,0.298343
swe_agent_pilot_s_08,0,future_progress_drop,always_mean,false,0.302198
swe_agent_pilot_s_08,2,future_progress_drop,always_mean,false,0.302198
swe_agent_pilot_s_08,3,future_progress_drop,always_mean,true,0.302198
swe_agent_pilot_s_08,4,future_progress_drop,always_mean,false,0.302198
swe_agent_pilot_s_08,5,future_progress_drop,always_mean,true,0.302198
swe_agent_pilot_s_08,6,future_progress_drop,always_mean,false,0.302198
swe_agent_pilot_s_08,23,future_progress_drop,always_mean,false,0.302198
swe_agent_pilot_s_08,24,future_progress_drop,always_mean,false,0.302198
swe_agent_pilot_s_08,28,future_progress_drop,always_mean,false,0.302198
swe_agent_pilot_s_09,0,future_progress_drop,always_mean,false,0.300546
swe_agent_pilot_s_09,2,future_progress_drop,always_mean,false,0.300546
swe_agent_pilot_s_09,9,future_progress_drop,always_mean,true,0.300546
swe_agent_pilot_s_09,10,future_progress_drop,always_mean,false,0.300546
swe_agent_pilot_s_09,13,future_progress_drop,always_mean,true,0.300546
swe_agent_pilot_s_09,14,future_progress_drop,always_mean,false,0.300546
swe_agent_pilot_s_09,15,future_progress_drop,always_mean,false,0.300546
swe_agent_pilot_s_09,18,future_progress_drop,always_mean,false,0.300546
swe_agent_pilot_s_10,0,future_progress_drop,always_mean,false,0.303867
swe_agent_pilot_s_10,2,future_progress_drop,always_mean,false,0.303867
swe_agent_pilot_s_10,5,future_progress_drop,always_mean,true,0.303867
swe_agent_pilot_s_10,6,future_progress_drop,always_mean,false,0.303867
swe_agent_pilot_s_10,7,future_progress_drop,always_mean,true,0.303867
swe_agent_pilot_s_10,8,future_progress_drop,always_mean,false,0.303867
swe_agent_pilot_s_10,16,future_progress_drop,always_mean,false,0.303867
swe_agent_pilot_s_10,19,future_progress_drop,always_mean,false,0.303867
swe_agent_pilot_s_10,21,future_progress_drop,always_mean,false,0.303867
swe_agent_pilot_s_10,22,future_progress_drop,always_mean,false,0.303867
swe_agent_pilot_f_01,0,future_progress_drop,elapsed_only,false,0.266667
swe_agent_pilot_f_01,2,future_progress_drop,elapsed_only,false,0.266667
swe_agent_pilot_f_01,11,future_progress_drop,elapsed_only,true,0.266667
swe_agent_pilot_f_01,12,future_progress_drop,elapsed_only,true,0.266667
swe_agent_pilot_f_01,14,future_progress_drop,elapsed_only,false,0.350000
swe_agent_pilot_f_01,15,future_progress_drop,elapsed_only,false,0.350000
swe_agent_pilot_f_01,16,future_progress_drop,elapsed_only,false,0.350000
swe_agent_pilot_f_02,0,future_progress_drop,elapsed_only,false,0.280000
swe_agent_pilot_f_02,2,future_progress_drop,elapsed_only,false,0.280000
swe_agent_pilot_f_02,11,future_progress_drop,elapsed_only,true,0.280000
swe_agent_pilot_f_02,12,future_progress_drop,elapsed_only,false,0.280000
swe_agent_pilot_f_02,17,future_progress_drop,elapsed_only,false,0.338710
swe_agent_pilot_f_03,0,future_progress_drop,elapsed_only,false,0.280000
swe_agent_pilot_f_03,2,future_progress_drop,elapsed_only,false,0.280000
swe_agent_pilot_f_03,7,future_progress_drop,elapsed_only,true,0.280000
swe_agent_pilot_f_03,10,future_progress_drop,elapsed_only,false,0.280000
swe_agent_pilot_f_03,22,future_progress_drop,elapsed_only,false,0.338710
swe_agent_pilot_f_04,0,future_progress_drop,elapsed_only,false,0.266667
swe_agent_pilot_f_04,2,future_progress_drop,elapsed_only,false,0.266667
swe_agent_pilot_f_04,11,future_progress_drop,elapsed_only,true,0.266667
swe_agent_pilot_f_04,12,future_progress_drop,elapsed_only,true,0.266667
swe_agent_pilot_f_04,16,future_progress_drop,elapsed_only,false,0.350000
swe_agent_pilot_f_04,17,future_progress_drop,elapsed_only,false,0.350000
swe_agent_pilot_f_04,18,future_progress_drop,elapsed_only,false,0.350000
swe_agent_pilot_f_05,0,future_progress_drop,elapsed_only,false,0.270270
swe_agent_pilot_f_05,2,future_progress_drop,elapsed_only,false,0.270270
swe_agent_pilot_f_05,3,future_progress_drop,elapsed_only,true,0.270270
swe_agent_pilot_f_05,4,future_progress_drop,elapsed_only,false,0.270270
swe_agent_pilot_f_05,11,future_progress_drop,elapsed_only,true,0.270270
swe_agent_pilot_f_05,14,future_progress_drop,elapsed_only,false,0.338983
swe_agent_pilot_f_05,15,future_progress_drop,elapsed_only,true,0.338983
swe_agent_pilot_f_05,16,future_progress_drop,elapsed_only,false,0.338983
swe_agent_pilot_f_05,22,future_progress_drop,elapsed_only,false,0.338983
swe_agent_pilot_f_05,32,future_progress_drop,elapsed_only,false,0.342105
swe_agent_pilot_f_06,0,future_progress_drop,elapsed_only,false,0.280000
swe_agent_pilot_f_06,2,future_progress_drop,elapsed_only,false,0.280000
swe_agent_pilot_f_06,7,future_progress_drop,elapsed_only,true,0.280000
swe_agent_pilot_f_06,8,future_progress_drop,elapsed_only,false,0.280000
swe_agent_pilot_f_06,25,future_progress_drop,elapsed_only,true,0.322581
swe_agent_pilot_f_06,26,future_progress_drop,elapsed_only,false,0.363636
swe_agent_pilot_f_06,27,future_progress_drop,elapsed_only,true,0.363636
swe_agent_pilot_f_06,28,future_progress_drop,elapsed_only,false,0.363636
swe_agent_pilot_f_06,29,future_progress_drop,elapsed_only,false,0.363636
swe_agent_pilot_f_06,30,future_progress_drop,elapsed_only,false,0.363636
swe_agent_pilot_f_06,32,future_progress_drop,elapsed_only,false,0.363636
swe_agent_pilot_f_07,0,future_progress_drop,elapsed_only,false,0.285714
swe_agent_pilot_f_07,2,future_progress_drop,elapsed_only,false,0.285714
swe_agent_pilot_f_07,15,future_progress_drop,elapsed_only,true,0.322034
swe_agent_pilot_f_07,16,future_progress_drop,elapsed_only,false,0.322034
swe_agent_pilot_f_07,17,future_progress_drop,elapsed_only,true,0.322034
swe_agent_pilot_f_07,18,future_progress_drop,elapsed_only,false,0.322034
swe_agent_pilot_f_07,40,future_progress_drop,elapsed_only,false,0.142857
swe_agent_pilot_f_08,0,future_progress_drop,elapsed_only,false,0.186441
swe_agent_pilot_f_08,2,future_progress_drop,elapsed_only,false,0.186441
swe_agent_pilot_f_08,7,future_progress_drop,elapsed_only,true,0.186441
swe_agent_pilot_f_08,12,future_progress_drop,elapsed_only,false,0.432432
swe_agent_pilot_f_08,27,future_progress_drop,elapsed_only,true,0.230769
swe_agent_pilot_f_08,28,future_progress_drop,elapsed_only,true,0.230769
swe_agent_pilot_f_08,29,future_progress_drop,elapsed_only,true,0.230769
swe_agent_pilot_f_08,30,future_progress_drop,elapsed_only,true,0.230769
swe_agent_pilot_f_08,31,future_progress_drop,elapsed_only,true,0.230769
swe_agent_pilot_f_08,32,future_progress_drop,elapsed_only,false,0.230769
swe_agent_pilot_f_08,37,future_progress_drop,elapsed_only,true,0.166667
swe_agent_pilot_f_08,38,future_progress_drop,elapsed_only,false,0.166667
swe_agent_pilot_f_08,49,future_progress_drop,elapsed_only,false,0.166667
swe_agent_pilot_f_08,58,future_progress_drop,elapsed_only,false,0.166667
swe_agent_pilot_f_08,64,future_progress_drop,elapsed_only,false,0.166667
swe_agent_pilot_f_09,0,future_progress_drop,elapsed_only,false,0.285714
swe_agent_pilot_f_09,2,future_progress_drop,elapsed_only,false,0.285714
swe_agent_pilot_f_09,17,future_progress_drop,elapsed_only,true,0.310345
swe_agent_pilot_f_09,18,future_progress_drop,elapsed_only,false,0.310345
swe_agent_pilot_f_09,21,future_progress_drop,elapsed_only,true,0.310345
swe_agent_pilot_f_09,22,future_progress_drop,elapsed_only,false,0.310345
swe_agent_pilot_f_09,25,future_progress_drop,elapsed_only,true,0.310345
swe_agent_pilot_f_09,26,future_progress_drop,elapsed_only,true,0.314286
swe_agent_pilot_f_09,28,future_progress_drop,elapsed_only,false,0.314286
swe_agent_pilot_f_09,37,future_progress_drop,elapsed_only,true,0.314286
swe_agent_pilot_f_09,38,future_progress_drop,elapsed_only,false,0.314286
swe_agent_pilot_f_09,39,future_progress_drop,elapsed_only,false,0.166667
swe_agent_pilot_f_09,40,future_progress_drop,elapsed_only,false,0.166667
swe_agent_pilot_f_10,0,future_progress_drop,elapsed_only,false,0.285714
swe_agent_pilot_f_10,2,future_progress_drop,elapsed_only,false,0.285714
swe_agent_pilot_f_10,13,future_progress_drop,elapsed_only,true,0.322034
swe_agent_pilot_f_10,14,future_progress_drop,elapsed_only,false,0.322034
swe_agent_pilot_f_10,21,future_progress_drop,elapsed_only,true,0.322034
swe_agent_pilot_f_10,22,future_progress_drop,elapsed_only,false,0.322034
swe_agent_pilot_f_10,28,future_progress_drop,elapsed_only,false,0.342105
swe_agent_pilot_s_01,0,future_progress_drop,elapsed_only,false,0.285714
swe_agent_pilot_s_01,2,future_progress_drop,elapsed_only,false,0.285714
swe_agent_pilot_s_01,23,future_progress_drop,elapsed_only,true,0.316667
swe_agent_pilot_s_01,24,future_progress_drop,elapsed_only,false,0.316667
swe_agent_pilot_s_01,25,future_progress_drop,elapsed_only,true,0.316667
swe_agent_pilot_s_01,26,future_progress_drop,elapsed_only,false,0.333333
swe_agent_pilot_s_01,27,future_progress_drop,elapsed_only,true,0.333333
swe_agent_pilot_s_01,28,future_progress_drop,elapsed_only,false,0.333333
swe_agent_pilot_s_01,39,future_progress_drop,elapsed_only,true,0.001000
swe_agent_pilot_s_01,40,future_progress_drop,elapsed_only,false,0.001000
swe_agent_pilot_s_01,41,future_progress_drop,elapsed_only,false,0.001000
swe_agent_pilot_s_01,42,future_progress_drop,elapsed_only,false,0.001000
swe_agent_pilot_s_02,0,future_progress_drop,elapsed_only,false,0.273973
swe_agent_pilot_s_02,2,future_progress_drop,elapsed_only,false,0.273973
swe_agent_pilot_s_02,7,future_progress_drop,elapsed_only,true,0.273973
swe_agent_pilot_s_02,8,future_progress_drop,elapsed_only,false,0.273973
swe_agent_pilot_s_02,11,future_progress_drop,elapsed_only,true,0.273973
swe_agent_pilot_s_02,12,future_progress_drop,elapsed_only,false,0.273973
swe_agent_pilot_s_02,21,future_progress_drop,elapsed_only,true,0.338983
swe_agent_pilot_s_02,22,future_progress_drop,elapsed_only,false,0.338983
swe_agent_pilot_s_02,23,future_progress_drop,elapsed_only,false,0.338983
swe_agent_pilot_s_02,24,future_progress_drop,elapsed_only,false,0.338983
swe_agent_pilot_s_02,26,future_progress_drop,elapsed_only,false,0.342105
swe_agent_pilot_s_03,0,future_progress_drop,elapsed_only,false,0.280000
swe_agent_pilot_s_03,2,future_progress_drop,elapsed_only,false,0.280000
swe_agent_pilot_s_03,9,future_progress_drop,elapsed_only,true,0.280000
swe_agent_pilot_s_03,10,future_progress_drop,elapsed_only,false,0.280000
swe_agent_pilot_s_03,15,future_progress_drop,elapsed_only,true,0.322034
swe_agent_pilot_s_03,16,future_progress_drop,elapsed_only,false,0.322034
swe_agent_pilot_s_03,19,future_progress_drop,elapsed_only,true,0.322034
swe_agent_pilot_s_03,22,future_progress_drop,elapsed_only,false,0.322034
swe_agent_pilot_s_03,27,future_progress_drop,elapsed_only,true,0.333333
swe_agent_pilot_s_03,30,future_progress_drop,elapsed_only,false,0.333333
swe_agent_pilot_s_03,33,future_progress_drop,elapsed_only,true,0.333333
swe_agent_pilot_s_03,34,future_progress_drop,elapsed_only,false,0.333333
swe_agent_pilot_s_03,35,future_progress_drop,elapsed_only,false,0.333333
swe_agent_pilot_s_03,36,future_progress_drop,elapsed_only,false,0.333333
swe_agent_pilot_s_04,0,future_progress_drop,elapsed_only,false,0.285714
swe_agent_pilot_s_04,2,future_progress_drop,elapsed_only,false,0.285714
swe_agent_pilot_s_04,13,future_progress_drop,elapsed_only,true,0.338983
swe_agent_pilot_s_04,14,future_progress_drop,elapsed_only,false,0.338983
swe_agent_pilot_s_04,15,future_progress_drop,elapsed_only,false,0.338983
swe_agent_pilot_s_04,16,future_progress_drop,elapsed_only,false,0.338983
swe_agent_pilot_s_05,0,future_progress_drop,elapsed_only,false,0.280000
swe_agent_pilot_s_05,2,future_progress_drop,elapsed_only,false,0.280000
swe_agent_pilot_s_05,7,future_progress_drop,elapsed_only,true,0.280000
swe_agent_pilot_s_05,8,future_progress_drop,elapsed_only,false,0.280000
swe_agent_pilot_s_05,21,future_progress_drop,elapsed_only,true,0.316667
swe_agent_pilot_s_05,22,future_progress_drop,elapsed_only,false,0.316667
swe_agent_pilot_s_05,23,future_progress_drop,elapsed_only,true,0.316667
swe_agent_pilot_s_05,26,future_progress_drop,elapsed_only,false,0.363636
swe_agent_pilot_s_05,27,future_progress_drop,elapsed_only,true,0.363636
swe_agent_pilot_s_05,28,future_progress_drop,elapsed_only,false,0.363636
swe_agent_pilot_s_05,29,future_progress_drop,elapsed_only,false,0.363636
swe_agent_pilot_s_05,30,future_progress_drop,elapsed_only,false,0.363636
swe_agent_pilot_s_05,32,future_progress_drop,elapsed_only,false,0.363636
swe_agent_pilot_s_06,0,future_progress_drop,elapsed_only,false,0.280000
swe_agent_pilot_s_06,2,future_progress_drop,elapsed_only,false,0.280000
swe_agent_pilot_s_06,7,future_progress_drop,elapsed_only,true,0.280000
swe_agent_pilot_s_06,8,future_progress_drop,elapsed_only,false,0.280000
swe_agent_pilot_s_06,21,future_progress_drop,elapsed_only,true,0.327586
swe_agent_pilot_s_06,22,future_progress_drop,elapsed_only,false,0.327586
swe_agent_pilot_s_06,23,future_progress_drop,elapsed_only,true,0.327586
swe_agent_pilot_s_06,24,future_progress_drop,elapsed_only,false,0.327586
swe_agent_pilot_s_06,25,future_progress_drop,elapsed_only,false,0.327586
swe_agent_pilot_s_06,26,future_progress_drop,elapsed_only,false,0.351351
swe_agent_pilot_s_06,28,future_progress_drop,elapsed_only,false,0.351351
swe_agent_pilot_s_07,0,future_progress_drop,elapsed_only,false,0.273973
swe_agent_pilot_s_07,2,future_progress_drop,elapsed_only,false,0.273973
swe_agent_pilot_s_07,7,future_progress_drop,elapsed_only,true,0.273973
swe_agent_pilot_s_07,8,future_progress_drop,elapsed_only,false,0.273973
swe_agent_pilot_s_07,11,future_progress_drop,elapsed_only,true,0.273973
swe_agent_pilot_s_07,12,future_progress_drop,elapsed_only,false,0.273973
swe_agent_pilot_s_07,17,future_progress_drop,elapsed_only,true,0.338983
swe_agent_pilot_s_07,18,future_progress_drop,elapsed_only,false,0.338983
swe_agent_pilot_s_07,21,future_progress_drop,elapsed_only,false,0.338983
swe_agent_pilot_s_07,22,future_progress_drop,elapsed_only,false,0.338983
swe_agent_pilot_s_08,0,future_progress_drop,elapsed_only,false,0.273973
swe_agent_pilot_s_08,2,future_progress_drop,elapsed_only,false,0.273973
swe_agent_pilot_s_08,3,future_progress_drop,elapsed_only,true,0.273973
swe_agent_pilot_s_08,4,future_progress_drop,elapsed_only,false,0.273973
swe_agent_pilot_s_08,5,future_progress_drop,elapsed_only,true,0.273973
swe_agent_pilot_s_08,6,future_progress_drop,elapsed_only,false,0.273973
swe_agent_pilot_s_08,23,future_progress_drop,elapsed_only,false,0.344262
swe_agent_pilot_s_08,24,future_progress_drop,elapsed_only,false,0.344262
swe_agent_pilot_s_08,28,future_progress_drop,elapsed_only,false,0.342105
swe_agent_pilot_s_09,0,future_progress_drop,elapsed_only,false,0.280000
swe_agent_pilot_s_09,2,future_progress_drop,elapsed_only,false,0.280000
swe_agent_pilot_s_09,9,future_progress_drop,elapsed_only,true,0.280000
swe_agent_pilot_s_09,10,future_progress_drop,elapsed_only,false,0.280000
swe_agent_pilot_s_09,13,future_progress_drop,elapsed_only,true,0.338983
swe_agent_pilot_s_09,14,future_progress_drop,elapsed_only,false,0.338983
swe_agent_pilot_s_09,15,future_progress_drop,elapsed_only,false,0.338983
swe_agent_pilot_s_09,18,future_progress_drop,elapsed_only,false,0.338983
swe_agent_pilot_s_10,0,future_progress_drop,elapsed_only,false,0.273973
swe_agent_pilot_s_10,2,future_progress_drop,elapsed_only,false,0.273973
swe_agent_pilot_s_10,5,future_progress_drop,elapsed_only,true,0.273973
swe_agent_pilot_s_10,6,future_progress_drop,elapsed_only,false,0.273973
swe_agent_pilot_s_10,7,future_progress_drop,elapsed_only,true,0.273973
