run_id,step,horizon_steps,future_progress_drop,product_reopened_after_completion,validation_exposes_new_work,stuck_loop_next_window,submit_without_validation_state
hermes_pilot_01,0,5,false,false,false,false,false
hermes_pilot_01,2,5,false,false,false,false,false
hermes_pilot_01,3,5,true,false,false,false,false
hermes_pilot_01,4,5,false,false,false,false,false
hermes_pilot_01,5,5,true,false,false,false,false
hermes_pilot_01,6,5,false,false,false,false,false
hermes_pilot_01,9,5,true,false,false,false,false
hermes_pilot_01,10,5,false,false,false,false,false
hermes_pilot_01,17,5,false,false,false,false,false
hermes_pilot_01,18,5,false,false,false,false,false
hermes_pilot_01,25,5,false,false,false,false,false
hermes_pilot_02,0,5,false,false,false,false,false
hermes_pilot_02,2,5,false,false,false,false,false
hermes_pilot_02,3,5,true,false,false,false,false
hermes_pilot_02,4,5,true,false,false,false,false
hermes_pilot_02,6,5,false,false,false,false,false
hermes_pilot_02,11,5,false,false,false,false,false
hermes_pilot_02,13,5,false,false,false,false,false
hermes_pilot_02,14,5,false,false,false,false,false
hermes_pilot_02,23,5,false,false,false,false,false
hermes_pilot_03,0,5,false,false,false,false,false
hermes_pilot_03,2,5,false,false,false,false,false
hermes_pilot_03,3,5,true,false,false,false,false
hermes_pilot_03,4,5,false,false,false,false,false
hermes_pilot_03,5,5,true,false,false,false,false
hermes_pilot_03,6,5,false,false,false,false,false
hermes_pilot_03,9,5,true,false,false,false,false
hermes_pilot_03,10,5,false,false,true,false,false
hermes_pilot_03,12,5,false,false,false,false,false
hermes_pilot_03,13,5,false,false,false,false,false
hermes_pilot_03,15,5,true,false,false,false,false
hermes_pilot_03,16,5,true,false,false,false,false
hermes_pilot_03,17,5,true,false,false,false,false
hermes_pilot_03,18,5,false,false,false,false,false
hermes_pilot_03,27,5,false,false,false,false,false
hermes_pilot_03,28,5,false,false,false,false,false
hermes_pilot_03,31,5,false,false,false,false,false
hermes_pilot_04,0,5,false,false,false,false,false
hermes_pilot_04,2,5,false,false,false,false,false
hermes_pilot_04,3,5,true,false,false,false,false
hermes_pilot_04,4,5,false,false,false,false,false
hermes_pilot_04,5,5,true,false,false,false,false
hermes_pilot_04,6,5,false,false,false,false,false
hermes_pilot_04,9,5,true,false,false,false,false
hermes_pilot_04,10,5,true,false,false,false,false
hermes_pilot_04,14,5,false,false,false,false,false
hermes_pilot_04,19,5,false,false,false,false,false
hermes_pilot_04,23,5,false,false,false,false,false
hermes_pilot_05,0,5,false,false,false,false,false
hermes_pilot_05,2,5,false,false,false,false,false
hermes_pilot_05,7,5,true,false,false,false,false
hermes_pilot_05,8,5,false,false,false,false,false
hermes_pilot_05,9,5,true,false,false,false,false
hermes_pilot_05,10,5,true,false,false,false,false
hermes_pilot_05,12,5,false,false,false,false,false
hermes_pilot_05,17,5,false,false,false,false,false
hermes_pilot_05,19,5,false,false,false,false,false
hermes_pilot_05,20,5,false,false,false,false,false
hermes_pilot_05,21,5,false,false,false,false,false
