connection_id,route,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
644b38843c8eb5e5,kv,5552213971114361,5552213972344429,0,0
4c461b95239e2a73,api,5552213971449517,5552213972407608,0,0
b00bcecbab5e0edc,api,5552229262476207,5552255253690709,27569,8389
e25c7579bd4a6e30,api,5552229265228680,5552255358449472,31691,9092
6f533669c1606295,api,5552229262712374,5552255624180022,25868,12077
3777a433e5fee7f6,api,5552229264435238,5552256673412134,43361,25271
bb666bae3c376558,api,5552256375666565,5552257607222216,27717,12563
6beb512be8990a16,api,5552257080738309,5552257911609001,31839,7396
bcd202b8d91f7e03,api,5552257609859081,5552258227587893,43509,6934
c64b56374315a40b,api,5552257086049857,5552258328637281,26016,12809
5ee8f4f00bdfd8a7,api,5552261620538287,5552262748123998,26035,14784
c7ff7539e1ee1329,api,5552262754581625,5552264699933696,27736,25291
55cf600934f9dd27,api,5552264702727378,5552265650605394,43528,11828
71bdc5dac9372364,api,5552265652398257,5552266264782121,31858,7642
