phase,width,valid_conditions,median_absolute_error_s,max_optimistic_error_s,max_pessimistic_error_s,false_30s_completion_predictions
initial,1,6,0.38632863132272727,0.48124890051102764,0,0
initial,8,6,0.3484489287500001,0.36594217380000016,2.891412595449495,0
catch_up,1,6,0.2222159947763348,0.10614050994885016,3.53931601738226,0
catch_up,8,5,4.9505766187748765,0,34.03655582305808,0
cold_updated,1,5,0.35365595958627605,0.6211907378315429,0,0
cold_updated,8,5,0.39681514289007724,0.39681514289007724,3.0084983830580825,0
