absolute_gap,admitted_fraction,chosen_sha256,dual_sha256,first_admission_s,fleet_s,full_horizon_objective,library_s,lp_primary_s,lp_secondary_s,matrix_nnz,max_relative_constraint_residual,next_decision_s,nominal_table_s,policy,positive_columns,preparation_s,primary_objective,primary_selection_s,repeat,requested_wan_tbps,selection_s,sessions,temporal_and_validation_s,total_planning_s,upper_bound
,0.7968252871185891,b5eb7d1dd6af51817b81a98a1ad5ac1d9063981d9b690f10c36e6d65d577faad,,1.2286706250160933,0.00018529128283262253,0.9724480792391146,0.06814912520349026,0.0192859573289752,0.026794333942234516,64424,0.0,0.5,0.539301416836679,queue_haul,28,0.6076358333230019,0.9724480803123523,0.0192859573289752,1,0.012001200120012,0.04609983321279287,64,1.1825707918033004,1.8363064583390951,
0.0006330078891393365,0.6908677787777904,dbca4e8df3ad316d84abe04138867c0e692f68a54fa9b837e10aafcff52ec8cb,60fc64ef2ee8d4cdc6dba20b35f5425e73381a780aa61b58f8ad461f210ca199,1.179321457631886,0.00018529128283262253,0.972285084336407,0.06814912520349026,0,0,64424,2.886579864025407e-15,0.5,0.539301416836679,greedy_priced,34,0.6076358333230019,,0.021064083091914654,1,0.012001200120012,0.021064083091914654,64,1.1582573745399714,1.7869572909548879,0.9729180922255464
0.0006330078891393365,0.6908677787777904,dbca4e8df3ad316d84abe04138867c0e692f68a54fa9b837e10aafcff52ec8cb,60fc64ef2ee8d4cdc6dba20b35f5425e73381a780aa61b58f8ad461f210ca199,1.2031664997339249,0.00017020758241415024,0.972285084336407,0.06723508331924677,0,0,64424,2.886579864025407e-15,0.5,0.5440630000084639,greedy_priced,34,0.6114682909101248,,0.020646708086133003,2,0.012001200120012,0.020646708086133003,64,1.1825197916477919,1.8146347906440496,0.9729180922255464
,0.7968252871185891,b5eb7d1dd6af51817b81a98a1ad5ac1d9063981d9b690f10c36e6d65d577faad,,1.2198260007426143,0.00017020758241415024,0.9724480792391146,0.06723508331924677,0.019645417109131813,0.02659170888364315,64424,0.0,0.5,0.5440630000084639,queue_haul,28,0.6114682909101248,0.9724480803123523,0.019645417109131813,2,0.012001200120012,0.04626020789146423,64,1.17356579285115,1.831294291652739,
,0.7968252871185891,b5eb7d1dd6af51817b81a98a1ad5ac1d9063981d9b690f10c36e6d65d577faad,,1.2296144999563694,0.00023029185831546783,0.9724480792391146,0.0665275426581502,0.020101374946534634,0.027485208585858345,64424,0.0,0.5,0.538056000135839,queue_haul,28,0.6048138346523046,0.9724480803123523,0.020101374946534634,3,0.012001200120012,0.04760783351957798,64,1.1820066664367914,1.834428334608674,
0.0006330078891393365,0.6908677787777904,dbca4e8df3ad316d84abe04138867c0e692f68a54fa9b837e10aafcff52ec8cb,60fc64ef2ee8d4cdc6dba20b35f5425e73381a780aa61b58f8ad461f210ca199,1.178581541404128,0.00023029185831546783,0.972285084336407,0.0665275426581502,0,0,64424,2.886579864025407e-15,0.5,0.538056000135839,greedy_priced,34,0.6048138346523046,,0.020860624499619007,3,0.012001200120012,0.020860624499619007,64,1.157720916904509,1.7833953760564327,0.9729180922255464
,0.770157369949383,44bef495018a01bbf33cf6146db2cb3944aa7caff6609d84fb962e8922f3def4,,2.4331424590200186,0.00024800002574920654,0.9724480792757336,0.13467974960803986,0.04472875036299229,0.05909729190170765,128848,2.220446049250313e-16,0.5,1.0924400836229324,queue_haul,48,1.2273678332567215,0.9724480803123523,0.04472875036299229,1,0.024002400240024,0.103858208283782,128,2.3292842507362366,3.66051029227674,
0.0008905774682893552,0.5604921191143807,f3f91a8473baff1a180b9cfdbd2b0878c63562e875837b9848164899d7248401,dc75580e1671a5cd0467ede6fa92a17b0b2a1dc8e1ef2ab807d48fc1e4861cc2,2.3791658338159323,0.00024800002574920654,0.9719780887623897,0.13467974960803986,0,0,128848,4.440892098500626e-16,0.5,1.0924400836229324,greedy_priced,93,1.2273678332567215,,0.041923124343156815,1,0.024002400240024,0.041923124343156815,128,2.3372427094727755,3.6065336670726538,0.972868666230679
0.0008905774682893552,0.5604921191143807,f3f91a8473baff1a180b9cfdbd2b0878c63562e875837b9848164899d7248401,dc75580e1671a5cd0467ede6fa92a17b0b2a1dc8e1ef2ab807d48fc1e4861cc2,2.35384941753,0.0002166246995329857,0.9719780887623897,0.1305263750255108,0,0,128848,4.440892098500626e-16,0.5,1.0754018342122436,greedy_priced,93,1.2061448339372873,,0.041801624931395054,2,0.024002400240024,0.041801624931395054,128,2.312047792598605,3.5599942514672875,0.972868666230679
,0.770157369949383,44bef495018a01bbf33cf6146db2cb3944aa7caff6609d84fb962e8922f3def4,,2.417403374798596,0.0002166246995329857,0.9724480792757336,0.1305263750255108,0.042423708364367485,0.058098457753658295,128848,2.220446049250313e-16,0.5,1.0754018342122436,queue_haul,48,1.2061448339372873,0.9724480803123523,0.042423708364367485,2,0.024002400240024,0.1005525840446353,128,2.3168507907539606,3.6235482087358832,
,0.770157369949383,44bef495018a01bbf33cf6146db2cb3944aa7caff6609d84fb962e8922f3def4,,2.4368652906268835,0.0002364153042435646,0.9724480792757336,0.13607999961823225,0.0438037496060133,0.06122587528079748,128848,2.220446049250313e-16,0.5,1.0930880000814795,queue_haul,48,1.2294044150039554,0.9724480803123523,0.0438037496060133,3,0.024002400240024,0.10507212486118078,128,2.3317931657657027,3.666269705630839,
0.0008905774682893552,0.5604921191143807,f3f91a8473baff1a180b9cfdbd2b0878c63562e875837b9848164899d7248401,dc75580e1671a5cd0467ede6fa92a17b0b2a1dc8e1ef2ab807d48fc1e4861cc2,2.374362583272159,0.0002364153042435646,0.9719780887623897,0.13607999961823225,0,0,128848,4.440892098500626e-16,0.5,1.0930880000814795,greedy_priced,93,1.2294044150039554,,0.04147020820528269,3,0.024002400240024,0.04147020820528269,128,2.3328923750668764,3.6037669982761145,0.972868666230679
,0.79015892631886,c5f89c93753f37a98e1e47c657b45d4c4cff7f7dc75cb46eb0b238fd98e7a121,,4.941039457917213,0.00032004155218601227,0.9724480792940431,0.29324412532150745,0.11171783320605755,0.1630224995315075,257696,0.0,0.5,2.1449990002438426,queue_haul,85,2.438563167117536,0.9724480803123523,0.11171783320605755,1,0.048004800480048,0.2747824592515826,256,4.666256998665631,7.3796026250347495,
0.0009165088793079423,0.5517233180246637,4668f733f4f220580a487a24aaeddc298fbe1a4763bf428e61c8912e718eb779,dae0f32d8851a0b8c0c7a8875f7a9eb2b8fc33299ebd495b28d1a98619b55285,4.755288791842759,0.00032004155218601227,0.9720669547118872,0.29324412532150745,0,0,257696,4.440892098500626e-16,0.5,2.1449990002438426,greedy_priced,193,2.438563167117536,,0.08335508406162262,1,0.048004800480048,0.08335508406162262,256,4.671933707781136,7.193851958960295,0.9729834635911951
0.0009165088793079423,0.5517233180246637,4668f733f4f220580a487a24aaeddc298fbe1a4763bf428e61c8912e718eb779,dae0f32d8851a0b8c0c7a8875f7a9eb2b8fc33299ebd495b28d1a98619b55285,4.749527208507061,0.0002919994294643402,0.9720669547118872,0.26857374981045723,0,0,257696,4.440892098500626e-16,0.5,2.133273208513856,greedy_priced,193,2.4021389577537775,,0.08385624922811985,2,0.048004800480048,0.08385624922811985,256,4.665670959278941,7.1516661662608385,0.9729834635911951
,0.79015892631886,c5f89c93753f37a98e1e47c657b45d4c4cff7f7dc75cb46eb0b238fd98e7a121,,4.9530912498012185,0.0002919994294643402,0.9724480792940431,0.26857374981045723,0.11252695880830288,0.16277416609227657,257696,0.0,0.5,2.133273208513856,queue_haul,85,2.4021389577537775,0.9724480803123523,0.11252695880830288,2,0.048004800480048,0.2753436667844653,256,4.677747583016753,7.355230207554996,
,0.79015892631886,c5f89c93753f37a98e1e47c657b45d4c4cff7f7dc75cb46eb0b238fd98e7a121,,4.9173584170639515,0.0002946658059954643,0.9724480792940431,0.2688022507354617,0.11257608328014612,0.16168512497097254,257696,0.0,0.5,2.1551129994913936,queue_haul,85,2.4242099160328507,0.9724480803123523,0.11257608328014612,3,0.048004800480048,0.2743028337135911,256,4.64305558335036,7.341568333096802,
0.0009165088793079423,0.5517233180246637,4668f733f4f220580a487a24aaeddc298fbe1a4763bf428e61c8912e718eb779,dae0f32d8851a0b8c0c7a8875f7a9eb2b8fc33299ebd495b28d1a98619b55285,4.757588166743517,0.0002946658059954643,0.9720669547118872,0.2688022507354617,0,0,257696,4.440892098500626e-16,0.5,2.1551129994913936,greedy_priced,193,2.4242099160328507,,0.0858011245727539,3,0.048004800480048,0.0858011245727539,256,4.671787042170763,7.181798082776368,0.9729834635911951
,0.786823400065027,649a41bdccc24bc49ea3670f1f4cec926ea5e71ecb522629d7897f30a5cb8aae,,10.095798124559224,0.00046287570148706436,0.972448079303198,0.5456410422921181,0.25189058389514685,0.409512042067945,515392,0.0,0.5,4.4041566252708435,queue_haul,161,4.950260543264449,0.9724480803123523,0.25189058389514685,1,0.096009600960096,0.6614634171128273,512,9.434334707446396,15.046058667823672,
0.0006901302166449907,0.5600841869699843,4d61f0d35626f7d28eb4bf4109856aad3193b5adc60d6fb65dddbf7714f1671b,5bd6257229698879c4f325979fcab1aad884f11b6b38df72fcc706eb083a1e97,9.498014958575368,0.00046287570148706436,0.9721890810200488,0.5456410422921181,0,0,515392,1.3322676295501878e-15,0.5,4.4041566252708435,greedy_priced,420,4.950260543264449,,0.17018179036676884,1,0.096009600960096,0.17018179036676884,512,9.327833168208599,14.448275501839817,0.9728792112366937
0.0006901302166449907,0.5600841869699843,4d61f0d35626f7d28eb4bf4109856aad3193b5adc60d6fb65dddbf7714f1671b,5bd6257229698879c4f325979fcab1aad884f11b6b38df72fcc706eb083a1e97,9.538626875728369,0.00047187507152557373,0.9721890810200488,0.5375599581748247,0,0,515392,1.3322676295501878e-15,0.5,4.322077500633895,greedy_priced,420,4.860109333880246,,0.16747883334755898,2,0.096009600960096,0.16747883334755898,512,9.37114804238081,14.398736209608614,0.9728792112366937
,0.786823400065027,649a41bdccc24bc49ea3670f1f4cec926ea5e71ecb522629d7897f30a5cb8aae,,10.004597250372171,0.00047187507152557373,0.972448079303198,0.5375599581748247,0.25092083401978016,0.4059134991839528,515392,0.0,0.5,4.322077500633895,queue_haul,161,4.860109333880246,0.9724480803123523,0.25092083401978016,2,0.096009600960096,0.6568972924724221,512,9.34769995789975,14.864706584252417,
,0.786823400065027,649a41bdccc24bc49ea3670f1f4cec926ea5e71ecb522629d7897f30a5cb8aae,,10.377506457269192,0.00043908320367336273,0.972448079303198,0.536537709645927,0.25612320844084024,0.41456120926886797,515392,0.0,0.5,4.295097707770765,queue_haul,161,4.832074500620365,0.9724480803123523,0.25612320844084024,3,0.096009600960096,0.6707468340173364,512,9.706759623251855,15.209580957889557,
0.0006901302166449907,0.5600841869699843,4d61f0d35626f7d28eb4bf4109856aad3193b5adc60d6fb65dddbf7714f1671b,5bd6257229698879c4f325979fcab1aad884f11b6b38df72fcc706eb083a1e97,9.555448958650231,0.00043908320367336273,0.9721890810200488,0.536537709645927,0,0,515392,1.3322676295501878e-15,0.5,4.295097707770765,greedy_priced,420,4.832074500620365,,0.1695357095450163,3,0.096009600960096,0.1695357095450163,512,9.385913249105215,14.387523459270597,0.9728792112366937
,0.7801571458319966,3103fd5a419a1b9646ae5fe8cdaa5f31c26f264d5198b6c23737e800c72f587a,,20.82352500036359,0.0007042083889245987,0.9724480793077748,1.0775747494772077,0.8646919168531895,1.088703834451735,1030784,1.3322676295501878e-15,0.5,8.690402290783823,queue_haul,313,9.768681248649955,0.9724480803123523,0.8646919168531895,1,0.192019201920192,1.953580624423921,1024,18.869944375939667,30.592206249013543,
0.0001891119247955375,0.563932150171439,a06400b0de44973874ec6cfb5b99ad1d1c04e63aa6a247685478c122a0c08798,2fee88d5b2b8e95230628f228342b9e31572ef8fad5cc78b6671ac6241221946,19.54389570839703,0.0007042083889245987,0.9723228997172775,1.0775747494772077,0,0,1030784,8.881784197001252e-16,0.5,8.690402290783823,greedy_priced,988,9.768681248649955,,0.3473222926259041,1,0.192019201920192,0.3473222926259041,1024,19.196573415771127,29.312576957046986,0.972512011642073
0.0001891119247955375,0.563932150171439,a06400b0de44973874ec6cfb5b99ad1d1c04e63aa6a247685478c122a0c08798,2fee88d5b2b8e95230628f228342b9e31572ef8fad5cc78b6671ac6241221946,19.077325750142336,0.0007326249033212662,0.9723228997172775,1.06608079187572,0,0,1030784,8.881784197001252e-16,0.5,8.594265666790307,greedy_priced,988,9.661079083569348,,0.35615504067391157,2,0.192019201920192,0.35615504067391157,1024,18.721170709468424,28.738404833711684,0.972512011642073
,0.7801571458319966,3103fd5a419a1b9646ae5fe8cdaa5f31c26f264d5198b6c23737e800c72f587a,,20.681478625163436,0.0007326249033212662,0.9724480793077748,1.06608079187572,0.8627005415037274,1.0315034994855523,1030784,1.3322676295501878e-15,0.5,8.594265666790307,queue_haul,313,9.661079083569348,0.9724480803123523,0.8627005415037274,2,0.192019201920192,1.89430420845747,1024,18.787174416705966,30.342557708732784,
,0.7801571458319966,3103fd5a419a1b9646ae5fe8cdaa5f31c26f264d5198b6c23737e800c72f587a,,20.737230708822608,0.0007342919707298279,0.9724480793077748,1.0947729172185063,0.8707277914509177,1.0893802493810654,1030784,1.3322676295501878e-15,0.5,8.752328834496439,queue_haul,313,9.847836043685675,0.9724480803123523,0.8707277914509177,3,0.192019201920192,1.9602015828713775,1024,18.77702912595123,30.585066752508283,
0.0001891119247955375,0.563932150171439,a06400b0de44973874ec6cfb5b99ad1d1c04e63aa6a247685478c122a0c08798,2fee88d5b2b8e95230628f228342b9e31572ef8fad5cc78b6671ac6241221946,19.042049624957144,0.0007342919707298279,0.9723228997172775,1.0947729172185063,0,0,1030784,8.881784197001252e-16,0.5,8.752328834496439,greedy_priced,988,9.847836043685675,,0.3490606667473912,3,0.192019201920192,0.3490606667473912,1024,18.692988958209753,28.88988566864282,0.972512011642073
