auroc,brier,brier_ci_high,brier_ci_low,ece,feasible,log_loss,model,n_checkpoints_test,n_runs_test,n_runs_train,note,positive_rate_data,predicted_positive_rate,scheme,source_slice,target
0.9166666666666666,0.09614838939749977,0.15690851188379962,0.0025513764949368807,0.14013281803723185,True,0.29127165936744936,ledger_basic,23,10,10,,0.13043478260869565,0.14206010982961045,loro,tb_live,y_future_progress_drop_h5
0.8666666666666667,0.13280946592119064,0.20835460862460412,0.0039394217159152214,0.11690897798537608,True,0.3995513588098783,time_only,23,10,10,,0.13043478260869565,0.11957950151579509,loro,tb_live,y_future_progress_drop_h5
,1e-06,1.0000000000000002e-06,9.999999999999997e-07,0.0010000000000000002,True,0.0010005003335835344,ledger_basic,83,12,12,,0.0,0.0010000000000000002,loro,tb_live,y_submit_without_validation
,1e-06,1.0000000000000002e-06,9.999999999999997e-07,0.0010000000000000002,True,0.0010005003335835344,time_only,83,12,12,,0.0,0.0010000000000000002,loro,tb_live,y_submit_without_validation
,1.0000000000000019e-06,1.000000000000002e-06,1.0000000000000016e-06,0.001000000000000112,True,0.0010005003335835344,ledger_basic,83,12,12,,1.0,0.9989999999999999,loro,tb_live,y_success_eventual
,1.0000000000000019e-06,1.000000000000002e-06,1.0000000000000016e-06,0.001000000000000112,True,0.0010005003335835344,time_only,83,12,12,,1.0,0.9989999999999999,loro,tb_live,y_success_eventual
0.49242424242424243,0.283888109329645,0.3858355981098055,0.19583020035468232,0.40639371490024095,True,0.7770832920988906,ledger_basic,23,10,10,,0.4782608695652174,0.4362092903190678,loro,tb_live,y_validation_new_work_h5
0.4318181818181818,0.25383582398789756,0.3872393016668727,0.1545611038316283,0.3790338119261758,True,0.7189150812127261,time_only,23,10,10,,0.4782608695652174,0.4791279936247056,loro,tb_live,y_validation_new_work_h5
